Rv_ID,2003A_Sassetti_log2FC,2003B_Sassetti_log2FC,2005_Rengarajan_log2FC,2006_Joshi_GI_1_log2FC,2006_Joshi_GI_2_log2FC,2011_Griffin_2_log2FC,2013_Zhang_1_log2FC,2013_Zhang_2_log2FC,2013_Zhang_3A_log2FC,2013_Zhang_3B_log2FC,2013_Zhang_3C_log2FC,2013_Zhang_3D_log2FC,2016_Korte_log2FC,2017_Mishra_1A_log2FC,2017_Mishra_1B_log2FC,2017_Mishra_1C_log2FC,2017_Mishra_1D_log2FC,2018_Rittershaus_1A_log2FC,2018_Rittershaus_1B_log2FC,2012_Zhang_log2FC,2015_Kieser_GI_1_log2FC,2015_Kieser_GI_2_log2FC,2015_Kieser_GI_3_log2FC,2015_Mendum_log2FC,2016_Nambi_log2FC,2017_Xu_1A_log2FC,2017_Xu_1B_log2FC,2017_Xu_1C_log2FC,2017_Xu_1D_log2FC,2017_Xu_1E_log2FC,2018_Carey_1A_log2FC,2018_Carey_1B_log2FC,2018_Carey_1C_log2FC,2018_Carey_1D_log2FC,2018_Carey_1E_log2FC,2018_Carey_1F_log2FC,2018_Carey_1G_log2FC,2018_Carey_1H_log2FC,2017B_DeJesus_1A_log2FC,2017B_DeJesus_1B_log2FC,2017B_DeJesus_1C_log2FC,marP_log2FC,Rv0950_log2FC,Rv3916c_log2FC,Rv0307c_log2FC,Rv3717_log2FC,ponA1_log2FC,Rv1565c_log2FC,Rv3684_log2FC,Rv0954_log2FC,Rv3811_log2FC,Rv1096_log2FC,Rv2680_log2FC,Rv1432_log2FC,Rv3594_log2FC,Rv3005c_log2FC,Functional_Category
Rv0761c,0.0,0.0,0,0,0,-4.285208441483201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.2293365989031,1.000629635246066,-1.2182178423680181,-1.0,-0.5254390435408761,-0.129569491382972,-0.04788086366090697,-0.05730367291100402,0.002908400557053945,0.6217580198342183,0.06,0.24,-0.34,-0.03,-0.26,-0.65,-0.42,-0.19,-0.87,-0.97,-0.41,0.07,0.2,0.17,0.16,0.41,-1.19,-2.83,0.28,-1.02,0.22,0.2,-1.95,-0.15,0.13,-0.33,C
Rv0763c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.641907085730716,5.807354922057604,-1.0,0.0,0.7548875021634687,0.0,0.0,0.289506617194985,-2.301169534720565,-1.22,-0.91,-2.84,-3.96,-1.06,-1.0,-1.62,0.31,-0.6,-1.02,-0.86,0.3,0.54,5.28,0.0,0.32,-6.33,0.0,0.36,3.67,0.84,1.16,0.0,-2.82,1.19,0.0,C
Rv0764c,0.0,0.0,0,0,0,0.0,-1.592087166585695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1655119880215066,-1.631896224708009,1.0483898066306958,-1.0,1.98764750075807,0.1921582280270489,0.2793399783195901,0.1021260593207747,0.1482900146982123,0.1565176914287803,0.02,0.96,-0.99,0.32,0.04,0.43,-0.22,0.42,-0.72,-0.55,-1.62,0.83,0.01,2.14,3.84,0.18,-0.23,-0.67,-0.14,-0.51,1.21,0.06,-1.56,-1.61,0.21,-0.15,Q
Rv0765c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.5209632725518483,-0.8728626485909312,1.757072960954347,-1.0,2.6842783643910604,0.1278850565246434,0.08501362298723783,-0.02755700789193076,-0.3701596950638949,-0.1645149853066543,0.94,1.89,-0.29,0.51,1.03,1.75,1.9,1.35,0.45,-0.46,-0.38,1.31,-0.04,2.88,4.32,0.46,-0.46,-4.12,-0.08,-1.71,0.88,0.54,1.83,2.65,0.34,5.09,R
Rv0766c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58161726490729,0.0,2.4193349663570403,0.0,0.0,0.0,-1.0,-0.7781412232114857,0.7033388472496287,-2.968746667750893,-1.0,0.147874510865668,0.03995523641595977,0.2730320165243063,-0.0632270761758964,-0.05094715534148795,0.1137437602586981,1.43,0.7,-0.73,-0.02,0.39,0.28,0.08,0.42,-0.14,-0.27,-2.34,0.36,0.12,-0.64,-3.11,-1.01,1.67,-0.12,-0.16,-0.37,-0.69,-0.05,-2.94,0.19,-0.22,-4.64,Q
Rv0768,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.6133482893805665,-0.1608881865048111,-0.3437039313728552,-1.0,-1.7735246195862902,0.1623624097697076,-0.2951737379361439,0.05703714440359557,-0.3441191492616616,-0.3381575616106114,0.31,-0.4,-0.04,0.03,0.07,-0.59,0.51,0.96,-1.26,-0.66,-2.2,0.28,-0.2,-0.17,-4.35,-0.04,0.1,-0.86,-0.64,-0.04,-0.45,-0.01,-1.45,-2.23,0.53,2.08,C
Rv0769,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.823254500246008,0.750595507523166,-0.4618427047107016,-1.0,0.7025877693609379,-0.1177535314921396,-0.2952794791406008,0.09623374937919194,-0.08009316578437257,-0.0009734784720836015,0.29,-0.28,-0.76,1.12,-0.33,-0.63,-0.15,-0.38,0.24,0.47,1.25,0.19,0.08,-1.14,-2.3,0.37,-0.63,-0.61,0.39,-0.73,-0.22,0.35,-0.01,-7.66,0.43,-5.71,R
Rv0770,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.003653589223275,0.2660699359388625,-0.594629673375417,-1.0,-0.596911212180951,0.1218873982066215,0.4205084767904299,-0.02363417411643682,0.09670325714229087,0.1382267712923499,-0.48,-0.07,0.8,1.05,0.13,0.33,0.2,0.32,-1.03,-1.03,-2.9,0.85,0.06,2.15,2.24,0.25,0.45,-2.2,0.1,-1.23,0.67,0.2,-2.81,0.3,0.69,-5.14,I
Rv0772,-4.27831022485051,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5915704642819447,2.0,4.376181067535486,0.0,1.0995303059415902,0.0,0.0,0.0,0.0,0.0,-0.12,1.48,0.0,0.0,0.0,0.0,0.47,0.0,-0.59,-1.01,-0.71,1.53,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.0,F
Rv0773c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.1180512502869708,0.7308499801834609,-1.111220767539867,-1.0,0.17148815471146397,0.3502010935771309,0.3268911039068902,-0.3304582338524695,-0.2065354657258359,0.2095884124030901,0.04,1.0,0.0,0.2,0.16,-0.5,-0.68,-0.45,-1.25,-1.84,-3.54,-0.37,-0.06,-0.36,-4.64,-0.24,-0.89,-2.47,0.44,1.64,-0.15,0.86,-2.97,-2.59,-0.17,-0.29,E
Rv0774c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3648394202694359,-0.5012545530887907,-1.415500785704007,-1.0,-0.0175873219118489,0.2794085578309752,0.4557469482968076,0.07427672175295351,0.2512106038779252,0.01964452914627017,-2.14,0.01,-0.79,-0.03,-0.54,-0.72,0.01,-0.69,2.77,0.94,4.44,-0.22,0.12,-1.22,-0.72,-0.23,0.09,2.28,0.86,0.75,-0.79,0.8,3.83,5.87,-1.08,3.74,R
Rv0777,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.509080067775104,0.5772401844037517,-3.3949404091414,0.0,0.0,0.6780719051126378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.79,-0.61,-1.01,-0.74,0.73,0.0,0.0,0.0,0.0,3.05,3.29,0.0,0.0,0.0,0.0,-0.14,3.29,0.0,-0.14,F
Rv0778,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.5120058933247251,-0.3023424663224232,-0.8633421622144847,-1.0,1.0894737942578199,0.1576268865984092,0.08995379963350057,0.005891040209087167,0.04505039696649905,-0.3838182042686639,1.56,1.01,0.01,0.27,0.55,0.38,-0.27,0.49,-0.36,0.0,0.71,-0.33,0.12,4.44,-0.05,-0.15,-0.12,1.1,0.04,0.35,0.57,0.23,1.46,-0.48,0.54,1.23,Q
Rv0780,-2.7379164511171967,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3041029418051837,2.041423950084729,-1.320897070602607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,0.0,-0.6,-0.99,-0.72,0.39,0.0,0.0,0.0,0.0,2.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,0.21,F
Rv0781,-2.657918554328844,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.9402868834639357,1.8215480163044169,-3.024352552998678,0.0,-1.5191540256178897,0.17314396981507,-0.2320326707925419,-0.1905627657585889,-0.08404505459625332,-0.4714089935625844,1.16,1.41,-0.43,0.83,-0.21,0.17,-0.64,0.14,-0.1,-1.09,0.66,1.08,0.2,0.0,-1.1,1.19,-1.15,-6.23,0.21,0.42,1.51,0.14,-1.34,-3.14,0.85,-6.27,E
Rv0782,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1495162601520169,0.9672061154480756,-1.094398913436246,-1.0,-1.1474479214031499,0.1215507006749176,-0.08978209184042481,0.1087006564278026,0.07738559444045343,-0.1175272474780578,0.81,0.02,-1.17,-0.89,0.02,-0.19,-0.64,-0.25,1.06,0.54,1.07,0.45,-0.27,-1.08,-0.71,0.56,0.43,-1.11,-0.24,-0.27,0.64,0.04,-0.41,-0.61,0.64,-4.87,E
Rv0783c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.5247470762296742,0.1250652893413248,-0.6406470692626943,-1.0,-0.528011585148929,0.02201679272728153,0.27934200244025603,-0.07053685026392682,0.015080232079266181,0.060835557368538073,-1.5,0.59,-0.1,-0.2,-0.4,-0.64,-0.21,-0.09,1.19,0.49,1.26,0.47,-0.1,-1.79,-1.22,0.05,-1.24,-0.46,0.11,1.34,-0.55,0.14,0.84,1.28,0.3,-4.03,R
Rv0784,0.0,0.0,0,0,0,0.0,3.8266616043837165,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10929243818699,0.0,0.0,0.0,-1.0,-1.704192731919426,-0.8180116634080249,-3.5724823545864552,-1.0,2.0465705965512697,0.06921040810643853,0.6266867959426008,-0.2900524206786116,0.1938170846015431,0.2597923931416419,0.48,-0.46,0.3,0.24,-0.29,1.36,0.17,-0.54,0.25,1.28,0.41,1.02,-0.23,-1.82,-2.83,1.91,3.1,3.02,1.3,-0.32,1.01,0.71,5.38,-1.44,2.49,0.87,R
Rv0785,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.296367702716232,0.7611593805405495,0.31523030086019,-1.0,-0.121547425175279,0.2247167719202051,0.2058190995040898,0.1805218801251934,-0.1266833421047062,0.03057766638700315,0.18,1.41,-0.1,0.4,0.06,0.23,-0.46,-0.03,-0.83,-1.25,-1.79,0.0,-0.16,0.12,-5.01,0.79,-1.61,-1.02,-0.11,0.96,0.54,0.18,-2.92,-1.3,0.78,-0.28,R
Rv0786c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.684464882098657,0.1835488987320343,-1.674671374959388,-1.0,-0.904267703390134,-0.2722813896954193,-0.08975937394138511,0.2283235154615535,0.7735557467253972,-0.2027516311847481,-2.67,0.16,-0.86,1.14,-0.53,0.47,-0.02,-0.03,0.61,0.74,1.58,-0.72,-0.11,1.89,-1.02,-0.94,-1.33,-0.25,0.07,1.95,-0.12,0.72,1.75,1.26,0.26,3.37,R
Rv0787,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.9081076256096584,0.08793335486561271,0.3625591849151229,-1.0,0.0149748407579713,-0.1856106466965361,-0.05025495543909461,-0.2195063923281402,-0.4804301545606107,-0.1279020015350076,-0.41,-1.36,-0.22,-0.72,-0.99,-0.49,-0.01,-0.4,2.42,1.86,1.17,0.58,-0.16,-0.38,-1.63,-0.62,-1.41,0.7,-0.26,0.3,-0.35,-0.15,0.58,-0.35,-0.07,-0.11,F
Rv0787A,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.62,-1.03,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Rv0788,-3.583878347757594,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.057847167113859725,1.0,-1.6262757719807068,0.0,1.5156390878244599,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,0.0,2.97,0.0,0.0,0.22,0.0,-0.58,-1.0,-0.72,1.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,F
Rv0790c,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.19512637912054104,0.7448062419734527,-0.2689975278998063,-1.0,-0.14596645006437803,-0.1143215154821486,-0.1508337128950938,-0.1056600752174198,-0.0390986051187279,0.00032681883236251365,0.49,-0.13,0.1,0.87,0.03,0.03,0.34,0.01,0.8,0.3,0.16,0.06,-0.03,-0.27,-0.22,-0.32,-0.33,0.78,-0.24,-0.54,-0.39,0.02,0.79,0.53,-0.18,3.19,E
Rv0791c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.242137285281913,0.3020635180847107,0.015248805926616432,-1.0,-0.906880628516905,0.1077335160078444,0.05415063491707613,0.2289298765805482,-0.2087646107742087,-0.04081890460804533,-0.61,-0.1,-0.85,0.37,-0.22,-0.25,0.37,0.26,0.91,-0.12,0.7,0.03,-0.31,-2.78,-2.23,0.48,-1.0,-5.99,-0.29,0.3,0.79,-0.05,1.66,0.08,0.85,-1.31,C
Rv0792c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.4895937316750079,0.9474321081192189,-0.5050669628004666,-1.0,-1.3111404181473998,-0.048928840562131565,-0.09726093981648316,-0.1140109539684275,-0.4764525672555752,-0.3150496643685027,0.03,-0.29,0.38,0.18,0.07,-0.04,0.52,0.47,0.97,0.89,0.45,0.58,0.06,-0.12,0.57,-0.37,0.91,0.81,-0.06,-0.26,-0.43,0.0,0.25,0.99,0.04,2.53,K
Rv0794c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.3737808809696689,0.3643560892912167,-0.8419530512231921,-1.0,0.0294763712043527,0.01971909845331755,-0.09662291961075532,-0.0389984167362269,-0.1260348462809251,-0.005607830473419998,-0.28,0.37,-0.84,1.17,-0.19,-0.28,0.33,0.32,1.63,2.09,2.03,0.04,-0.42,0.75,0.01,-0.29,-0.46,0.99,-0.16,-0.4,-0.16,0.26,2.67,1.27,-0.34,3.67,C
Rv0795,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1998363409399795,-0.02087132746605725,0.0325491965985149,0.0,1.04398312423579,0.06451276155472853,0.2158538306910474,-0.13407070872201698,0.3562991831517001,-0.1178472872527148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.61,-1.28,-1.28,-0.07,0.19,-0.69,-1.63,-0.15,-0.32,-2.33,-0.11,-0.29,-0.31,0.31,-0.94,-0.59,-0.11,-1.37,L
Rv0796,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.09075577927093458,-0.1137328644304348,0.044193891029887786,0.0,0.48923930889904,0.09804615681457028,0.2258753161028131,-0.018201562278622067,0.04545544314640142,-0.1811597134540293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21,-0.18,-0.22,-0.15,0.04,0.39,-0.1,-0.1,0.47,0.43,-0.06,0.0,-0.02,0.01,0.27,0.0,0.03,0.94,L
Rv0797,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.08488237260570375,0.09755446164768412,-0.6844668244849824,-1.0,-0.531056886669302,-0.09415479354136458,0.07052371769962393,0.08004811228985062,0.2413161469312489,-0.5676610517869278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48,-0.94,-0.62,-0.02,0.07,-1.12,-0.16,0.44,0.39,-1.18,0.29,0.24,0.14,0.49,-0.16,-1.47,-0.38,-0.69,L
Rv0799c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.541178160747752,0.4908792434010782,-1.240645914144288,-1.0,-1.20126165826167,0.1380493272335617,0.2343003792766564,-0.17309488206447304,-0.07111076446493234,-0.004285539024905978,-2.49,0.81,0.61,-0.51,0.14,0.78,-0.71,0.02,-0.55,-0.82,-3.23,-0.16,-0.46,-3.42,0.1,-0.33,1.25,-1.73,-0.6,0.68,-0.43,-0.39,-6.44,-7.87,-0.69,3.15,P
Rv0800,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.2676358052876861,1.1350120321122772,0.6798743659371299,-1.0,0.313803847606295,-0.060472196599129974,0.05462507373576559,0.2999239944396525,-0.3394890711360851,-0.1370569380658584,-0.14,0.37,0.26,1.07,0.04,-0.46,1.69,-0.47,0.14,0.31,-1.37,0.51,-0.18,0.5,-0.82,0.31,-0.45,0.07,-0.14,0.58,1.02,0.21,-1.33,0.89,0.67,2.45,E
Rv0802c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4579973175975117,0.274001403425154,-0.8432437557125585,-1.0,0.0324616017046922,-0.01966147989554139,0.08899992749673978,0.02446122695326344,0.1222910162363393,-0.9190257207773024,-0.09,-0.15,-1.09,-1.07,-0.03,0.2,-0.1,-0.79,0.96,1.43,-0.33,0.12,-0.27,0.41,-0.55,-0.36,0.75,1.27,-0.07,-0.73,-0.49,0.14,-0.23,1.54,-0.8,-3.39,J
Rv0803,-4.8817654450670345,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.8638887746992941,2.5849625007211556,1.389960258062115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0,1.1,0.0,2.34,2.29,-0.57,-0.99,-0.7,2.71,1.31,-1.03,-0.43,-2.03,2.47,0.0,0.0,0.93,-2.99,2.02,0.0,-3.97,-2.23,0.0,F
Rv0804,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09878842729001708,0.2328042971471581,2.2858339879584006,-1.0,-1.5303661712836298,0.283043606211825,0.2875621220134159,-0.0477669358155429,0.2016577747615238,0.32077807885126697,0.35,0.83,-0.14,-0.12,0.01,1.29,0.12,-0.38,-0.14,-2.04,0.92,0.08,0.18,0.19,0.6,0.5,-1.33,-5.53,0.05,-0.01,-0.38,0.24,0.39,0.64,-0.58,1.69,R
Rv0805,0.0,0.0,0,0,0,-3.2515206224608906,1.4556221558723592,0.0,0.0,0.0,0.0,0.0,0.0,2.59591915277669,0.0,3.72914269803172,0.0,0.0,0.0,-1.0,-1.1683520602347242,0.300872036875778,-1.020155931980159,0.0,-1.94518327225632,0.048240139203149686,-1.3734726174685719,0.9508215761519009,-0.9160002209984954,-0.7527260200837138,-1.35,-0.5,-1.96,-0.58,-0.86,-1.5,-0.56,-1.1,-5.5,-6.11,-2.23,-1.16,0.06,-4.14,-2.46,-3.69,3.62,-7.64,-0.1,1.0,-2.14,-0.36,-4.24,-6.41,-1.84,-4.76,R
Rv0808,-3.569154571185524,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.3451753146640273,-1.8621076378616028,-3.5873939747077,0.0,1.07120398522189,0.0,0.0,-0.3219280948873623,-0.15200309344505,0.0,-0.13,0.0,0.95,3.97,1.1,0.0,2.73,3.87,0.12,-0.28,-0.04,0.89,-1.09,-3.65,0.97,2.36,0.53,1.95,-1.38,1.97,3.26,-0.33,0.0,-2.9,2.77,0.21,F
Rv0809,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.7208262373548014,0.07386184472391531,-0.4988671999919422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.57,1.58,4.54,1.57,1.57,1.57,3.86,-0.6,-1.01,-0.72,0.0,0.0,0.0,0.0,0.0,2.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F
Rv0811c,-3.494677807401268,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.09349670449172963,2.0,0.5973085040481482,0.0,-0.853427126682677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,1.21,0.0,-0.6,-1.01,-0.73,2.36,-0.6,0.0,0.0,-6.88,2.69,0.0,3.62,1.36,-6.88,3.45,0.0,0.0,-1.73,0.0,R
Rv0812,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.671623398443169,-1.8349716924839967,3.5473848556720413,0.0,-3.60464180107481,2.765534746362977,-2.857980995127572,0.0,0.0,0.0,4.13,3.5,4.1,4.26,2.84,3.62,2.65,3.87,-0.18,-1.02,2.87,5.32,1.44,-3.36,-3.02,3.87,3.0,0.59,1.11,3.9,0.73,0.61,9.23,2.83,0.92,1.76,H
Rv0815c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.133559237741941,0.2516829574805708,-0.6368371127044771,0.0,0.163797790851551,0.07509387994322121,0.1495098228469066,-0.9325110492351704,-0.07345535224094199,-0.255442053349251,0.27,0.34,0.43,0.43,-0.16,0.23,-0.01,0.08,-0.67,-0.93,-0.48,-0.06,0.04,-0.33,0.22,-0.16,0.93,-1.01,-0.41,0.47,0.09,-0.03,-0.58,-0.61,-0.01,0.14,P
Rv0816c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.117675711510345,0.9137425087783636,-1.4518646225054843,-1.0,-1.0634803673484001,0.1665205923864526,0.6719665424634506,-0.1971315386147708,0.1690672139218185,-0.6391291647467213,1.02,0.16,-1.24,0.14,0.44,1.58,0.39,-0.41,-0.72,-0.82,1.5,-0.8,0.59,-3.0,0.88,-0.29,-0.05,1.0,0.55,-2.2,-0.03,0.87,1.9,-0.12,-0.22,2.52,C
Rv0818,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.1163044233340426,-0.5049682575667068,1.553571315220029,-1.0,-2.266951569804,-0.01635461285030178,-0.5130156511029295,1.7573230697331208,-0.2106589252457028,-2.908776748494036,-0.91,-0.48,0.38,0.27,-0.42,-0.36,-0.9,-0.41,0.33,-2.09,-0.73,-1.22,-0.65,1.84,3.03,1.91,0.06,-3.02,0.18,-0.62,0.79,0.0,-2.15,1.59,0.21,-2.66,K
Rv0819,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.9811349470406916,-0.9009072382935986,0.7254143097648136,-1.0,1.66168565436161,0.5721560969576555,0.539919418775511,3.6357175445943835,-0.2339205478950611,-0.8886023107624116,-1.16,-0.13,0.59,-0.72,-0.2,-0.12,-0.35,0.02,-0.23,-0.71,4.08,-0.68,-0.52,0.53,-1.73,1.33,1.46,-2.16,0.19,-1.15,1.24,0.81,6.45,-2.4,1.14,-0.8,R
Rv0820,0.0,0.0,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.315913261943144,-0.2739979535125853,0.052285711378441534,-1.0,-3.0305077992992904,-1.348053264888818,-2.8575406792258216,-0.9156110720098956,-1.796456324121047,-3.40203015516384,-1.79,-0.62,-1.29,0.27,-0.85,-0.43,-2.65,-0.51,3.09,-2.62,1.87,-3.01,-1.48,-0.49,-3.15,2.15,-0.97,-6.43,0.08,-3.59,0.37,0.62,-0.81,2.64,0.11,3.05,P
Rv0821c,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.578229674,-1.85801010111022,0.0,0.7187070432438488,-0.6031092085192354,-1.120274080954412,-1.0,-0.49821414929715796,0.1164917079870694,-0.3981904636443428,-1.8884657840028132,-0.4077541717845434,-0.2697333460879709,-0.95,0.32,-0.39,0.23,0.18,0.86,-0.16,-0.69,0.42,-1.32,0.69,-0.78,-0.47,-2.43,-0.84,0.07,0.85,-4.67,0.17,-0.33,-0.2,0.07,0.47,-0.15,-0.28,3.52,P
