Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv0042c,1.0,1.0,1.0,1.0,1.0,0.66038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9340200000000001,0.34989000000000003,0.94015,1.0,0.5565,1.0,0.79523,0.59559,0.78657,1.0,0.20185999999999998,1.0,1.0,0.6089600000000001,0.40323000000000003,1.0,0.2678,0.68952,1.0,1.0,1.0,1.0,1.0,0.86677,1.0,1.0,0.285,0.84,1.0,1.0,1.0,0.87129,1.0,0.13838,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,1.0,1.0,1.0
Rv0043c,1.0,1.0,1.0,1.0,1.0,0.35612,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,1.0,0.90565,0.9456100000000001,1.0,0.98656,1.0,1.0,1.0,1.0,0.74221,0.23041,0.07773,0.41248,0.49715,1.0,0.84404,0.9517100000000001,1.0,1.0,1.0,1.0,1.0,0.8467399999999999,0.76088,1.0,0.04777,0.11017,0.9605100000000001,1.0,1.0,1.0,0.8917200000000001,0.25234,1.0,1.0,0.34892,0.55718,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82578,1.0,1.0,0.44537,0.23435999999999998
Rv0044c,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95224,1.0,0.9789700000000001,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,0.12847999999999998,0.74047,1.0,0.07515,0.56812,1.0,0.84403,0.8743700000000001,0.6529699999999999,1.0,1.0,1.0,1.0,0.6109899999999999,1.0,1.0,0.9212799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99697,1.0,1.0,0.77408,1.0,1.0,1.0,1.0
Rv0045c,1.0,1.0,1.0,1.0,1.0,0.36575,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66872,0.3108,0.9759200000000001,0.8800899999999999,1.0,0.8462200000000001,0.52237,0.6358600000000001,0.82121,1.0,0.9172399999999999,0.42422,1.0,1.0,0.50573,1.0,0.8330799999999999,0.31934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30199000000000004,1.0,1.0,1.0,1.0
Rv0046c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0047c,1.0,1.0,1.0,1.0,1.0,0.46223000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9707399999999999,0.94015,0.82255,1.0,1.0,1.0,1.0,1.0,1.0,0.5129600000000001,1.0,1.0,0.74147,0.48799,1.0,0.23899,0.69525,0.27051,1.0,1.0,1.0,1.0,0.72801,1.0,1.0,0.027000000000000003,0.34463,0.69772,0.9428200000000001,1.0,0.62087,1.0,0.47313,1.0,0.016309999999999998,1.0,1.0,1.0,1.0,1.0,1.0,0.76112,0.64786,1.0,0.16323,0.0,1.0,1.0,1.0,1.0
Rv0048c,1.0,1.0,1.0,1.0,1.0,0.39491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9364,0.99889,1.0,0.9132399999999999,1.0,1.0,0.9183,1.0,0.9738,1.0,0.9650299999999999,0.86179,1.0,1.0,0.62947,1.0,0.85006,1.0,1.0,1.0,1.0,1.0,1.0,0.99179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86321,1.0,0.24106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39086,1.0,1.0,1.0,1.0
Rv0049,1.0,1.0,1.0,0.56435,1.0,0.39284,0.18842,1.0,0.00907,0.04604,1.0,1.0,1.0,0.44061999999999996,0.97349,0.97414,0.67251,1.0,0.77218,0.95465,1.0,1.0,1.0,0.00243,0.6420399999999999,1.0,0.014509999999999999,0.0411,1.0,0.07557,0.0,0.0,1.0,1.0,1.0,1.0,0.517,0.81477,1.0,0.0,0.7327899999999999,1.0,1.0,1.0,1.0,1.0,0.22355,0.03229,0.0,0.02228,0.0639,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0050,1.0,1.0,1.0,0.32811999999999997,1.0,0.53062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23698000000000002,1.0,1.0,0.31125,1.0,0.98682,0.17945,1.0,0.0,1.0,0.8887200000000001,0.48561000000000004,1.0,0.0,0.48946999999999996,1.0,0.8700700000000001,0.0991,1.0,1.0,1.0,1.0,1.0,0.31569,0.266,1.0,0.0,0.0,1.0,1.0,1.0,0.9752700000000001,1.0,0.0060799999999999995,1.0,1.0,0.0,0.0,1.0,0.6248,0.0,1.0,1.0,1.0,1.0,1.0,0.20185,0.75907,1.0,0.0,0.71465
Rv0051,1.0,1.0,1.0,1.0,1.0,0.27389,1.0,1.0,1.0,1.0,0.09208,0.68775,1.0,0.46153999999999995,0.81262,1.0,0.98436,1.0,1.0,0.93699,1.0,0.78657,1.0,0.016880000000000003,0.11350999999999999,1.0,0.0,0.00411,1.0,1.0,0.19396,0.74884,1.0,1.0,1.0,1.0,1.0,0.5985,1.0,0.30185,1.0,0.76866,1.0,1.0,0.62087,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56061,1.0,0.6463800000000001,1.0,0.61866
Rv0052,1.0,1.0,1.0,1.0,1.0,0.6421100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74876,0.97377,0.92729,1.0,1.0,1.0,0.93337,1.0,1.0,1.0,0.7107,0.41171,1.0,0.11125,0.56035,1.0,1.0,0.80452,0.6186699999999999,1.0,1.0,1.0,1.0,0.88626,1.0,1.0,0.5948399999999999,1.0,1.0,1.0,1.0,0.9390799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86841,0.97591,1.0,0.9338200000000001,0.92311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv0054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0055,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80402,0.9949399999999999,1.0,0.9884,1.0,0.4555,0.6400100000000001,1.0,0.85557,0.56497,1.0,0.84403,0.6879,1.0,1.0,1.0,1.0,1.0,0.83154,1.0,1.0,0.77047,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,0.59554,0.9848399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,1.0,1.0,1.0
Rv0056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.65825,1.0,1.0,1.0,1.0,1.0,1.0,0.9304399999999999,0.94201,1.0,1.0,0.98718,1.0,0.51805,1.0,0.03306,0.86179,1.0,1.0,0.35073000000000004,1.0,0.34151,0.87579,1.0,0.50532,1.0,1.0,1.0,0.6654,0.9188700000000001,1.0,0.5762,0.72253,0.1082,0.35700000000000004,1.0,1.0,1.0,0.72859,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20549,0.12519
Rv0057,1.0,1.0,1.0,1.0,1.0,0.42673,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,1.0,0.9456100000000001,1.0,0.7924,0.7094,1.0,0.1983,1.0,0.14999,0.83629,1.0,0.94232,0.8074100000000001,1.0,0.21124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9295200000000001,1.0,1.0,1.0,1.0,1.0,0.8990600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54496,1.0,1.0,1.0,0.33875
Rv0058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74941,1.0,0.9529200000000001,1.0,0.7238899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0059,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97406,0.37540999999999997,1.0,1.0,1.0,1.0,0.9363799999999999,1.0,1.0,1.0,0.32493,1.0,1.0,1.0,1.0,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.27083,1.0,1.0,0.71424,1.0,1.0,1.0,1.0,0.9171600000000001,1.0,0.66168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60882,1.0,1.0,1.0,1.0
Rv0060,1.0,1.0,1.0,1.0,1.0,0.71255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90481,1.0,1.0,0.9817299999999999,1.0,1.0,0.92784,1.0,1.0,1.0,0.4577100000000001,0.78018,1.0,0.85557,0.57067,1.0,0.84404,0.7902899999999999,0.76151,1.0,1.0,1.0,1.0,0.8836299999999999,1.0,1.0,1.0,0.9295200000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv0061,1.0,1.0,1.0,1.0,1.0,0.64555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95785,0.9456100000000001,1.0,1.0,0.39255999999999996,1.0,1.0,1.0,0.84291,1.0,1.0,0.85557,0.7492800000000001,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88541,1.0,0.91599,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,0.68823,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0061c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv0062,1.0,1.0,1.0,1.0,1.0,0.68104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99249,1.0,1.0,1.0,0.9183,1.0,0.7733300000000001,1.0,0.207,0.24427,1.0,1.0,0.4124,1.0,0.6281399999999999,0.2471,1.0,1.0,1.0,1.0,1.0,0.97651,1.0,1.0,0.0,0.98115,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40556,1.0,1.0,1.0,1.0
Rv0063,1.0,1.0,1.0,1.0,1.0,0.28326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97019,0.8215600000000001,1.0,1.0,0.9809399999999999,1.0,0.99003,1.0,0.66823,1.0,1.0,0.3857,0.6955600000000001,1.0,0.22755,0.07647999999999999,0.8650399999999999,1.0,1.0,1.0,1.0,0.66564,1.0,1.0,0.28449,1.0,1.0,1.0,1.0,0.86887,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8822399999999999,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv0064,1.0,1.0,1.0,1.0,1.0,0.86605,1.0,1.0,0.93553,1.0,1.0,1.0,1.0,0.78571,0.1728,1.0,0.58172,1.0,1.0,0.9095700000000001,1.0,0.18598,1.0,0.01577,0.86179,1.0,0.9719200000000001,0.53181,1.0,0.3034,0.4727,0.8286600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2263,0.42738000000000004,1.0,1.0,1.0,0.5728300000000001,1.0,0.72893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9466,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0064A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv0065,1.0,1.0,1.0,1.0,1.0,0.42666000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.809,0.56894,0.97959,0.8512799999999999,1.0,0.98256,0.9183,0.72545,0.7742600000000001,1.0,0.11007,0.76437,1.0,1.0,0.31119,1.0,0.58683,0.8652299999999999,1.0,0.68567,1.0,1.0,1.0,0.91345,1.0,1.0,0.9915299999999999,1.0,0.26746,0.13445,1.0,1.0,1.0,0.86303,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73478,1.0,1.0,0.8709600000000001,0.8987200000000001,1.0,0.21124,1.0
Rv0066c,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.00243,1.0,1.0,0.0,1.0,1.0,0.006999999999999999,1.0,1.0,0.42091999999999996,1.0,1.0,1.0,0.25035,0.8358399999999999,1.0,0.01149,0.0,1.0,1.0,1.0,0.015519999999999999,1.0,0.0,1.0,0.013309999999999999,0.0061600000000000005,0.05,1.0,1.0,1.0,0.28608,1.0,0.66041,0.3465,1.0,1.0,1.0,1.0,1.0,0.0
Rv0067c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9512299999999999,0.66911,0.93348,0.9456100000000001,1.0,0.9135700000000001,0.94671,1.0,0.0047799999999999995,1.0,0.9832299999999999,0.06435,1.0,1.0,0.18872,1.0,0.23360999999999998,0.49321000000000004,0.9834,0.33844,1.0,1.0,1.0,0.81909,0.6290100000000001,1.0,0.64283,0.0798,1.0,1.0,1.0,0.91607,1.0,0.9788600000000001,1.0,1.0,0.0032,0.04036,1.0,1.0,1.0,1.0,1.0,0.91975,1.0,1.0,0.44354,1.0,1.0,1.0,1.0
Rv0068,1.0,1.0,1.0,1.0,1.0,0.66542,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763299999999999,1.0,1.0,1.0,0.97154,1.0,1.0,1.0,1.0,1.0,1.0,0.31456999999999996,0.23314000000000001,1.0,0.83339,0.77446,1.0,1.0,1.0,1.0,1.0,0.85565,1.0,1.0,0.9117299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9015700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0069c,1.0,1.0,1.0,1.0,1.0,0.2823,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,0.48052,0.98693,0.71927,1.0,1.0,1.0,1.0,1.0,1.0,0.8661700000000001,1.0,1.0,1.0,1.0,1.0,0.84403,1.0,1.0,0.76456,1.0,1.0,1.0,0.40196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9350299999999999,1.0,1.0,1.0,1.0
Rv0070c,1.0,1.0,1.0,1.0,1.0,0.31204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8206899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98156,0.94339,1.0,0.09863,0.0991,0.59653,1.0,1.0,1.0,1.0,0.85565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0071,1.0,1.0,1.0,1.0,1.0,0.37013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07528,1.0,0.40647,0.22077,1.0,0.41708,0.9183,0.90161,0.2475,1.0,0.8853700000000001,0.6892699999999999,1.0,0.05306,1.0,1.0,0.73639,0.4562100000000001,0.96406,0.13927,1.0,1.0,1.0,0.07435,1.0,1.0,1.0,0.9305399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74134,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv0072,1.0,1.0,1.0,0.9757600000000001,1.0,0.83768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.20277,0.016630000000000002,1.0,0.06096,0.94371,1.0,0.99003,1.0,0.99556,1.0,1.0,0.13345,0.29636999999999997,1.0,0.92437,0.38572,0.64422,1.0,1.0,1.0,1.0,0.6028399999999999,1.0,1.0,0.9455600000000001,0.8707,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41483000000000003,1.0,1.0,1.0,1.0
Rv0073,1.0,1.0,1.0,1.0,1.0,0.78264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.94047,0.046939999999999996,0.0049299999999999995,0.7692399999999999,0.00403,0.96799,0.6422899999999999,0.97924,1.0,1.0,0.6901,1.0,1.0,0.70849,1.0,0.7168800000000001,0.72359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7257399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9504299999999999,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv0074,1.0,1.0,1.0,1.0,1.0,0.9378299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09719,1.0,0.7260800000000001,0.9456100000000001,1.0,1.0,0.63661,1.0,0.89584,1.0,0.36412,1.0,1.0,0.70419,0.9641,1.0,0.69687,1.0,1.0,0.76456,1.0,1.0,1.0,0.51864,0.92371,1.0,1.0,0.96054,1.0,1.0,1.0,0.23125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8647100000000001,1.0,0.37356999999999996,0.9498700000000001,1.0,0.6523800000000001,0.97598,1.0,0.83525,1.0,0.0,0.0266,1.0,0.85557,0.27096,1.0,0.85246,0.74383,1.0,1.0,1.0,1.0,1.0,0.99179,1.0,1.0,0.764,1.0,1.0,1.0,1.0,1.0,1.0,0.51103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84736,1.0,1.0,0.29304,1.0,1.0,1.0,1.0
Rv0076c,1.0,1.0,1.0,1.0,1.0,0.4652600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96777,1.0,0.63431,1.0,1.0,0.8317899999999999,0.95029,1.0,0.4716,1.0,0.6704600000000001,0.67792,1.0,0.06873,0.5169100000000001,1.0,0.15455,0.6975,1.0,1.0,1.0,1.0,1.0,0.53973,1.0,1.0,0.6546,1.0,1.0,1.0,1.0,1.0,1.0,0.99065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6905100000000001,1.0,1.0,0.66809,1.0,1.0,1.0,1.0
Rv0077c,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5867899999999999,0.97341,0.9109,1.0,1.0,1.0,0.96799,0.7007399999999999,0.43275,1.0,0.71872,0.38674000000000003,1.0,0.81355,0.55742,1.0,0.40915999999999997,0.34152,0.64475,1.0,1.0,1.0,1.0,0.8278,1.0,1.0,0.98301,0.84855,1.0,1.0,1.0,1.0,1.0,0.9975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96019,1.0,1.0,0.20185,1.0,1.0,1.0,1.0
Rv0078,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,0.9743200000000001,0.95168,0.9456100000000001,1.0,1.0,0.49733,1.0,0.6466,1.0,0.35427,0.23041,1.0,0.20055,0.02547,1.0,0.7700100000000001,0.16061,1.0,0.49118,1.0,1.0,1.0,0.6259,1.0,1.0,1.0,0.84,1.0,0.57535,1.0,0.1779,1.0,1.0,1.0,1.0,0.52251,0.9953700000000001,1.0,1.0,1.0,1.0,1.0,0.9614,1.0,1.0,0.8456799999999999,1.0,1.0,1.0,0.32106
Rv0078A,1.0,1.0,1.0,1.0,1.0,0.49293000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06321,1.0,0.4819100000000001,0.7076600000000001,1.0,1.0,0.9183,1.0,1.0,1.0,0.8970299999999999,1.0,1.0,0.8800899999999999,1.0,1.0,0.9994799999999999,1.0,1.0,0.29975999999999997,1.0,1.0,1.0,1.0,1.0,1.0,0.93304,1.0,1.0,1.0,1.0,0.8744700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8391799999999999,1.0,1.0,0.67128,1.0,1.0,1.0,1.0
Rv0078B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
Rv0079,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94027,1.0,0.90312,1.0,1.0,1.0,1.0,1.0,0.98267,1.0,0.60193,0.45638,1.0,0.84462,0.79043,1.0,0.84403,0.17615999999999998,0.10916,1.0,1.0,1.0,1.0,0.09192,1.0,1.0,0.84452,0.8532200000000001,1.0,1.0,1.0,0.43268,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90765,1.0,1.0,1.0,0.8893,1.0,1.0,1.0,1.0
Rv0080,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67937,1.0,1.0,1.0,1.0,1.0,0.9966200000000001,1.0,0.13932,1.0,0.11007,0.64286,1.0,0.8292700000000001,0.56308,1.0,0.22755,0.23065,1.0,0.08096,1.0,1.0,1.0,0.48813999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54496,1.0,1.0,1.0,1.0
Rv0081,1.0,1.0,1.0,1.0,1.0,0.80016,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35391999999999996,1.0,0.92729,1.0,1.0,1.0,0.9183,1.0,0.82842,1.0,0.3849,0.22486,1.0,0.46643999999999997,0.18047,1.0,0.0,0.0964,1.0,1.0,1.0,1.0,1.0,0.14082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70495,1.0,0.7614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
