Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_mbio_H37Rv,A.J_vs_mbio_H37Rv,C57BL.6J_vs_mbio_H37Rv,CC001.Unc_vs_mbio_H37Rv,CC002.Unc_vs_mbio_H37Rv,CC003.Unc_vs_mbio_H37Rv,CC004.TauUnc_vs_mbio_H37Rv,CC005.TauUnc_vs_mbio_H37Rv,CC006.TauUnc_vs_mbio_H37Rv,CC007.Unc_vs_mbio_H37Rv,CC008.GeniUnc_vs_mbio_H37Rv,CC009.Unc_vs_mbio_H37Rv,CC010.GeniUnc_vs_mbio_H37Rv,CC011.Unc_vs_mbio_H37Rv,CC012.GeniUnc_vs_mbio_H37Rv,CC013.GeniUnc_vs_mbio_H37Rv,CC015.Unc_vs_mbio_H37Rv,CC016.GeniUnc_vs_mbio_H37Rv,CC017.Unc_vs_mbio_H37Rv,CC018.Unc_vs_mbio_H37Rv,CC019.TauUnc_vs_mbio_H37Rv,CC021.Unc_vs_mbio_H37Rv,CC022.GeniUnc_vs_mbio_H37Rv,CC023.GeniUnc_vs_mbio_H37Rv,CC024.GeniUnc_vs_mbio_H37Rv,CC025.GeniUnc_vs_mbio_H37Rv,CC027.GeniUnc_vs_mbio_H37Rv,CC028.GeniUnc_vs_mbio_H37Rv,CC030.GeniUnc_vs_mbio_H37Rv,CC031.GeniUnc_vs_mbio_H37Rv,CC032.GeniUnc_vs_mbio_H37Rv,CC033.GeniUnc_vs_mbio_H37Rv,CC034.Unc_vs_mbio_H37Rv,CC035.Unc_vs_mbio_H37Rv,CC037.TauUnc_vs_mbio_H37Rv,CC038.GeniUnc_vs_mbio_H37Rv,CC039.Unc_vs_mbio_H37Rv,CC040.TauUnc_vs_mbio_H37Rv,CC041.TauUnc_vs_mbio_H37Rv,CC042.GeniUnc_vs_mbio_H37Rv,CC043.GeniUnc_vs_mbio_H37Rv,CC044.Unc_vs_mbio_H37Rv,CC045.GeniUnc_vs_mbio_H37Rv,CC046.Unc_vs_mbio_H37Rv,CC047.Unc_vs_mbio_H37Rv,CC051.TauUnc_vs_mbio_H37Rv,CC056.GeniUnc_vs_mbio_H37Rv,CC057.Unc_vs_mbio_H37Rv,CC059.TauUnc_vs_mbio_H37Rv,CC061.GeniUnc_vs_mbio_H37Rv,CC065.Unc_vs_mbio_H37Rv,Cast.EiJ_vs_mbio_H37Rv,IFNG_vs_mbio_H37Rv,NOD.ShiLtJ_vs_mbio_H37Rv,NOS_vs_mbio_H37Rv,NZO.H1LtJ_vs_mbio_H37Rv,PWK.PhJ_vs_mbio_H37Rv,Phox_vs_mbio_H37Rv,Rag_vs_mbio_H37Rv,Wsb.Eij_vs_mbio_H37Rv,in_vitro_vs_mbio_H37Rv
Rv3529c,1.0,1.0,1.0,0.98902,1.0,0.44033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93724,0.98596,0.7742899999999999,1.0,1.0,0.99732,1.0,1.0,1.0,0.0,0.41963,1.0,0.05306,0.40175,1.0,0.28512,0.6572100000000001,1.0,0.06858,1.0,1.0,1.0,0.98071,0.98668,1.0,1.0,0.36694,1.0,1.0,1.0,0.67703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87615,0.62273,0.82531,1.0,1.0,1.0,1.0,1.0,0.98294,1.0,1.0,0.98173,0.73122,0.95313,0.95841,0.99528,0.82584,0.72823,0.92234,0.98071,1.0,0.49625,0.31406,1.0,0.98919,0.8639899999999999,0.75815,0.66843,0.90639,1.0,1.0,0.9998,1.0,1.0,0.40541,0.73705,0.98468,1.0,0.8861,1.0,0.99158,0.56118,0.93561,0.29496,0.98117,0.73644,0.55892,0.91673,0.58878,1.0,0.95539,1.0,1.0,0.90557,1.0,0.72347,0.56109,1.0,1.0,1.0,1.0
Rv3530c,1.0,1.0,1.0,1.0,1.0,0.47944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6125,1.0,0.87335,1.0,1.0,0.6803600000000001,1.0,1.0,0.9811,1.0,1.0,0.76936,1.0,0.63653,0.34309,1.0,0.81081,1.0,1.0,1.0,1.0,1.0,1.0,0.92189,1.0,1.0,1.0,0.91791,1.0,1.0,1.0,0.91381,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50379,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99053,0.9118,0.9796,1.0,1.0,1.0,1.0,0.90981,1.0,1.0,1.0,1.0,1.0,0.85439,1.0,1.0,1.0,0.93929,1.0,1.0,0.98191,1.0,0.91569,1.0,0.7411300000000001,0.91841,0.8776700000000001,1.0,1.0,1.0,0.98878,0.67918,0.96597,0.93481,1.0,1.0,1.0,1.0,1.0,0.8629899999999999,0.9553,0.96679,1.0,0.95324,0.97196,1.0,0.75188,1.0,1.0,1.0,0.7502800000000001,0.88266,1.0,1.0,1.0,1.0,0.80256,1.0,0.96262
Rv3531c,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.5353399999999999,0.92171,1.0,1.0,0.98718,1.0,1.0,1.0,0.67209,0.87141,1.0,0.21859,0.24204,1.0,0.97107,0.83195,1.0,1.0,1.0,1.0,0.014,0.92292,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96419,1.0,0.92105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27132,1.0,1.0,1.0,1.0,0.744,0.5280199999999999,0.18093,0.57703,0.67787,0.64251,0.68848,0.51541,0.63049,1.0,0.4649899999999999,0.58413,0.6602399999999999,0.7601399999999999,0.6051,0.7289100000000001,0.6219600000000001,0.54146,0.49866,0.64441,0.67616,0.44404,0.61206,0.59012,0.59385,0.43948,0.27303,0.951,0.4477399999999999,0.52467,0.67996,0.64303,0.5262,0.48753,0.8720899999999999,0.31725,0.58265,0.5452899999999999,0.60943,0.52681,0.4503,0.70262,0.54066,0.41678,0.5474600000000001,0.2753,0.85446,0.5825600000000001,0.8292200000000001,0.97128,0.66447,0.47462,0.44088,0.5283399999999999,0.3114099999999999,0.93939,0.91798,0.77168,0.7945,0.58216,0.11312
Rv3532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93076,1.0,0.94015,0.94561,1.0,1.0,0.87571,1.0,0.92516,1.0,1.0,0.8491200000000001,1.0,1.0,0.74361,1.0,0.90774,0.8451700000000001,1.0,1.0,1.0,1.0,1.0,0.95034,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84529,1.0,1.0,1.0,1.0,1.0,1.0,0.8783,1.0,1.0,1.0,0.9842,1.0,1.0,0.77449,0.95849,0.97497,0.80433,0.95735,0.98821,1.0,0.94043,0.89979,0.84331,1.0,0.94618,0.81109,0.8726299999999999,1.0,0.97071,1.0,0.42596,0.92671,0.8381799999999999,0.68383,0.89918,0.88844,0.8087300000000001,0.8675200000000001,0.44964,0.92949,1.0,1.0,0.9543,1.0,0.94437,1.0,1.0,0.7851,1.0,1.0,0.97833,1.0,0.90078,0.94806,0.94913,0.96999,1.0,1.0,1.0,1.0,1.0,1.0,0.82696,1.0,0.93043
Rv3533c,1.0,1.0,1.0,1.0,1.0,0.3278,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91167,1.0,0.95506,0.94561,1.0,1.0,1.0,1.0,0.95292,1.0,0.57657,1.0,1.0,0.85557,0.72796,1.0,0.83521,0.6917300000000001,1.0,1.0,1.0,1.0,1.0,0.92673,1.0,1.0,0.84325,1.0,1.0,1.0,1.0,1.0,1.0,0.99235,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72034,0.71299,0.65322,0.70702,0.8201700000000001,0.6906399999999999,0.69334,0.95952,0.35218,0.29645,0.80594,0.8177,0.56226,0.77551,0.2119,0.90499,1.0,0.57768,0.8313,0.44847,0.54414,0.6765100000000001,0.54747,0.71985,0.60753,0.59673,0.788,0.35085,0.95575,0.72975,0.46258,0.92266,0.61538,0.9178,0.6618,0.6825399999999999,0.63583,0.74123,0.78494,0.80462,0.64678,0.2999699999999999,0.52141,0.94466,1.0,0.80101,0.6115,0.48552,0.2802199999999999,0.93313,0.77094,0.42828,0.96944,0.8745200000000001,0.90133,0.8648899999999999,0.8771700000000001,0.64867,0.55612,0.19985
Rv3534c,1.0,1.0,1.0,1.0,1.0,0.56912,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,1.0,0.93875,1.0,1.0,1.0,0.76971,1.0,1.0,0.665,0.018,0.2478,1.0,0.96544,0.4281399999999999,1.0,0.37375,0.448,0.96634,1.0,1.0,1.0,0.07692,0.70882,1.0,1.0,0.6157100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.55223,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,0.41802,0.48585,0.31415,0.57271,0.86536,0.48649,0.91667,0.5321199999999999,0.53465,0.42245,0.99589,0.7389,1.0,0.70499,0.86145,0.62452,0.61058,0.64472,0.8477600000000001,0.48876,0.5072399999999999,0.9887,0.8725200000000001,0.6501,0.75775,0.61945,0.4155899999999999,0.47043,0.43495,0.57491,0.69282,0.64303,0.44646,1.0,0.46161,0.8821700000000001,0.89638,0.59254,0.73132,0.55633,0.49411,0.4681899999999999,0.34852,0.68397,0.48546,0.8953899999999999,0.6553399999999999,0.98611,0.93689,0.8487,0.94913,0.55113,0.33785,0.4226399999999999,0.44093,0.75467,0.89199,0.51122,0.2096199999999999,0.66472,0.6553899999999999
Rv3535c,1.0,1.0,1.0,1.0,1.0,0.70531,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93875,0.9864,1.0,1.0,0.9663,1.0,1.0,1.0,0.63715,0.76969,1.0,1.0,0.80723,1.0,0.84616,0.72717,0.06611,1.0,1.0,1.0,0.03934,1.0,1.0,1.0,1.0,0.9711,1.0,1.0,1.0,0.91607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91181,1.0,1.0,1.0,0.00703,0.6151300000000001,0.64691,0.35262,0.4440199999999999,0.4411899999999999,0.31434,0.86916,0.28541,0.67806,0.86314,0.6375,0.56535,0.8935700000000001,0.54097,0.59977,1.0,0.38568,0.64472,0.4427,0.26506,0.1995,0.68357,0.67392,0.4817899999999999,0.5022800000000001,0.47575,0.72823,0.93851,0.74545,1.0,0.40938,0.399,0.6158,0.94436,0.40541,0.47143,0.4418899999999999,0.44316,0.52372,0.1983599999999999,0.8794299999999999,0.17538,0.27364,0.6110899999999999,0.41131,0.75818,0.71833,0.6169899999999999,1.0,0.7984600000000001,0.73792,0.39763,0.20328,0.80015,0.19259,0.98129,0.6237199999999999,0.5419,0.16498,0.3516,0.48399
Rv3536c,1.0,1.0,1.0,1.0,1.0,0.82139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98458,1.0,1.0,1.0,1.0,0.9733,1.0,0.0992,1.0,0.32493,1.0,1.0,0.99779,0.5581699999999999,1.0,0.8511799999999999,1.0,0.10359,1.0,1.0,1.0,0.1428,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.61077,1.0,1.0,0.83583,0.00703,0.29355,0.33307,0.74338,0.5442600000000001,0.64471,0.56848,1.0,0.43383,0.67088,0.83549,0.32709,0.70421,0.75063,0.7157899999999999,0.59977,0.8166800000000001,0.5747800000000001,0.88775,0.53055,0.50739,0.6121800000000001,0.2771699999999999,0.6947,0.5677,0.92551,0.4021,0.44397,0.7944399999999999,0.50981,0.94184,0.57122,0.49711,0.59137,0.3670199999999999,0.40101,0.867,0.7638699999999999,0.71624,0.66301,0.4531199999999999,0.49411,0.28506,0.54491,0.43157,0.43848,0.75526,0.5999399999999999,0.5787100000000001,0.5836399999999999,0.96529,0.67248,0.60677,0.29758,0.55643,0.4806,1.0,0.59763,0.72796,0.26947,0.43485,0.82052
Rv3537,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48188,1.0,1.0,0.8507600000000001,1.0,1.0,0.91804,1.0,1.0,1.0,0.6704600000000001,1.0,1.0,1.0,0.42023,1.0,0.84403,0.08612,0.0108799999999999,0.81128,1.0,1.0,0.00739,0.6213,1.0,1.0,0.48113,0.34719,1.0,1.0,1.0,0.96431,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.02039,0.89943,0.3895099999999999,0.1907,0.64398,0.43626,0.4393899999999999,0.57196,0.4467399999999999,0.38584,0.33279,0.33479,1.0,0.67172,0.3968,0.42678,0.35188,0.4265899999999999,0.72432,0.37874,0.4385699999999999,0.36684,0.30954,0.57685,0.5861,0.47215,0.44138,0.38821,0.30045,0.54335,0.56434,0.5029100000000001,0.42632,0.67414,0.37273,0.6731199999999999,0.3441,0.45378,0.61037,0.48339,0.46608,0.78301,0.4211,0.27279,0.29267,0.41131,0.37422,0.48818,0.4347899999999999,0.5493,0.27386,0.64986,0.47343,0.29849,0.94291,0.45316,0.84629,0.67719,0.40624,0.2477099999999999,0.47489,0.39595
Rv3538,1.0,1.0,1.0,1.0,1.0,0.60053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89145,1.0,1.0,1.0,0.92784,1.0,0.5573600000000001,1.0,0.73598,0.86179,1.0,0.85557,0.55055,1.0,0.84403,0.61169,1.0,1.0,1.0,1.0,0.62964,0.49538,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9072,1.0,1.0,0.80087,1.0,1.0,1.0,1.0,1.0,1.0,0.98585,0.46011,1.0,1.0,0.92301,0.98649,1.0,0.9315,1.0,0.94955,1.0,0.6448,0.9815,1.0,1.0,0.90871,0.89387,0.97753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9676,0.79743,0.5265,1.0,1.0,0.32098,1.0,0.98887,0.67309,1.0,0.9901,0.98251,1.0,0.90555,0.76144,0.78478,0.98461,1.0,0.95851,0.98693,1.0,0.89518,0.7117899999999999,0.97352,0.93908,0.54555,0.45031,0.78325,0.76681,0.7897,1.0,0.49171,0.96696,0.68437
Rv3539,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,0.98382,1.0,1.0,1.0,1.0,0.8647100000000001,0.66911,0.98693,0.92222,1.0,1.0,1.0,1.0,0.89584,1.0,1.0,0.8975,1.0,1.0,0.0960299999999999,1.0,0.7931600000000001,0.8219799999999999,0.82294,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92766,1.0,1.0,1.0,1.0,0.73225,1.0,0.57157,1.0,1.0,0.79576,1.0,1.0,1.0,1.0,1.0,1.0,0.6442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90602,0.70936,0.48991,1.0,0.49471,0.91746,0.5474600000000001,0.80171,0.72506,1.0,0.46292,0.99329,1.0,0.684,0.50239,0.5943,0.65627,1.0,0.40419,0.27602,0.77372,0.4980199999999999,1.0,0.9952,1.0,1.0,1.0,0.75152,0.38263,0.69477,1.0,0.68281,0.85387,0.72469,0.82042,0.3532,0.97642,0.97566,0.98251,1.0,1.0,0.02635,0.81679,0.2191699999999999,0.50634,0.47408,0.2972599999999999,1.0,0.399,0.32724,0.78073,0.77977,0.95766,0.8699899999999999,0.94141,0.72325,0.81679,0.7804399999999999,0.05608,0.98044,0.8267200000000001
Rv3540c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91167,1.0,0.99431,1.0,1.0,1.0,0.95311,1.0,0.0067599999999999,1.0,0.04623,0.86179,1.0,0.39154,1.0,1.0,0.09863,1.0,1.0,0.1021799999999999,1.0,1.0,0.0,0.98053,1.0,1.0,1.0,0.17062,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6884600000000001,1.0,1.0,0.06396,0.00864,0.3657,0.35264,0.15399,0.31747,0.36903,0.36511,0.35916,0.3614,0.36933,0.3572099999999999,0.29859,0.4057199999999999,0.62566,0.36958,0.39774,0.33241,0.36449,0.53161,0.33831,0.33946,0.34874,0.30954,0.35307,0.38032,0.3327,0.34964,0.29963,0.30924,0.3458,0.48602,0.34392,0.355,0.31237,0.32132,0.40541,0.27698,0.3915099999999999,0.37677,0.38009,0.3769699999999999,0.3832,0.26464,0.30912,0.31472,0.34662,0.3235,0.3484,0.36771,0.55907,0.2802199999999999,0.36638,0.33093,0.32903,0.399,0.34397,0.48932,0.52741,0.35001,0.28389,0.3413,0.4639399999999999
Rv3541c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63888,1.0,0.9686,0.94561,1.0,1.0,1.0,1.0,1.0,1.0,0.8194600000000001,1.0,1.0,1.0,1.0,1.0,0.3034,1.0,0.13812,1.0,1.0,1.0,1.0,0.8231700000000001,0.7347,1.0,1.0,0.918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5847399999999999,1.0,1.0,1.0,0.02039,0.70949,0.5877100000000001,0.64605,0.6662600000000001,0.71748,0.63741,0.7406699999999999,0.61934,0.81007,0.5411,0.5385,0.66975,0.93516,0.64183,0.65509,0.54264,0.71831,0.8281799999999999,0.60036,0.61319,0.59987,0.55047,0.60193,0.71237,0.69528,0.64075,0.55208,0.50871,0.6049899999999999,0.77484,0.74147,0.62112,0.5175,0.5708,0.93535,0.50344,0.8639399999999999,0.67038,0.66301,0.64322,0.6714,0.76725,0.68121,0.9932,0.81487,0.68125,0.60741,0.64044,0.77584,0.49348,0.7722100000000001,0.59343,0.5684600000000001,0.70899,0.62346,0.98129,0.8806299999999999,0.63625,0.5332,0.66674,0.33259
Rv3542c,1.0,1.0,1.0,1.0,1.0,0.9029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94047,0.78751,1.0,1.0,0.93539,0.9183,1.0,0.0,1.0,0.6487,0.5693600000000001,0.5211,0.7936,0.41638,0.0,0.76775,0.7057100000000001,0.03814,1.0,1.0,1.0,0.0,0.96815,1.0,1.0,1.0,0.99006,1.0,1.0,1.0,0.87056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51378,1.0,0.6905100000000001,1.0,1.0,0.45737,1.0,1.0,1.0,0.0,0.87784,0.5151399999999999,0.22709,0.51308,0.57098,0.58201,0.58621,0.5588,0.5997,0.58506,0.45848,0.62298,0.67155,0.5844199999999999,0.6085699999999999,0.48486,0.58122,0.5785100000000001,0.54388,0.5382,0.52077,0.56316,0.55503,0.59548,0.5641,0.5532600000000001,0.49753,0.4596699999999999,0.5442100000000001,0.52513,0.56062,0.5485800000000001,0.4758199999999999,0.50344,0.44964,0.44945,0.61557,0.5761,0.5905100000000001,0.56121,0.59613,0.41591,0.4894,0.5396,0.5501199999999999,0.5229199999999999,0.54067,0.5766899999999999,0.52568,0.4281399999999999,0.5923,0.53158,0.48894,0.90747,0.54238,0.7272,0.59104,0.56621,0.4493,0.55612,0.7793399999999999
Rv3543c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82778,1.0,0.8206899999999999,0.94561,1.0,0.86754,0.4548,0.98175,0.0,1.0,1.0,0.48311,0.59097,0.4337,1.0,0.17793,0.83521,1.0,0.06529,0.13927,1.0,1.0,0.0,0.6876899999999999,1.0,1.0,0.97144,1.0,1.0,1.0,1.0,0.8643700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.00201,0.40995,0.2821099999999999,0.12632,0.29008,0.29393,0.34191,0.34797,0.30579,0.32487,0.3416099999999999,0.2752699999999999,0.35352,0.6653600000000001,0.3249599999999999,0.3532099999999999,0.31033,0.31444,0.54127,0.3104,0.30019,0.28762,0.29996,0.31555,0.33413,0.29825,0.31425,0.27094,0.56717,0.32123,0.52513,0.32747,0.32285,0.30787,0.3074199999999999,0.40541,0.24758,0.35375,0.31515,0.34096,0.33068,0.47862,0.23439,0.2924,0.26802,0.31312,0.28128,0.32283,0.33615,0.48552,0.28817,0.34295,0.29811,0.2894199999999999,0.28855,0.29491,0.46369,0.5302899999999999,0.31971,0.25814,0.3265699999999999,0.0817
Rv3544c,1.0,1.0,1.0,1.0,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51623,1.0,0.98693,0.94561,1.0,0.76967,0.99732,1.0,0.0,1.0,0.2365699999999999,0.08321,0.00849,0.7571399999999999,1.0,0.0133,0.13878,1.0,0.0,0.23338,1.0,1.0,0.0,0.10882,0.266,1.0,0.8793200000000001,0.68438,1.0,1.0,1.0,0.2772199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69313,1.0,1.0,1.0,0.00549,0.09937,0.02145,0.0,0.02738,0.02793,0.01937,0.04021,0.0304,0.035,0.05646,0.02443,0.0399,0.38663,0.01793,0.06234,0.084,0.03508,0.36617,0.02293,0.03043,0.02196,0.04955,0.04275,0.02631,0.03011,0.04237,0.0292,0.0399,0.03957,0.37786,0.02562,0.05456,0.47023,0.04245,0.27242,0.019,0.03138,0.04836,0.04092,0.0266,0.0741,0.02635,0.03365,0.01686,0.03669,0.01496,0.0469399999999999,0.01995,0.48552,0.038,0.03486,0.00518,0.0269,0.1774599999999999,0.02302,0.10305,0.342,0.0260199999999999,0.02036,0.03741,0.88482
Rv3545c,1.0,1.0,1.0,1.0,1.0,0.85151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98693,0.8694200000000001,1.0,1.0,0.9183,1.0,0.16596,1.0,0.45988,0.55098,0.02064,0.0,0.12079,1.0,0.51866,0.47468,0.06763,0.3744699999999999,1.0,1.0,0.0,0.4881399999999999,1.0,1.0,1.0,0.92952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3387699999999999,0.8645,1.0,0.70398,1.0,1.0,1.0,1.0,0.2376199999999999,0.1358,0.04153,0.1693,0.13198,0.15807,0.19342,0.14202,0.16291,0.15215,0.13729,0.19113,0.61783,0.18247,0.2398199999999999,0.1694,0.1783799999999999,0.64472,0.1585099999999999,0.16958,0.1563,0.1736599999999999,0.1235,0.19361,0.1627299999999999,0.15428,0.17193,0.19375,0.25176,0.47951,0.17707,0.15843,0.44109,0.18821,0.40101,0.10477,0.20753,0.15106,0.17262,0.14449,0.2877,0.10214,0.1463,0.1215099999999999,0.16902,0.21229,0.17955,0.17056,0.48552,0.21154,0.19053,0.14059,0.07379,0.32788,0.13884,0.1924,0.6015199999999999,0.2154599999999999,0.11957,0.1651,0.0647799999999999
