,PE/PPE,cell wall and cell processes,information pathways,insertion seqs and phages,intermediary metabolism and respiration,lipid metabolism,regulatory proteins,"virulence, detoxification, adaptation"
xu_emb_2.5_vs_xu_emb_0,1.3839083618608385,0.014245488647074615,-0.4745858448977095,1.1189945740333294,-0.02224403208822365,0.3730419241054727,-0.1999241424358584,-0.04179201256890257
xu_emb_3_vs_xu_emb_0,-0.7947074146591377,0.014058023047859376,0.3547681817345067,-1.0544824390355427,-0.0007405809859903292,-0.06743933200099707,-0.05938510529165525,-0.2656943647976297
xu_inh_025_vs_xu_inh_0,0.5700973186329727,-0.07889405285015032,-0.33908218068663215,-0.2295793554646323,0.17667498962748573,-0.23917532257710722,0.17343242752477647,-0.38063671937451915
xu_inh_02_vs_xu_inh_0,-0.5681093813915057,-0.0666962122822724,0.3557556356952446,-0.01535423350379138,0.20546258799094827,0.4601807142722207,-0.6123978434159313,0.1675569148751452
xu_mero_2.5_vs_xu_mero_0,0.2255395035641582,-0.005171041600758706,-0.05316342356029814,-0.3200118943745326,-0.09473716722014928,-0.17963071951572837,0.5018149514075626,-0.04504935396857482
xu_rif_4_vs_xu_rif_0,1.3518403331434212,-0.4106867861259588,-0.13874307871223732,1.1154193280596567,0.27891588041589344,0.04044907656137385,-0.2791178931139587,0.4813032537291919
xu_van_16_vs_xu_van_0,-0.7024363202680107,-0.099959661645531,0.2708122132836962,-0.13367927995021614,-0.02573866295091815,-0.14113405359481182,0.20214482502030856,0.5582132387720681
zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,-0.12348602066637653,-0.056168845813455374,-0.18479642769613377,0.23861309704949532,0.03880395712111487,-0.027234226040958088,0.10798086977010228,-0.058797487146638676
zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,-0.9613807514082403,-0.05770270054473152,0.5833654601137804,0.3549739946550523,-0.14034022627501566,-0.09815688098762694,-0.021516006199697502,0.5278774884557075
zhang_Fe_1.5mM_vs_zhang_Fe_450uM,0.27317790870943554,-0.029901624238541136,-0.28933963714994937,-0.21647543100618188,0.06754408063096537,-0.027509546004101982,0.09737163682061223,-0.13347588048144968
zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,0.07385152725449284,-0.03855473048607386,0.06304582678199407,-0.09356087036864523,-0.01638173016873985,-0.0499390272250143,0.07509322497278637,0.09985650614366023
zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,0.38337134198582445,0.12776958174478134,0.09222123122721222,-0.08051336410735695,-0.030517727584173263,0.0515885906359201,0.0278496333356652,-0.2747975973851083
zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,-0.6336830822709464,0.04628462805701251,0.14780233023474648,0.2832604030842969,0.049510977529019014,-0.10420440226748573,-0.2286541993242388,0.19402862471866142
zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,0.1614496456636893,0.1408483741032835,-0.07181153952096539,-0.24982070192343409,0.10913618424027588,0.1532849327669472,-0.07874689600371261,-0.08324891654748479
zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,-0.13662682844637752,-0.027585443369184424,-0.040860627987001574,0.007574022840725806,-0.031493643802198705,-0.08186434793792113,-0.04608251342655284,0.06597835556271499
zhang_wt_mouse_d10_vs_zhang_input_library,0.5182762300618338,0.10885308270429266,0.10179373944754004,-0.19718116000150043,0.1582810209289091,0.13329722463098753,-0.07043598105701675,-0.1781361672524052
zhang_wt_mouse_d45_vs_zhang_input_library,0.0,-0.027407077374147226,-0.06239550316175133,-0.30605883770896974,-0.11100783878621763,0.023344448152187544,0.07610663199803297,0.0989686680649704
129s1.SvImJ_vs_in_vitro,-1.01873529123476,0.08253144526732145,-0.6698799154129866,1.7861391563695719,-0.24933196067822908,-0.03750784580868719,-0.9248054414265409,-0.4123747230818805
A.J_vs_in_vitro,1.112350921142338,-0.03487646865905709,-0.16430489645115143,-0.6183178504882496,-0.1715418101706413,-0.29940875584285204,0.10206095975937625,-0.2396615223514461
C57BL.6J_vs_in_vitro,0.3278062437710109,-0.012716014769371974,-0.6095259353066109,0.28289127772677036,-0.04796147609305176,-0.2248953516190284,0.02191115476803892,0.44269642411490046
CC001.Unc_vs_in_vitro,0.4603421458595414,0.12291275616274847,0.08920707237014816,0.16749914065817123,0.1398315242300974,-0.3288719990120541,-0.5658796350077819,0.2956670632865913
CC002.Unc_vs_in_vitro,0.18850072565531367,0.18003946842191387,-0.5263346590505457,1.2035580943158892,-0.17595032390722226,-0.048556348283791524,-0.26285484361449274,-0.3645134903284159
CC003.Unc_vs_in_vitro,-1.6019317548817318,0.25046600727139734,-0.04410061228588664,0.7253734961797698,0.07980921213422268,-0.3628461547360517,0.3368450491584805,-0.05272061283087721
CC004.TauUnc_vs_in_vitro,-0.08322073725001883,-0.2848678343372014,0.22736193839084856,-0.8268375029873615,0.4389591602246357,-0.24077193039749428,0.007180291377669493,0.25886763291525844
CC005.TauUnc_vs_in_vitro,-0.6024699590081347,0.31208676580189965,0.21320197024362272,-0.5342437710575662,0.027940964044960954,-0.2965666088382544,0.024544885171232312,-0.2617751238357995
CC006.TauUnc_vs_in_vitro,-0.29768363401251674,0.19553905635591998,-0.1938606027674089,-0.8134643718870621,0.1110107610444164,0.012860799078331722,-0.6419127534278245,0.20578165758398867
CC007.Unc_vs_in_vitro,-0.12806140680880768,-0.107757343589951,0.12062272057695782,-0.03429810509566014,0.044424152784772825,0.0860259224282622,0.3383302362457299,0.009986055250939894
CC008.GeniUnc_vs_in_vitro,0.3896699904491548,0.02754988759490358,-0.10189163522320821,-0.022024949590444973,-0.026739514729328392,-0.03772369937603127,0.19808322785840538,0.08020792683245329
CC009.Unc_vs_in_vitro,0.7134891085327868,-0.0036884894506319372,0.034337655239255395,0.28646553606714625,-0.07226987168354675,-0.36593724941101574,-0.1254146910487114,0.043530900069652705
CC010.GeniUnc_vs_in_vitro,0.8757218523430227,-0.06983543615926498,0.01899232497270122,-0.4951065111399118,-0.16949304063822937,0.4822439437307556,-0.20720740116103295,0.03194128041934518
CC011.Unc_vs_in_vitro,-0.6685352134955466,-0.1834739434155885,0.06576592156335012,0.3736876402255244,-0.2724805328439849,-0.35326251512410256,0.06680649067088455,0.6154063560398215
CC012.GeniUnc_vs_in_vitro,-0.23630682393925273,-0.0408789679880338,0.23734849393241506,0.7219500780065669,-0.005307934613180373,-0.18058912146231512,0.07174205155058891,-0.5785445810358765
CC013.GeniUnc_vs_in_vitro,0.05970399955405898,0.1903547972030801,0.14664338481871408,-0.22747746147902664,-0.13583269784980953,-0.04608671412226414,0.24751540110843648,-0.13310310232177927
CC015.Unc_vs_in_vitro,1.8077362598173954,0.06282772563774465,0.0,-1.1740882551372078,0.018370946171878094,0.47010520162333,0.2168448293312116,-0.21316613984250668
CC016.GeniUnc_vs_in_vitro,0.25041292031285645,-0.04731687121416609,0.059504545889470614,0.08672644404403876,0.09162522815547082,-0.020214485718545165,-0.0679706464587047,-0.12513437266398247
CC017.Unc_vs_in_vitro,1.2815447285305888,0.0743494347160429,-0.11376251670036981,0.622324403948761,-0.3069357522826279,0.03562453601575494,0.47712037511124633,-0.9652629827832595
CC018.Unc_vs_in_vitro,-0.19016206349366266,-0.33525244779410185,0.37258072473356935,-1.2429434283189622,0.04541882318068739,-0.00672253279236576,-0.35363041163773873,0.13519435416105782
CC019.TauUnc_vs_in_vitro,0.018846906411156897,-0.01791352909782185,-0.1697603092106001,0.09289352370462509,0.22980498508096323,0.009252911018242415,-0.03163916256879559,-0.20533215004053737
CC021.Unc_vs_in_vitro,-0.40442384495136324,0.10305286170194644,0.20883703690526648,0.521767274472425,-0.11336011088974994,0.10042031688228313,-0.12972763505338594,0.0110979335843004
CC022.GeniUnc_vs_in_vitro,-0.9397398786268193,0.019107929239106067,-0.32473672857524216,0.6867980718633506,-0.04293339142775179,0.03973596711095814,0.04966875502314667,0.04768465872203154
CC023.GeniUnc_vs_in_vitro,-1.3628907733819835,-0.3035852293836389,0.035953039047408805,-1.0931223686406841,0.2152503790255973,0.5778659439769752,0.35000860726101785,0.4190161503318669
CC024.GeniUnc_vs_in_vitro,-1.879477713107126,0.18602358754621318,-0.33539401034866034,-0.15181158410455672,0.22843930368102794,0.2888203348980262,0.29940553758620964,0.14445617067656047
CC025.GeniUnc_vs_in_vitro,-1.2783326099973,0.007758216374504778,-0.6948299425824611,0.9247611564918394,0.21782800345308231,-0.7692750700751654,-0.44027079691610477,0.39836289266550495
CC027.GeniUnc_vs_in_vitro,0.16324595504316491,0.2013612833339965,0.512867918865737,-0.25478526530084555,-0.031668604068863314,-0.10972583941160566,0.2657950188997501,0.004999571774661229
CC028.GeniUnc_vs_in_vitro,0.6006180781060083,-0.0849574371897386,-0.025946052791338887,0.06277047240648075,0.08602556722240365,0.007600318105704724,-0.10022439320164762,0.21460082553785695
CC030.GeniUnc_vs_in_vitro,-0.22540472279954082,-0.10630347619760687,0.06739928856566589,0.14323322488644555,0.17828472053115793,-0.07789748798874521,-0.2799897445759932,0.002169609767351659
CC031.GeniUnc_vs_in_vitro,0.46930835734588255,-0.008685343316804,0.13330718360379532,-0.11318508424466192,0.11623967162732088,-0.020607313624796907,-0.029330405297673955,-0.02748378592429009
CC032.GeniUnc_vs_in_vitro,0.252665680406648,0.0434814182285847,0.05195006159069715,-0.19701077499240166,0.06016385956221989,0.05841290599380205,0.2519372758179553,-0.19677732671661702
CC033.GeniUnc_vs_in_vitro,0.17869120361512592,-0.046081324643477216,0.030063610040655935,0.10881516408221828,-0.13089409006181457,-0.3103163422673125,0.34808296119641546,-0.18651855699953337
CC034.Unc_vs_in_vitro,0.29626307181555345,0.06221287497756113,-0.016626717993980255,0.26853602383798364,0.004719245592565937,0.3426081035281229,-0.08146608053958555,0.05584651934133169
CC035.Unc_vs_in_vitro,0.36927072072257433,0.04074567485322107,-0.12330801549105953,0.48175203625541685,-0.0005384710711599976,-0.14642983775068807,0.21806214957587747,-0.04052524238225775
CC037.TauUnc_vs_in_vitro,0.2339865858379783,0.013036233811932552,0.04323128525945863,-0.05606821852231555,0.10211949089785233,-0.08053427181532954,0.01602701728361562,-0.10610566622375718
CC038.GeniUnc_vs_in_vitro,0.3140579570508854,-0.05176484835542426,-0.10600445370853614,0.3446888137710371,-0.020098404294841842,0.27509008084751163,-0.026694480843702514,-0.1502767613731531
CC039.Unc_vs_in_vitro,0.3612961471794749,0.44705397327820245,-0.03302222844274191,-0.8600630953069204,-0.19023236789289644,0.9208275369343801,-0.03359870607651523,0.5148747773161768
CC040.TauUnc_vs_in_vitro,1.2878631464708261,-0.10653512199993564,-0.13845806640064523,-1.0645104217553094,-0.16535871583270853,0.11324639517106576,-0.31099009268952377,0.5560459717089398
CC041.TauUnc_vs_in_vitro,-1.0487569426647652,0.10430217686365646,-0.3263345144629054,-0.8412256511571258,0.03664174538599996,-0.17274253570319595,0.8796445151562788,0.47574650301099153
CC042.GeniUnc_vs_in_vitro,-0.08975423340708857,-0.28450596723636185,-0.031249088234847927,1.1601177472432065,0.3286908070974532,0.5409275814826402,0.4689018340520634,0.09364480572082157
CC043.GeniUnc_vs_in_vitro,-0.0562559218663622,-0.06905340244630666,0.1380467133923205,-0.10310557002675777,-0.07673268072858906,0.14128650224552863,-0.22184430077216175,0.2663142896022932
CC044.Unc_vs_in_vitro,-0.020074056350463193,0.06697626965177139,-0.04358405424120755,-0.018066506308259577,0.12668550085444855,-0.018479882733809287,-0.14013569958646635,0.115130093947621
CC045.GeniUnc_vs_in_vitro,0.28687483895649335,0.03010925842112196,0.15254951735918496,-0.07917349278032428,0.08454628926072348,0.08754906928130081,0.13271449259772874,-0.20631530995879088
CC046.Unc_vs_in_vitro,-0.04489128982900769,-0.20181366137676213,0.08977098772256573,0.5418316191613531,0.06631873043279861,0.049767166263512075,0.04839657290121061,0.04785142788750746
CC047.Unc_vs_in_vitro,0.31621054042746466,-0.07202672642767595,0.2135709629713619,-1.439104962276684,0.0688843388902449,0.5152484942088291,-0.17567588167185927,0.2986186241670686
CC051.TauUnc_vs_in_vitro,0.5680859782073949,-0.2653756119889673,0.1265125160422013,-0.07616593433623992,-0.14255089582839822,-0.12351185871922742,0.19616072881135393,-0.15778732292037123
CC056.GeniUnc_vs_in_vitro,-0.21102875933821275,0.13357304198618314,-0.026590769724092602,0.45409296811812244,0.015227525901904777,0.08203438849226974,-0.2473568869738437,-0.1925567260501425
CC057.Unc_vs_in_vitro,-1.6374992092851242,0.01996539154490801,0.46091945038011806,0.6410831424442858,-0.08538324065159512,-0.655809615312853,0.26994003108325476,0.3840178980114454
CC059.TauUnc_vs_in_vitro,0.007284778387951357,0.08677249139949285,-0.0150018605171154,0.0426985172972378,0.010976760538807827,0.11539964258108035,-0.12278273742986937,-0.23977918850782487
CC061.GeniUnc_vs_in_vitro,-0.2777264281575062,0.06731409898918476,-0.08218745501634092,0.014429399038155957,-0.06413041396856987,0.08207194441118491,-0.057989518809765675,0.15331078436213072
CC065.Unc_vs_in_vitro,1.314057826688458,-0.7177665815112002,-0.02622702485950591,-0.10735522164302995,-0.6305481763572286,0.5844199909723468,-0.6939201722899064,-0.9582370233691363
Cast.EiJ_vs_in_vitro,0.07709196768020503,-0.07392365739774444,-0.29125278200229004,1.0054340762617062,-0.11855157465735539,0.11403378598627667,-0.17593715922489891,-0.22483524552525141
IFNG_vs_in_vitro,0.2934453348959717,-0.06457754475435838,0.39730053741514854,0.6113706050646641,-0.09616724175347938,0.2892727247195975,-0.49840689584844877,0.030508821305510032
NOD.ShiLtJ_vs_in_vitro,0.7020486946057222,0.17741132943305377,-0.3726026459447337,-0.8061857715407093,-0.07727245437400333,-0.09124790483157584,0.6718427067314424,0.2813246044603686
NOS_vs_in_vitro,-0.7320041530016127,0.24329691211766594,0.15648278044942926,0.8978274547940536,0.06451516681598551,0.050672548879523674,0.204135702472941,0.5749144973690168
NZO.H1LtJ_vs_in_vitro,0.586261485242461,-0.15061297152128678,0.23952772069126482,0.6571254991993658,0.07781167016916055,-0.1727189800579315,-0.3954506600651428,-0.09354598632186857
PWK.PhJ_vs_in_vitro,0.33331168488460033,-0.09378290954603827,0.09485320168976903,0.42318615468762755,0.11570925934648825,-0.47571136328003155,-0.07057098473793827,0.0780596587825418
Phox_vs_in_vitro,-0.1668497687142015,-0.11908672299779911,0.6101752455719583,0.6391247086853529,-0.11856117279034023,0.13157669682378456,-0.32268927424557026,-0.3884699258481831
Rag_vs_in_vitro,0.805881942769327,-0.06662423569467318,0.09195306973974605,-0.10916065386368526,-0.10637099715068302,-0.03968595487189192,0.193346581249444,-0.2487196926420611
Wsb.Eij_vs_in_vitro,-0.02197746456766345,0.11005791407371492,0.4639065156574027,0.8465690544184661,0.0225124419600125,-0.6521577452980247,-0.12228381839983464,0.5535686485324528
mbio_H37Rv_vs_in_vitro,-0.7536881406761569,0.0875805965212509,0.5736260147862753,-2.1404234463618126,0.16371633187955284,-0.3759415246280633,-0.010822560881374338,-0.541917799460484
BXD102_vs_in_vitro_H37Rv,0.1490631485582382,-0.475930580632364,0.07806472824380377,-0.12361373558753594,0.07706218457578215,-0.011116506936697246,0.22477667869196477,0.4416333092797285
BXD29_vs_in_vitro_H37Rv,1.0978619798142517,-0.04811880571636925,-0.36177455041724127,1.3226176372175813,-0.22963998299072247,0.02338491221108489,-0.7094928851331427,-0.05429959209313477
BXD39_vs_in_vitro_H37Rv,0.7349961495528382,-0.13020889703705782,0.06430414753471322,0.7178324364547272,-0.06860375994187203,-0.16356037313084953,-0.006744062262192215,0.06671494009213025
BXD40_vs_in_vitro_H37Rv,-0.6140457744419511,-0.09948327837347413,0.1796820272449628,-0.23240652865921432,-0.01071724999587183,0.1141575333950056,0.11006490340820924,-0.04801927610044837
BXD48a_vs_in_vitro_H37Rv,-1.675930368301696,0.15716638617193912,0.4237738187414016,-0.37238628024779835,0.27370365184994166,0.07373761980057666,-0.0078392139694707,-0.28461786119517796
BXD51_vs_in_vitro_H37Rv,-0.18022598779498314,-0.10898281863130621,0.1136993410208673,0.06313744942177646,-0.0552086041797439,-0.12859396199612688,0.5965557859365523,0.1479785093441564
BXD54_vs_in_vitro_H37Rv,0.9435331157477244,-0.06339534085915637,-0.004904907980654006,-0.28669442348179175,-0.019635955157493865,0.2383981974385868,0.00047871361851501066,-0.5222771508244718
BXD56_vs_in_vitro_H37Rv,-0.581469373396013,0.17509853329517971,0.402486279562372,0.152177226882689,0.19440023544481916,-0.6997946448795935,-0.33645878577787725,0.37329060759764376
BXD60_vs_in_vitro_H37Rv,-0.6127969753217807,0.07053265114276303,0.09401540853966273,-0.1570231125072075,0.07878915181811828,0.03195001005659762,0.10846054838344096,-0.16192154281548102
BXD62_vs_in_vitro_H37Rv,0.38918432725034324,0.041314898484087266,0.21839122180097673,-0.006448316149011494,0.03994480404203044,0.06230230361759203,-0.20739557894813676,-0.3621388079809638
BXD67_vs_in_vitro_H37Rv,0.14976291151872714,-0.0769690396970681,0.07176072851516575,-0.058774904465267605,0.07144451405096502,-0.059121146040405165,-0.1523126255391613,-0.2002578506215781
BXD69_vs_in_vitro_H37Rv,-1.4407891370766088,0.024311029456445567,-0.2857733254354112,1.1694030265465536,-0.0886989005136898,0.35298718916145927,-0.35633460680751117,-0.09716924856896023
BXD73_vs_in_vitro_H37Rv,-0.47024535136029966,0.24940369752988562,-0.11165310990938901,0.6007917512607555,-0.0999384374822499,-0.13655805949085384,-0.15712251030007401,0.04070831227203398
BXD73b_vs_in_vitro_H37Rv,-0.33638533101000134,0.301712723454495,-0.03448140709680255,-0.19134614170933706,0.06546968503562728,0.11339771527874358,0.08894606167040585,-0.11754420689965689
BXD77_vs_in_vitro_H37Rv,0.5432923703898347,-0.6003463797440277,-0.8058587394112576,-0.424304556042443,0.23692910162371889,0.32099382354647493,-0.041508100721171816,0.9010707408087134
BXD79_vs_in_vitro_H37Rv,-0.1369081953556704,0.1565147775165302,0.0,0.3902415458263172,-0.097784207458798,-0.18198812082158466,0.4624800231039913,0.057088268722308204
