file,col_name
2003_Sassetti_Boyd_Rubin/table_1.xls,2003A_Sassetti
2003_Sassetti_Rubin/table_3.xls,2003B_Sassetti
2006_Joshi_Sassetti/table_1.xlsx,2006_Joshi_GI_1
2006_Joshi_Sassetti/table_2.xlsx,2006_Joshi_GI_2
2011_Griffin_Sassetti/table_4.xlsx,2011_Griffin_2
2013_Zhang_Rubin/table_2.xlsx,2013_Zhang_1
2013_Zhang_Rubin/table_3.xlsx,2013_Zhang_2
