Rv_ID,gene_name,2003A_Sassetti,2003B_Sassetti,2005_Rengarajan,2006_Joshi_GI_1,2006_Joshi_GI_2,2011_Griffin_2,2013_Zhang_1A,2013_Zhang_1B,2013_Zhang_2,2013_Zhang_3A,2013_Zhang_3B,2013_Zhang_3C,2013_Zhang_3D,2016_Korte,2018_Rittershaus_1A,2018_Rittershaus_1B,2012_Zhang,2015_Kieser_GI_1,2015_Kieser_GI_2,2015_Kieser_GI_3,2015_Mendum,2016_Nambi,2017_Mishra_1,2017_Mishra_2,2017_Xu_1A,2017_Xu_1B,2017_Xu_1C,2017_Xu_1D,2017_Xu_1E,2018_Carey_1A,2018_Carey_1B,2018_Carey_1C,2018_Carey_1D,2018_Carey_1E,2018_Carey_1F,2018_Carey_1G,2018_Carey_1H,2017B_DeJesus_1A,2017B_DeJesus_1B,2017B_DeJesus_1C,B6,BXD102,BXD29,BXD39,BXD40,BXD48a,BXD51,BXD54,BXD56,BXD60,BXD62,BXD67,BXD69,BXD73,BXD73b,BXD77,BXD79,BXD90,BXD93,BXD9,DBA
Rv0553,menC,0.006093731,,,,,,,,,,,,,,,,0.0714,0.670377364582735,0.732213032874327,0.672427429887397,0.3121316333009188,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11635736,0.10594485,0.10807144,1.0,1.0,1.0,0.79619,1.0,1.0,1.0,1.0,1.0,1.0,0.48394,1.0,1.0,1.0,0.9205,1.0,1.0,1.0,1.0,1.0,1.0
Rv0554,bpoC,,,,,,,,,,,,,,,0.000181056,,0.9938,0.133222972859148,0.960925257836452,0.487748623408481,0.2178231525220445,0.0421622857,0.3183376147,0.0006340816,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18569162,0.06590585,0.16450251,0.01663,0.0,0.00739,0.79158,0.06035,0.20537,0.54452,0.23804,0.0,0.88322,0.00481,0.0133,0.00998,0.08903,0.05759,0.01036,0.0095,0.038,0.6467,0.41807,0.0
Rv0555,menD,0.00012232324,,,,,,,,,,,,,,,,0.0714,0.850649014632026,0.350647889704459,0.499998875072434,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10102215,0.09159652,0.10329424,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0556,-,0.011161563,,,,,,,,,,,,,,,,,0.497654353392311,0.355967119733731,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10836787,0.09455679,0.09266855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0557,pimB,0.006358554,,,,,,,,,,,,,,,,0.2003,0.954566642567288,0.573954080935459,0.598795763268332,0.1908447537938489,0.4170220481,0.5108637168,0.1307082759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12446013,0.11098317,0.01796748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9654,1.0,0.9859
Rv0558,ubiE,0.01597012,,,,,,,,,,,,,,,,0.0001,0.67356687135205,0.164624970780119,0.72077306497895,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4607,1.0,0.10833781,0.08990788,0.09544055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87048,1.0,1.0,1.0,0.96343,1.0,1.0,1.0,0.95977,1.0,0.99641
Rv0559c,-,,,,,,,,,,,,,,,,,,0.181561771561772,0.875174825174826,0.190064102564103,0.7774125804400096,0.4054258338,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15407063,0.17185198,0.16620787,1.0,0.9574,1.0,1.0,1.0,1.0,1.0,0.8645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9061,1.0,0.89875
Rv0560c,-,,,,,,,,,,,,,,,,,0.2168,0.580741098947748,0.562777734500116,0.827522838761126,0.0558033777052342,0.4131682759,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15973498,0.1390771,0.07872322,1.0,1.0,1.0,0.98978,1.0,1.0,1.0,1.0,1.0,1.0,0.82213,0.9756,1.0,1.0,0.55658,1.0,1.0,1.0,1.0,0.99131,1.0
Rv0561c,-,,,,,,,5.87e-06,8.39e-08,,,,9.97e-05,,,0.000181056,,0.1778,0.81228294800363,0.785858428352749,0.805741170005511,0.4153938779939408,0.0004455556,0.5175368977,0.509836727,1.0,0.207181,1.0,1.0,0.546086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11395852,0.10615909,0.10319704,1.0,0.39279,0.85862,0.46761,0.48119,1.0,1.0,1.0,0.51614,1.0,0.95429,1.0,0.35087,0.88951,0.46934,0.48219,0.35718,1.0,0.54409,0.70149,0.26679
Rv0562,grcC1,0.0016988085,,,,,,,,,,,,,,,,0.0183,0.36156745987472,0.36156745987472,0.598191520837067,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1094743,0.09296677,0.10166587,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0563,htpX,,,,,,,0.00108,0.000316299,,,,,,,,,0.5375,0.85927786203359,0.0446909184598183,0.350249195300181,0.589508220952816,0.0369406061,0.5122896175,0.509836727,0.07899,0.387527,0.0,0.032557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13745788,0.11396426,0.12119769,1.0,0.26113,1.0,0.17528,0.0,0.59518,1.0,1.0,0.00554,0.68968,0.37863,0.5187,0.41394,0.98068,0.88822,1.0,1.0,1.0,0.34658,1.0,0.46016
Rv0564c,gpsA,,,,,,,,,,,,,,,,,0.911,0.875955678478725,0.727340912808416,0.75080709470959,0.0763234076082657,0.415932541,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,0.3351,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15329434,0.15261472,0.18292299,1.0,1.0,1.0,0.49899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67805,1.0,0.83601
Rv0565c,-,,,,,,,,,,,,,,,,,0.8604,0.798402477840509,0.40113259656793,0.922081544167079,0.027852766141593,0.1746866397,0.5108637168,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4474,1.0,1.0,1.0,1.0,1.0,0.19292533,0.19556023,0.18165453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94258
Rv0566c,-,,0.04219186,,,,,,,,,,,,,,,,0.394458874458874,0.91495670995671,0.618614718614718,0.109155808073644,0.3601016845,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12403305,0.15513464,0.05008967,1.0,0.85392,1.0,0.8434,1.0,1.0,1.0,1.0,1.0,1.0,0.95137,1.0,0.96155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0567,-,,,,,,,,,,,,,,,,,0.7028,0.190438888927211,0.517422268909488,0.485996249790423,0.0006753260829701,0.1817666041,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,0.7061,1.0,0.7271,1.0,1.0,1.0,1.0,1.0,0.19002687,0.19490882,0.11372962,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.63861,1.0,1.0,1.0,0.97173,1.0,1.0,1.0,1.0,1.0,0.64881
Rv0568,cyp135B1,,,,,,,,,,,,,,,,,0.7154,0.954946785599248,0.565105359358109,0.945898192802749,0.8718011520912072,0.2281356358,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03218326,0.13430548,0.13623034,1.0,0.7581,1.0,0.46621,1.0,1.0,1.0,0.72529,0.64079,1.0,0.27505,1.0,0.43645,0.86277,1.0,1.0,1.0,1.0,1.0,1.0,0.73103
Rv0569,-,,,,,,,,,,,,,,,,,,1.0,0.863714285714286,0.0937142857142856,0.7364736733434786,0.3474470968,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5552,1.0,1.0,1.0,1.0,1.0,0.13632905,0.11424138,0.13014205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0570,nrdZ,,,,,,,,,,,,,,,,,0.6956,0.403297423663529,0.583741959624542,0.529137606262455,0.0435541854602543,0.492602324,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15728261,0.18740217,0.18029663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86215,1.0,1.0,1.0,1.0,1.0,1.0,0.30638,1.0,1.0,1.0,1.0,1.0,0.99212
Rv0571c,-,,,,,,,,,,,,,,,,,0.195,0.744564526181253,0.509377818565274,0.72865400329548,0.5571545451761124,,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16942404,0.12737753,0.12058062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.67923,1.0,1.0,1.0,0.91381,1.0,1.0,1.0,0.99552,1.0,0.06767
Rv0572c,-,,,,,,,,,,,,,,,,,,0.68464491064491,0.878481740481741,0.303173271173271,,0.44912,0.5122896175,0.4686453461,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1718936,0.12590088,0.14753437,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83664,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0573c,-,,,,,,,,,,,,,,,,,0.9635,0.735846210380848,0.291880796685583,0.930753019419731,0.0427995774176783,0.4680356972,0.5122896175,0.5100728883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16807049,0.17554453,0.16263128,1.0,0.852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0574c,-,,,,,,,,,,,,,,,,,0.6811,0.564699272876881,0.75925058137684,0.30137277858294,0.2644665427229506,0.4237936842,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16716808,0.14997971,0.0057773,0.78664,0.93629,1.0,0.92993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78328,1.0,0.9083
Rv0575c,-,,,,,,,,,,,,,,,,,0.9791,0.559278447391888,0.167368846378575,0.745503170014327,0.2400669298411786,0.3020542448,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12148091,0.14060376,0.13376599,1.0,0.99933,1.0,1.0,1.0,1.0,1.0,1.0,0.9647,1.0,0.47923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99641
Rv0576,-,,,,,,,,,,,,,,,,,0.348,0.334445139951437,0.101234911671313,0.893539516478031,0.0290759845498739,0.224457508,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,0.7987,0.4904,0.8603,1.0,1.0,0.8353,1.0,0.13499937,0.11961119,0.135455,1.0,1.0,1.0,0.88035,1.0,1.0,1.0,1.0,1.0,1.0,0.95561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56984,0.81915
Rv0577,TB27.3,,,,,,,,,,,,,,,,,0.9574,0.433623239477209,0.296752468158912,0.930505504281182,0.1763347601135525,0.3325570681,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16163587,0.03254649,0.15429254,1.0,1.0,1.0,0.9481,1.0,1.0,1.0,0.91904,1.0,1.0,0.89905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.92042,1.0,1.0
Rv0578c,PE_PGRS7,,,,,,,,,,,,,,,,,0.7128,0.116524389093231,0.0419792352119373,0.770352463387952,0.3916515421404027,0.1293147287,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.14609814,0.13966328,0.14581905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88969,0.79394,0.94583,1.0,1.0,1.0,1.0,1.0,0.93733,1.0,1.0
Rv0579,-,,,,,,,0.000737119,0.192295792,,,,,,,,,0.8706,0.728949924612396,0.685856969464679,0.373560419619666,0.0091681627186464,0.4093230954,0.5122896175,0.517053617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18379472,0.18930915,0.12193792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90461,1.0,1.0
Rv0580c,-,,,,,,,0.001630235,0.149452024,,,,,,,,,,0.479077657723654,0.341930263557032,0.631164457971567,0.0052306832580303,0.4600911987,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,0.4749,1.0,0.8959,1.0,1.0,1.0,1.0,1.0,0.05233633,0.0596286,0.10556302,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93804,0.85446,1.0
Rv0581,-,,,,,,,,,,,,,,,,,,0.484571428571429,0.716285714285714,0.804571428571428,0.9999509772227936,0.4600911987,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9192,1.0,1.0,1.0,1.0,1.0,0.13604548,0.1273483,0.03132945,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94009,1.0,0.7653
Rv0582,-,,,,,,,0.01057593,0.004305724,,,,,,,,,,0.782721938291692,0.121740953574808,0.763589044719545,0.0115762629051886,0.0754823529,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8046,1.0,1.0,1.0,1.0,1.0,0.10830771,0.06214147,0.10593953,1.0,0.93276,1.0,0.76173,1.0,1.0,0.59068,1.0,0.24554,0.40255,0.95137,0.48221,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.30998
Rv0583c,lpqN,,,,,,,,,,,,,,,,,0.5311,0.607027195027196,0.816114996114996,0.0994172494172495,0.2243395780569919,0.4288145602,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1620422,0.13873392,0.03818919,1.0,0.75724,1.0,0.98758,1.0,1.0,1.0,1.0,0.78631,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55109
Rv0584,-,,,,,,,,,,,,,,,,,0.9879,0.475462729511841,0.296499562410001,0.0292219590797007,0.000161177459844,0.1604,0.2876242424,0.3978814925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5463,1.0,1.0,1.0,1.0,1.0,0.2027211,0.20082871,0.18742036,1.0,1.0,1.0,0.98147,1.0,1.0,1.0,1.0,1.0,1.0,0.60516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93607
Rv0585c,-,,,,,,,,,,,,,,,,,0.7133,0.877661168961992,0.94642211304974,0.599589475250495,0.0104114437505429,0.4297175527,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12554046,0.11041332,0.15996834,1.0,0.99933,1.0,1.0,1.0,1.0,1.0,0.90229,0.66142,1.0,0.74537,1.0,1.0,1.0,1.0,1.0,1.0,0.78605,0.86212,1.0,0.24582
Rv0586,-,,,,,,,0.001330973,0.68805323,,,,,,,,,0.032,0.778034871034578,0.654767700182745,0.711896025018432,0.3012687061619763,0.4634806265,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12375654,0.12850149,0.11528958,1.0,1.0,1.0,0.57,1.0,1.0,1.0,1.0,1.0,0.81791,1.0,1.0,1.0,1.0,0.92504,1.0,1.0,1.0,0.95977,1.0,0.78977
Rv0587,yrbE2A,,,,,,,,,,,,,,,,,0.5007,0.228041670157701,0.197508888784897,0.271958032686608,0.1441742000523494,0.4958894331,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,0.9769,1.0,0.12,1.0,1.0,1.0,0.8809,1.0,0.04491975,0.05934612,0.0901488,1.0,0.22864,1.0,1.0,0.66234,1.0,0.70689,0.04788,0.10906,1.0,0.2143,1.0,1.0,0.29411,1.0,0.35003,0.7187,0.79917,0.96015,0.42092,0.27288
Rv0588,yrbE2B,0.013425977,,,,,,0.000367254,0.341829021,,,,,,,,,0.3882,0.488458082200523,0.481849833157075,0.475110885184046,0.3052675256869892,0.4136100629,0.5121269565,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15464926,0.14312979,0.05967416,1.0,1.0,1.0,0.88087,1.0,1.0,1.0,0.84385,1.0,1.0,0.91905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89725,1.0,1.0
Rv0589,mce2A,,,,,,,,,,,,,,,,,0.7153,0.369554965431188,0.640923711573454,0.16484738581841,0.8285215050529593,0.4723841221,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0219,1.0,1.0,1.0,1.0,1.0,0.04506027,0.00667121,0.0108085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0590,mce2B,,,,,,,0.000499699,0.008933223,,,,,,,,,0.3251,,,,0.0233231853443791,0.2745763547,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9052,1.0,1.0,1.0,1.0,1.0,0.11585747,0.13613544,0.12142455,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5746,0.95397
Rv0590A,-,,,,,,,0.000942659,0.080122354,,,,,,,,,,0.018800363916033,0.581207460507379,0.132934837447372,,0.4475841012,0.4675979487,0.4831527523,1.0,1.0,1.0,1.0,1.0,0.579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13535503,0.1693639,0.12526371,1.0,1.0,1.0,0.99362,1.0,1.0,1.0,1.0,1.0,1.0,0.87662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96354
Rv0591,mce2C,,,,,,,,,,,,,,,,,0.9158,0.399935379695268,0.98260875177701,0.833489724135172,0.2845636855526572,0.0817018727,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15547766,0.17723167,0.16469629,1.0,1.0,1.0,0.88087,1.0,1.0,1.0,1.0,1.0,1.0,0.72165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82288,1.0,0.83721
Rv0592,mce2D,,,,,,,,,,,,,,,,,0.3925,0.919635270204676,0.260463052921006,0.695887529553495,0.0015802564741544,0.4428418839,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9011,1.0,1.0,1.0,1.0,1.0,0.14536702,0.07107457,0.02362565,1.0,1.0,1.0,0.72335,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93222,1.0,0.72411
Rv0593,lprL,,,,,,,,,,,,,,,,,0.5176,0.71509665856683,0.630763679252327,0.271516467590123,0.1159173459004237,0.4680356972,0.4675979487,0.3950876543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13645856,0.07499915,0.12242524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.78502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98991
Rv0594,mce2F,,,,,,,,,,,,,,,,,0.9641,0.728783028693743,0.0958016635435867,0.673751344302656,0.0013870678815595,0.5029517069,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.17130967,0.17021835,0.18442772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.59727,1.0,1.0,0.90222,1.0,1.0,1.0,0.35942,1.0,1.0,1.0,1.0,1.0,0.56967
Rv0595c,-,,,,,,,,,,,,,,,,,,0.65113752913753,0.333316239316239,0.587732711732712,0.1220256575470775,0.4027359307,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,0.8147,0.8265,1.0,1.0,1.0,1.0,1.0,0.17617349,0.13663859,0.02134957,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99029,1.0,1.0,0.91699,1.0,0.98181,1.0,1.0,1.0,1.0,1.0,0.93486,1.0,0.23307
Rv0596c,-,,,,,,,,,,,,,,,,,,0.961904761904762,0.840079365079364,0.522222222222221,0.9999955463879538,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11777453,0.0948904,0.10589247,1.0,1.0,1.0,0.7346,1.0,1.0,1.0,0.69147,1.0,1.0,1.0,1.0,1.0,1.0,0.82702,1.0,1.0,1.0,1.0,0.99131,1.0
Rv0597c,-,,,,,,,,,,,,,,,,,0.7408,0.716162442505558,0.564273186067447,0.577008710881073,0.667672849434073,,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15041254,0.1710794,0.15813248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86621,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0598c,-,,,,,,,,,,,,,,,,,,0.676043123543124,0.47733682983683,0.821305361305362,0.5571545451761124,0.2601997358,0.5135423231,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13357582,0.14672263,0.10057711,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66963,1.0,1.0,1.0,0.36922,1.0,1.0,1.0,1.0,1.0,1.0
Rv0599c,-,,,,,,,,,,,,,,,,,,0.629502164502164,0.554025974025974,0.818181818181819,0.9999955463879538,0.1293147287,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11779522,0.11902345,0.10436671,1.0,1.0,1.0,1.0,1.0,1.0,0.8959,1.0,1.0,1.0,0.87025,1.0,1.0,1.0,0.97959,1.0,1.0,1.0,0.95977,0.99131,1.0
Rv0600c,-,,,,,,,,,,,,,,,,,,0.898285714285714,1.0,0.205714285714285,0.9857023532863808,,0.1047918367,,1.0,1.0,1.0,1.0,1.0,1.0,0.9361,1.0,1.0,1.0,1.0,0.8809,1.0,0.1359682,0.08480072,0.02832719,1.0,0.99933,0.88206,0.99717,1.0,1.0,1.0,1.0,1.0,1.0,0.43715,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0601c,-,,,,,,,,,,,,,,,,,,0.488285714285714,0.989714285714286,1.0,0.6551850130389677,0.3403006849,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12098887,0.06937103,0.1272942,1.0,0.97875,1.0,1.0,1.0,1.0,1.0,1.0,0.81833,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98179
Rv0602c,tcrA,,,,,,,,,,,,,,,,,0.3748,0.350260394075012,0.417467013406767,0.698945651044245,0.9999940173291052,0.4067078408,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.06781664,0.11825186,0.15718122,1.0,1.0,1.0,0.92993,1.0,1.0,1.0,1.0,1.0,0.81012,0.53505,1.0,1.0,1.0,0.97824,1.0,1.0,1.0,1.0,1.0,0.99641
Rv0603,-,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08315378,0.07288353,0.07580142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54498,1.0
Rv0604,lpqO,,,,,,,,,,,,,,,,,0.3964,0.206672494172494,0.606416083916084,0.505885780885781,0.4353385983254935,0.3087005097,0.5122896175,0.5127572039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10953069,0.05606138,0.01944701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96488,1.0,1.0,0.98772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77105,1.0,1.0
Rv0605,-,,,,,,,,,,,,,,,,,,0.275973465765014,0.930807924074742,0.805438939439652,0.2680263711481631,0.3826253369,0.5180172652,0.509836727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14705945,0.1489707,0.16024583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96445,1.0,0.80291,0.81425,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0606,-,,,,,,,,,,,,,,,,,0.7248,0.753234882764294,0.670375154257506,0.342199095022624,0.6082952187647339,0.4779410417,0.5122896175,0.509836727,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.12273467,0.11173148,0.04447774,1.0,0.99933,1.0,0.99805,1.0,1.0,1.0,1.0,1.0,1.0,0.96998,1.0,1.0,1.0,0.7917,1.0,1.0,1.0,0.93804,1.0,0.8235
Rv0607,-,0.01897541,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.9666868437595232,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08220371,0.07425664,0.07360634,1.0,0.82641,1.0,1.0,1.0,1.0,1.0,0.5985,1.0,0.90293,0.85988,1.0,1.0,1.0,0.78281,1.0,1.0,1.0,1.0,1.0,0.67835
