Rv_ID,gene_name,2003A_Sassetti,2003B_Sassetti,2005_Rengarajan,2006_Joshi_GI_1,2006_Joshi_GI_2,2011_Griffin_2,2013_Zhang_1A,2013_Zhang_1B,2013_Zhang_2,2013_Zhang_3A,2013_Zhang_3B,2013_Zhang_3C,2013_Zhang_3D,2016_Korte,2018_Rittershaus_1A,2018_Rittershaus_1B,2012_Zhang,2015_Kieser_GI_1,2015_Kieser_GI_2,2015_Kieser_GI_3,2015_Mendum,2016_Nambi,2017_Mishra_1,2017_Mishra_2,2017_Xu_1A,2017_Xu_1B,2017_Xu_1C,2017_Xu_1D,2017_Xu_1E,2018_Carey_1A,2018_Carey_1B,2018_Carey_1C,2018_Carey_1D,2018_Carey_1E,2018_Carey_1F,2018_Carey_1G,2018_Carey_1H,2017B_DeJesus_1A,2017B_DeJesus_1B,2017B_DeJesus_1C,B6,BXD102,BXD29,BXD39,BXD40,BXD48a,BXD51,BXD54,BXD56,BXD60,BXD62,BXD67,BXD69,BXD73,BXD73b,BXD77,BXD79,BXD9,BXD90,BXD93,DBA
Rv0001,dnaA,-3.378400690040971,,,,,,,,,,,,,,,,,1.242756287157781,1.584962500721156,-0.2138800225572905,,,,,0.0,0.0,0.0,0.0,0.0,0.76,0.0,-0.05,4.53,0.0,0.0,2.14,0.0,-0.6,-1.02,-0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0002,dnaN,,,,,,,,,,,,,,,,,,-0.5743190420650521,1.584962500721156,-1.772496512831751,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6,-1.0,-0.72,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0
Rv0003,recF,,,,,,,-6.211401637418471,-3.223422549934937,,,,,,,,,,0.9131899844630672,0.439141612217647,-0.4521526718125242,,0.59923203283883,0.0632451343237058,0.208532783401199,-0.5355964234001765,-0.5497772385802991,0.1930138178909563,-0.2108780764448887,-0.7387917906643401,1.29,0.03,-0.64,-0.49,-0.09,-0.31,0.03,-0.2,-0.41,0.45,-0.37,0.43,0.1,0.63,0.53,-0.05,0.7,1.39,0.46,-0.14,0.06,-0.05,0.12,0.59,0.97,-0.19,0.05,0.59,0.04,0.13,0.33,0.32
Rv0004,-,,,,,,,,,,,,,,,,,,0.0219943182081911,-1.119820337269385,-2.945263373151457,,1.51563908782446,2.51044563774251,4.00531673897068,0.0,0.0,-0.3219280948873623,-0.15200309344505,0.0,1.53,1.51,1.53,1.53,1.52,1.53,2.07,1.51,-0.59,-1.01,-0.72,-0.9,-0.85,-0.9,-0.9,4.02,-0.89,7.08,-0.9,2.67,3.8,5.08,5.44,-0.9,-0.9,-0.9,-0.9,-0.9,-0.28,3.95,-0.9,-0.9
Rv0005,gyrB,-5.919521730394579,,,,,,,,,,,,,,,,,3.108721767467866,4.087462841250339,-0.9054912250766836,,-1.94893507118616,-0.526196262518379,-1.1511125171,0.0,0.0,0.0,0.289506617194985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,2.21,1.96,-0.27,0.4,-0.7,-1.2,-0.48,-0.04,0.33,-0.93,-0.63,-0.98,0.63,-0.34,-0.05,-0.3,-1.79,-1.34,-0.33,-1.84,-0.3,0.71,-0.02
Rv0006,gyrA,,,,,,,,,,,,,,,,,,0.069450322220985,-2.58619826861352,1.030136139526629,,6.70293982380393,-0.539370269510519,1.70449673934752,0.5305147166987798,0.3219280948873623,0.7004397181410922,0.0,0.415037499278844,1.51,-0.37,1.24,7.03,0.7,1.86,0.96,3.07,-0.61,-1.01,-0.73,1.49,-0.83,-1.03,-1.16,-0.23,-0.6,0.22,0.84,0.18,-0.42,0.35,-0.73,-0.18,-1.1,-0.95,0.33,-0.2,-1.32,-0.35,-0.88,-1.31
Rv0007,-,,,,,,,-7.370537996884908,-8.927777962082342,,,,,,,-3.811989756,,,0.5356381521198674,-0.8966567517469431,0.1947135947108856,,-2.79510803114144,-1.66778123461663,-0.637342279963053,-3.284467095417663,-3.541732448659587,-0.4752626227987595,-0.6749837233250675,-5.057502469041333,1.13,-0.85,0.85,0.79,0.61,0.78,1.18,0.55,1.84,6.39,1.45,-0.41,-2.96,-1.38,-2.54,-1.94,-1.81,0.88,-0.32,-0.24,-1.06,-2.67,-1.7,-2.86,-1.68,-3.05,0.03,-0.23,-1.38,-1.17,-2.32,-0.47
Rv0008c,-,,,,,,,,,,,,,,,,,,0.3344741319794945,-0.4465463220935598,1.251198154159491,,0.644840825970929,2.74847334398818,1.96656250352699,0.0555047311678195,-0.2498313435410057,-0.0274887922330424,-0.6424043929628458,-0.2899699848048421,-2.75,0.04,1.36,-0.01,0.11,-0.18,-0.04,-0.26,1.63,0.58,0.88,-0.75,0.25,-0.45,0.18,-0.14,0.56,1.01,-1.72,-1.29,-0.84,0.4,-0.17,-0.36,-0.39,-0.85,-1.17,-0.42,0.82,0.23,-3.25,-0.3
Rv0009,ppiA,,,,,,-1.893134807959611,-5.022373097721687,-4.461704184724262,,,,,,,,,,0.9453979592718972,1.497388051957075,-2.799532404587618,,2.08368726420608,0.531818123789331,0.321448508024788,-0.3348659785101512,-0.6875282868070347,-0.5079106312430051,0.4706886111778655,-0.8856845786460779,1.41,-0.45,0.55,-0.66,0.16,0.23,0.65,-0.11,1.66,1.08,2.02,0.07,0.12,-1.34,-1.37,-1.03,-0.78,-1.17,-0.78,-0.01,-0.77,0.19,-0.11,-0.83,-0.63,-1.82,-0.89,-1.36,-1.52,-0.8,-1.28,-0.82
Rv0010c,-,,,,,,,,,,,,,,,,,,-0.9727451157600612,-0.2786292793175391,-0.8700390655636959,,1.20582657426909,-1.50877581373592,-0.446511876183692,0.2442114972017932,0.324336483102691,-0.1684063613960649,0.4466272127274329,-0.1772990119705906,0.63,-1.27,-0.2,-0.8,-0.05,0.74,0.65,1.41,-1.25,-1.42,-1.0,-0.28,-1.12,-0.83,-1.23,-0.64,0.24,-1.46,-0.13,-0.37,-0.27,-0.25,-0.52,-0.05,-0.32,0.59,-0.7,0.11,-0.62,-0.62,0.3,-0.57
Rv0011c,-,,,,,,,,,,,,,,,,,,-1.524992903614349,2.584962500721156,-0.5956401462365568,,,,,-2.928916901938517,-1.0,-2.781359713524659,-1.15200309344505,-2.222392421336448,3.64,-0.79,3.45,3.02,-0.79,3.49,-0.23,-0.79,-0.61,-1.01,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0012,-,,,,,,,-2.743876166387739,-4.217142360078474,,,,,,,,,,-0.6197022489133462,0.6727241812375142,-0.6217393308715498,,1.48067830669498,0.0994951352752237,1.70518215655198,-1.576420678737479,-0.6937047550156777,-1.078427014897919,-1.582442815803008,-1.027423748567033,0.86,0.22,-0.63,0.93,0.39,0.73,0.03,1.0,-0.83,1.02,-2.13,0.69,-1.96,-0.71,-3.41,-1.26,-0.41,0.66,0.52,-0.15,-0.42,0.52,-0.44,-1.03,-1.53,-0.45,-0.95,-1.06,-0.14,-0.29,-2.17,-0.68
Rv0013,trpG,,,,,,,,,,,,,,,,,,7.108524456778169,2.578093843741666,-5.294069662709253,,-2.21545514733429,-0.680296198231012,-0.455139881675047,0.2387868595871165,0.8685338375576448,-0.8494403234246188,0.8935779408638458,0.1721809753826803,1.4,-1.67,1.21,-1.66,-0.5,-1.66,3.36,-1.67,-3.32,-4.1,-4.12,0.06,0.12,0.03,1.38,-0.99,-0.47,-2.71,-2.74,-0.65,-0.25,-2.73,0.82,0.29,-0.67,-1.65,0.7,0.29,-2.04,1.0,-0.84,-0.13
Rv0014c,pknB,-4.469875227659371,,,,,,,,,,,,,,,,,-0.3948184331272289,0.0,-3.246427701164162,,1.09953030594159,-0.456997837935686,-0.260612553530544,0.0,0.0,-0.3219280948873623,-0.15200309344505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.59,-0.99,-0.72,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0015c,pknA,-4.163953493413429,,,,,,,,,,,,,,,,,-3.971341827709863,-6.074209154152944,-3.110544273082393,,1.7162000327659,-1.54039796480305,-0.988423940814756,-0.9151971589640144,-2.238610931894576,-0.1666978225776227,-0.7761361914468838,-1.397963985919902,0.26,0.27,2.05,1.07,0.99,-0.29,-0.12,1.71,-0.65,-0.99,-0.72,1.12,-0.63,-0.74,0.95,-1.57,1.2,0.2,1.27,-0.73,2.39,-1.57,1.02,-1.27,1.95,-1.2,-0.03,-0.7,-0.62,0.43,0.1,0.25
Rv0016c,pbpA,,,,,,,-7.199672344836364,-7.285402218862249,,,,,,,,,,0.4475988189401281,0.0023291989828502,-0.5466927202890347,,-0.712608277800567,-3.82946341569429,-2.19521684036948,-0.9784846793452004,-0.8300403046276201,-0.3989957090809845,-4.123876427120828,-1.950948861694856,2.01,-0.21,1.59,2.34,0.71,1.79,-1.51,0.55,0.87,-0.57,-0.89,-0.48,0.22,0.06,-1.14,0.2,-0.3,1.1,-0.86,0.44,-1.16,0.02,-1.28,-0.39,-0.17,-0.35,0.61,-0.67,0.33,-0.99,-0.09,0.36
Rv0017c,rodA,,,,,,,-8.78135971352466,-5.100136671285449,,,,,,,,,,1.514407925703058,1.423577755079121,-2.452390312920507,,-0.552812901405973,-1.37476999977315,-1.38101469243558,-2.096165244225045,-0.9787661655607808,-0.3333801679952991,-3.56733659546241,-2.179765440597379,1.2,-0.24,1.89,1.65,0.59,1.35,-0.75,0.11,3.31,0.91,2.8,-0.16,-0.04,0.48,-0.41,0.41,0.05,0.22,0.05,0.53,-0.15,-1.21,-1.16,-0.63,-0.43,-1.29,0.5,-0.72,0.14,-0.61,-0.7,0.75
Rv0018c,ppp,,,,,,,-5.494290525747287,-7.483815777264256,,,,,,,,,,1.37619473681329,-0.5633182643799655,1.733899421899327,,1.35731634742865,-0.704941679896356,-2.13640525401861,0.26253459808901,0.3304007272361303,0.7297229040333177,-1.004341148623621,0.7747041865770022,0.02,0.99,-0.74,0.73,0.15,0.36,0.08,1.17,1.21,0.0,1.73,-1.77,-1.39,-2.22,-3.51,-1.08,-1.71,-1.45,-0.98,-1.44,0.03,-0.58,-2.3,-1.83,-2.71,-1.71,-1.07,-1.77,0.13,-1.93,-1.03,-2.02
Rv0019c,-,,,,,,,-6.700439718141092,-3.854219185730439,5.552601366645897,,,,,,,,,2.077489899171606,-1.023022962664529,3.176264407435201,,-0.790631351127085,-2.75863421996768,-2.81137888585465,1.183092631867225,0.7502609404002896,0.7107666647476639,-1.684119788346881,-0.0946525589304052,0.79,1.35,-1.4,-0.16,0.25,0.96,-0.39,-0.08,0.42,-0.69,0.8,-1.77,-0.94,-1.28,-1.91,-0.26,-0.54,-0.85,-0.05,-0.58,-0.12,0.57,-1.92,-0.64,-0.64,-0.06,-0.02,-0.34,-0.22,-0.71,-0.32,0.15
Rv0020c,TB39.8,,,,,,,,,,,,,,,,,,1.076949640934824,0.3691971686569621,0.5863596364343009,,-0.443534677911193,-0.44111074926416,-1.6958680726197,-0.809524514175851,-0.8222537984369425,0.5955752126001266,-2.55382219938877,-0.2457897551956572,1.82,0.95,0.56,1.02,0.59,1.11,0.19,0.27,-1.77,-2.84,-1.8,0.39,0.07,0.49,0.7,0.47,0.09,0.19,-0.42,0.5,0.73,0.71,0.94,-0.3,-0.08,0.67,0.7,0.25,0.57,0.7,-0.15,-0.01
Rv0021c,-,,,,,,,-0.0373102590717099,-4.441268272366918,,,,,,,,,,0.1238986596315672,0.3898648616664382,-0.1857049249508522,,-1.05941497209826,-0.284918074947788,-0.135729924295532,0.0611580845600218,0.0373614000421327,-0.2627336230236644,0.6974834705757601,-0.0953599428916307,0.41,-0.02,-0.7,-0.21,-0.1,0.1,0.43,0.02,0.38,-0.2,0.01,0.09,0.38,-0.02,0.1,0.22,0.07,-0.21,0.01,0.27,-0.03,0.57,0.34,0.08,0.19,0.09,0.16,0.17,0.22,-0.09,0.57,0.39
Rv0022c,whiB5,,,,,,,,,,,,,,,,,,-1.861103610107642,-1.082533837592072,1.825494482254018,,-1.18673362477662,0.216535855379902,0.22225814125558,-0.1603888904445279,-0.2633763348253879,-0.0885305852638773,-0.2566612108079159,0.2712952265725236,0.65,-0.14,-0.37,0.28,0.09,0.01,0.56,0.75,1.04,0.28,-0.35,-0.19,-0.28,-0.48,0.02,-0.3,-0.05,0.63,0.03,-0.32,-0.07,0.13,-0.27,0.12,-0.52,-0.13,-0.16,-0.17,0.27,-0.15,-0.42,-0.14
Rv0023,-,,,,,,,,,,,,,,,,,,-3.818033696354695,-2.584713690868704,2.321928094887362,,,,,0.0,0.0,0.0,0.0,0.0,2.34,0.1,0.0,0.0,0.0,0.0,2.49,5.21,-0.59,-1.0,-0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0024,-,,,,,,,,,,,,,,,,,,-1.800445899616425,-1.177468495202075,1.448259958660942,,1.0674174236827,0.171236313179946,0.242947647906861,-0.0279656882853846,0.0824007100784127,-0.0374004105430952,-0.0709239106937452,0.2752070017686035,-0.19,0.44,1.97,-0.16,0.13,-0.12,-0.27,0.34,-0.07,-0.04,-1.24,-0.38,-0.49,-0.07,-0.2,-0.59,-0.75,-0.24,-0.72,-0.66,-0.58,-0.41,-0.46,-0.63,-0.36,-0.51,-0.43,-0.62,-0.45,-0.31,-0.42,-1.0
Rv0025,-,,,,,,,,,,,,,,,,,,-0.5379823870785578,0.287651434079392,0.6401796292010715,,-2.93121276616994,0.6759617885911,0.788971911419579,0.0378391143725805,-0.0341988171055053,-0.2240195551626805,-0.3284958189695815,-0.0153901366844201,1.48,0.85,-0.45,-0.08,0.44,0.94,0.76,1.45,1.64,0.72,1.55,-0.22,-0.6,-0.89,0.42,-0.07,-0.12,-0.34,-0.17,-0.2,-0.17,0.3,-0.13,-0.07,0.3,-1.22,0.17,0.14,0.06,-0.36,-0.29,0.35
Rv0026,-,,,,,,,,,,,,,,,,,,-0.3195998728201538,0.1459994981873385,0.0175903352640648,,0.711316445575248,0.0489862188611563,0.024210694768074,-0.0428835873208253,-0.0425161276243863,-0.1552299442107608,-0.1321517799436806,0.0117890327440604,0.16,0.44,0.27,-0.48,-0.06,-0.15,0.01,0.0,-0.68,0.14,-0.52,0.07,-0.27,0.09,0.51,-0.08,0.11,0.47,0.1,-0.13,0.2,-0.13,-0.15,0.16,-0.1,-0.77,-0.04,0.15,0.3,0.0,-0.4,-0.35
Rv0027,-,,,,,,,,,,,,,,,,,,-2.591188344429968,-6.038490849273654,2.251457026543262,,5.43318290651617,-1.35740379750941,0.512034804910552,0.0780815884822152,0.2373464969539392,-0.0218191162432202,-0.0182391182850423,-0.0154548348954535,0.66,0.43,-1.84,-0.5,-0.03,-0.89,-0.1,0.37,-1.56,-1.32,-0.95,0.96,-0.92,0.58,0.7,-0.34,0.41,-1.22,0.34,-0.48,0.55,-0.03,-0.5,-0.61,0.28,-3.37,-0.25,-0.74,-1.09,-0.15,-0.93,-0.58
Rv0028,-,,,,,,,,,,,,,,,,,,0.7832400457846228,1.220346118362163,-1.17854202943705,,-2.04068964648466,1.92521606662354,1.2954787996017,0.125313971340733,0.1165451368736232,-0.1019229908054358,0.1872157362353866,0.1037327870946908,1.01,0.53,0.67,0.12,0.14,-0.08,0.58,0.44,0.05,-1.71,-0.24,-0.48,0.03,0.18,0.01,-0.55,-0.16,0.06,-0.38,-0.42,-0.43,-0.03,-0.28,-0.18,-0.14,-0.04,-0.2,-0.29,-0.27,-0.15,-0.11,-0.13
Rv0029,-,,,,,,,,,,,,,,,,,,-0.7702359885947017,1.258658747574409,0.4013696929463412,,-0.228693908888525,-0.468326280705993,-0.380741954349747,0.1721359662400802,-0.0956700941424557,-0.1519072546178103,0.1259593982952569,-0.3400898324988234,0.73,0.72,-0.07,-0.01,0.04,0.9,0.16,0.18,-0.49,-0.54,-2.3,-0.06,-0.16,-0.24,0.18,0.1,-0.03,0.58,0.0,0.08,0.0,0.56,0.33,-0.15,-0.48,0.12,0.05,-0.06,-0.06,-0.05,0.57,0.09
Rv0030,-,,,,,,,,,,,,,,,,,,0.2704965866381104,-0.2269472063367468,1.242281334401068,,1.14384031665542,0.736094955332996,-0.0257876063495289,-0.221041731180285,-0.278785664472759,-0.1667575823557481,-0.0491476493290881,0.0381609949935907,-0.5,-0.72,0.0,-0.14,-0.31,1.49,-0.84,0.6,0.73,-0.48,0.6,0.26,0.08,-0.39,0.81,0.13,0.17,0.71,0.75,-0.1,-0.47,-0.22,-0.48,0.11,0.59,0.14,0.11,0.2,0.67,0.67,0.25,-0.28
Rv0031,-,,,,,,,,,,,,,,,,,,4.954196310386875,4.954196310386875,-2.975310988826459,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,-0.38,-0.8,-0.5,-1.28,-5.66,-0.7,-3.67,0.95,-2.63,-5.65,-2.59,-0.62,-1.46,-5.66,0.07,-1.35,0.99,-3.21,0.71,1.73,-2.99,-1.0,-5.66,-0.21
Rv0032,bioF2,,,,,,,,,,,,,,,,,,0.2518608555900813,0.3315098163421564,0.1630504050547363,,-0.235244285601932,0.469370423703809,0.279961856301672,0.031198916746261,0.1407262945232452,-0.1956555796354359,0.0385564530151136,-0.036428958438978,0.4,0.72,0.09,0.28,0.13,-0.1,0.34,0.81,-1.13,-0.18,-0.71,0.04,-0.07,0.03,0.22,-0.04,-0.17,-0.12,-0.07,-0.13,-0.18,0.13,-0.07,0.03,0.02,0.05,0.05,0.05,0.04,-0.06,0.03,0.04
Rv0033,acpA,,,,,,,,,,,,,,,,,,1.298998319904773,0.071858989392292,-0.3583597580336264,,-0.159171627469683,0.53675267678532,1.40392045655336,0.0897196906228138,-0.3424163794507399,0.0105906452521008,-0.2094289497943809,-0.2203595631817876,0.49,-1.42,-0.83,0.08,-0.54,-0.95,0.43,-0.27,1.28,1.04,-0.33,-0.53,0.02,0.3,-0.16,-0.26,-0.37,-0.59,-0.11,-0.44,-0.24,0.61,-0.77,-0.1,0.0,0.27,-0.59,-0.22,-1.45,0.28,0.03,-0.12
Rv0034,-,,,,,,,,,,,,,,,,,,0.0891679162621894,0.6648097579265604,-0.8729078651683234,,-0.123811019965234,-0.0914361764725602,0.359729669837806,-0.1960825230779913,-0.501653429404026,-0.649943688886098,-0.879265511152563,-0.2882376444322943,3.04,1.56,0.23,1.03,1.2,1.13,1.5,1.11,2.09,2.88,2.58,-0.62,-0.5,-0.29,-1.4,-0.22,-1.32,0.12,0.06,-0.67,-0.01,-0.27,-0.48,-0.6,-0.25,0.36,-0.55,-0.2,-0.57,-0.2,-0.24,-1.2
Rv0035,fadD34,,,,,,,,,,,,,,,,,,-0.6166582980720856,-0.1722058437705583,0.7426501645404189,,0.434467699447795,-0.0785434981466448,0.137903736014626,-0.0002342512756739,0.0088035482992891,-0.1199118711091888,0.0129613156839053,-0.1822126040230764,0.21,0.07,-0.05,0.42,0.19,0.45,0.75,1.36,-0.42,-0.51,-0.81,0.17,-0.03,0.02,0.22,-0.02,0.06,-0.58,-0.17,-0.08,0.14,0.02,-0.19,0.11,-0.25,0.1,-0.05,0.16,-0.08,-0.04,0.16,-0.07
Rv0036c,-,,,,,,,,,,,,,,,,,,-1.744708668546137,-1.041462989709402,1.894980797135952,,1.37402813089826,-1.01793284945214,-0.750950503226976,0.3076502946387544,0.2811017286349072,0.1490744759786371,0.2120768331490367,0.5050945025660539,-1.89,-0.34,-1.44,-0.13,-0.31,-0.43,0.62,0.68,0.4,0.47,-2.51,0.1,-0.23,-0.09,-0.61,0.07,-0.11,0.1,0.61,-0.14,-0.15,0.33,0.92,0.1,0.2,-0.64,-0.14,-0.12,0.07,0.15,0.03,-0.53
Rv0037c,-,,,,,,,,,,,,,,,,,,0.3930156155817305,0.4493711244605606,0.339257151195854,,-1.15027594343938,-0.317448758801504,-0.0143096605298424,-0.3396896905806541,-0.589689410451009,0.1920767114271647,-1.479905599456079,-0.906707941301648,0.69,0.53,-1.11,-0.41,0.1,-0.21,0.75,0.48,-0.89,-1.82,-1.2,-0.28,0.33,-0.2,-0.36,-0.24,0.1,-0.28,-0.12,0.04,0.33,0.17,0.42,-0.24,-0.08,0.54,0.17,0.05,-0.41,-0.07,-0.47,0.01
Rv0038,-,,,,,,,,,,,,,,,,,,1.033169357948457,1.739995943770406,-2.30569275192802,,0.340205441284277,-0.486781641350234,-0.120057278569401,0.0653451324197142,-0.0287961998396274,0.9007617478612834,-0.3961725183381184,0.2071732483617086,0.06,-0.34,-0.15,-0.05,-0.39,0.23,-0.33,-0.05,2.04,1.79,2.29,0.19,-0.67,-0.72,-0.92,-0.82,-0.85,-0.37,-0.87,-0.73,-0.48,-0.36,-0.61,-0.18,-0.82,-0.03,-0.51,-0.4,-0.44,-0.63,-1.37,-0.24
Rv0039c,-,,,,,,,,,,,,,,,,,,0.0394422433450096,1.526979164248425,0.0917273227736565,,0.358355127986367,0.24874641902161,0.36286826265357,0.0158667378404338,-0.0274226954653718,-0.4830422067250364,-0.4715066357453904,0.2143473747826147,0.86,1.26,-1.4,0.84,0.35,0.84,0.18,0.3,0.73,0.33,-0.01,-0.28,-0.5,-0.4,-0.5,-0.38,-0.83,-0.48,-1.01,-0.41,-0.51,-0.59,-0.52,-0.53,-0.02,-0.5,-0.48,-0.16,0.16,-0.25,-0.41,-0.78
Rv0040c,mtc28,,,,,,,-7.173526825381349,-4.987852627540325,,,,,,,,,,-1.301983263573946,-0.6353134835990928,0.3718845144471142,,2.68461010713489,-0.740897405864389,-0.848382999343603,-0.7154001080242716,-1.314975334245596,0.0314163458866548,0.0361285628246524,-1.448173890286588,1.05,-1.11,-0.46,-0.11,0.01,0.52,-0.68,0.18,-1.46,-1.63,-0.52,0.0,-1.56,-0.33,-0.87,-0.7,-0.73,1.08,-1.0,-0.66,-0.59,-0.67,-0.57,-1.3,-0.48,-0.74,-1.01,-1.28,-1.06,-0.39,0.23,-0.8
Rv0041,leuS,-3.138367899260653,,,,,,,,,,,,,,,,,3.698905364841782,1.137000099337844,-5.842519882475307,,,0.201003417223432,1.74684747867032,0.0,0.3219280948873623,0.0,0.0,0.0,1.57,1.56,1.57,4.48,2.73,3.52,3.0,1.56,-0.59,-1.0,-0.73,-0.17,-0.09,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.16,-0.17,-0.17,-0.17,-0.17,-0.17,-0.17,-0.07,-0.15,-0.16,-0.16,-0.17
Rv0042c,-,,,,,,,,,,,,,,,,,,1.157190670162395,1.44031286197085,-5.22922974928192,,-1.49315311375846,0.325465887742907,-0.697745210996256,-0.7504077523560663,-0.2530508446729284,-0.208501196389092,1.633121012172599,-0.3096844991326153,-0.17,3.69,-0.15,0.86,1.59,0.79,1.07,2.05,3.55,0.89,1.29,-0.29,0.02,0.82,0.74,-0.15,-0.13,-0.92,-0.58,0.26,-0.41,-0.64,-0.28,-0.31,-0.24,-0.03,0.07,0.25,-0.5,0.47,0.44,0.34
Rv0043c,-,,,,,,,,,,,,,,,,,,-0.6763947591880537,1.162726096316472,-1.597643701268844,,-0.295491639599174,-1.82032375943158,-0.880158375534848,0.9828310671469342,0.5280901010222401,-1.37543987963575,-0.2198650924994631,0.0453876961479961,0.0,-0.55,-2.98,-0.67,-0.35,-0.48,0.35,-0.02,-1.73,0.4,-0.06,-0.15,-0.56,-0.97,0.37,-1.29,-0.32,-0.01,-0.77,-1.05,-0.81,-0.66,-1.15,-0.5,-0.76,-0.25,-0.55,-0.54,-0.21,-0.23,-0.32,-1.41
Rv0044c,-,,,,,,,,,,,,,,,,,,0.1262332637819438,-0.3779672107860323,0.2063152524050254,,-0.0938876937717107,0.148020673625094,0.384378449540254,0.0872889556914427,0.2613299165694416,-0.1959770434996895,-0.1679543949016814,0.0996460683966573,0.73,0.45,-0.11,0.26,-0.01,-0.05,0.42,0.49,0.12,0.4,-1.28,-0.18,-0.1,-0.06,-0.1,-0.13,0.21,-0.62,-0.45,-0.05,0.0,-0.43,-0.2,-0.12,-0.17,-0.01,0.04,-0.1,0.08,-0.21,0.0,-0.12
Rv0045c,-,,,,,,,,,,,,,,,,,,0.6296162833556116,-0.2135480788228512,1.653812162644386,,-0.507643093058305,-0.483593560592726,-0.426547940455938,0.0701849714678529,0.0302558203076735,0.1654960231150452,0.3378382447679618,-0.0846643361352247,2.2,1.87,-0.79,1.46,0.8,1.35,1.31,1.22,-1.83,-1.83,-2.19,-0.29,-0.34,-0.22,0.12,0.09,0.37,0.14,-0.01,-0.08,-0.13,0.27,0.12,0.1,0.04,0.57,-0.03,-0.09,0.39,0.02,0.18,-0.17
Rv0046c,ino1,,,,,,,,,,,,,,,,,,-1.766492444300603,-3.331824491175576,5.754887502163468,,,,,0.0,0.0,0.0,0.289506617194985,0.0,0.0,0.0,0.0,2.91,2.0,0.0,0.0,0.0,-0.59,-1.01,-0.72,-0.12,-0.08,0.5,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12,-0.12
Rv0047c,-,,,,,,,,,,,,,,,,,,0.361496639857131,0.3833103394902416,0.4796613483410501,,-2.74371720977894,-3.03498792081927,-2.10462155416097,-0.2075044492941506,-0.8344344561138883,-0.5005365034794675,2.050351043512766,-1.941934617087433,0.5,-0.83,1.17,-1.36,-0.08,-0.02,0.14,-0.47,-1.24,-4.3,-2.89,-0.66,0.67,-0.35,-0.65,0.23,0.57,-0.73,0.77,0.4,0.3,1.57,2.12,0.73,0.14,-0.5,0.26,-0.23,0.62,0.07,-0.56,0.46
Rv0048c,-,,,,,,,,,,,,,,,,,,0.119505116926081,0.2863697296945884,-0.7609023516325261,,-0.884335909435488,0.356378188603799,0.375188410198449,0.1899259610070715,0.0001822792940787,-0.0642726413124513,0.5014688803284066,0.0267328409094795,0.04,0.6,-0.01,-0.45,0.03,0.11,-0.29,0.47,0.34,-0.7,-0.09,0.05,0.28,0.18,0.24,0.24,0.25,0.24,0.43,0.1,0.09,0.42,0.74,0.44,0.14,0.22,0.17,0.15,0.27,0.13,0.08,0.14
Rv0049,-,,,,,,,,,,,,,,,,,,3.824400363989182,10.74062404448941,-3.224778246482977,,0.428296498579654,-1.00441347116417,-2.85986177107605,-3.445675127118313,-1.130954500098168,-1.927702000779658,-2.657747912109403,0.4027886424310118,1.46,0.77,1.39,3.17,0.89,0.96,0.7,1.04,2.9,-0.22,-0.62,-0.2,0.13,0.39,0.71,0.62,1.29,0.05,1.49,0.91,0.63,1.8,1.83,1.21,1.03,0.6,0.5,0.29,1.14,0.26,0.0,0.21
Rv0050,ponA1,,,,,,,-7.954196310386875,-1.359360044554119,3.154598250515318,,,,,,,,,10.02705823884961,5.439840648100823,-1.641463147015586,,-0.420035823626626,0.153256028009048,0.119608352867023,-3.999118605995869,-0.6459989833641254,-1.641231308650705,-0.9391988953266472,-0.3357093585738071,1.5,0.36,0.45,0.84,0.04,0.68,-1.06,0.2,1.29,2.21,2.78,-0.17,0.59,-0.23,0.23,-0.01,0.39,0.42,0.7,0.1,0.14,-0.18,-0.16,0.0,0.06,-0.17,0.04,0.34,0.24,0.28,0.39,-0.03
