hUMAP_x	hUMAP_y	gene_names
10.706884	7.0150814	Rv0784
6.965968	2.083086	Rv0785
7.964033	6.843807	Rv0786c
16.060379	7.7038984	Rv0787
16.255917	8.843191	Rv0787A
18.861214	11.991589	Rv0788
9.764418	4.1810393	Rv0789c
10.647808	5.283063	Rv0790c
12.172529	3.6221976	Rv0791c
7.3248787	5.041752	Rv0792c
11.014094	2.5491247	Rv0793
15.392568	-1.3406596	Rv0794c
-3.8399217	7.949115	Rv0795
-3.5410867	16.943958	Rv0796
14.198359	-2.1542962	Rv0797
10.023653	3.0800352	Rv0798c
14.172697	-1.7027858	Rv0799c
5.8686957	-4.9107423	Rv0800
16.226013	-1.051319	Rv0801
8.664842	1.2823193	Rv0802c
17.374428	7.492474	Rv0803
11.651986	-0.28815028	Rv0804
5.814361	-4.989319	Rv0805
5.446953	3.6013334	Rv0806c
12.459517	-0.2585451	Rv0807
11.87121	2.3180952	Rv0808
16.977833	14.641113	Rv0809
17.338543	7.078275	Rv0810c
16.518097	10.4054165	Rv0811c
14.737387	-2.2047086	Rv0812
9.841564	1.8595845	Rv0813c
11.566877	1.5421427	Rv0814c
-2.0064433	16.423727	Rv0815c
11.788331	0.78191733	Rv0816c
11.073257	6.351196	Rv0817c
4.6499143	2.1021402	Rv0818
2.2323523	23.908272	Rv0819
4.5401025	2.0035577	Rv0820
14.476572	-2.1319654	Rv0821c
11.994412	7.496379	Rv0822c
12.388559	4.508488	Rv0823c
17.800734	10.00947	Rv0824c
6.940224	2.0025663	Rv0825c
7.829671	-0.66607195	Rv0826
16.077736	-1.2371582	Rv0827c
6.001704	-0.33786798	Rv0828c
10.214272	-0.888824	Rv0829
12.089597	5.229502	Rv0830
10.608668	5.0667925	Rv0831c
11.456377	-3.7551033	Rv0832
3.8924353	5.2914157	Rv0833
5.055011	4.813214	Rv0834c
0.03192012	13.404236	Rv0835
11.239274	-4.57047	Rv0836c
3.519837	14.418364	Rv0837c
6.9472528	5.2322936	Rv0838
13.534042	4.044424	Rv0839
12.7457695	1.4334477	Rv0840c
12.648427	-0.71358836	Rv0841
14.137217	-0.1799358	Rv0842
9.877278	6.1127663	Rv0843
9.4546795	1.956409	Rv0844c
8.481798	3.9394515	Rv0845
16.252163	9.002095	Rv0846c
12.931737	-1.8532714	Rv0847
8.5446825	1.7978727	Rv0848
20.61761	20.441502	Rv0849
20.407784	20.286245	Rv0850
11.2861595	-4.7493796	Rv0851c
10.834756	2.658513	Rv0852
7.1284304	-2.046472	Rv0853c
12.634922	2.1092231	Rv0854
14.539928	5.7023625	Rv0855
8.934212	4.3245506	Rv0856
8.231942	-4.324812	Rv0857
9.022527	-0.79877484	Rv0858c
5.3305073	3.3726993	Rv0859
8.889724	12.217881	Rv0860
14.147315	-1.7065907	Rv0861c
13.06041	4.6615453	Rv0862c
11.93425	-1.756852	Rv0863
11.250298	-0.79991263	Rv0864
12.554546	4.9341	Rv0865
8.93856	-1.081795	Rv0866
10.930718	12.427563	Rv0867c
11.13301	5.6242094	Rv0868c
4.3078427	-0.30405918	Rv0869c
12.889316	-2.34212	Rv0870c
4.266621	2.9306264	Rv0871
4.569005	5.0123167	Rv0872c
9.873557	4.764707	Rv0873
5.095594	4.7448835	Rv0874c
13.719508	-2.840311	Rv0875c
9.60782	4.7161508	Rv0876c
5.045604	1.7532777	Rv0877
12.841184	1.889656	Rv0878c
13.629374	4.0744934	Rv0879c
10.296819	4.3900156	Rv0880
11.786782	3.7668471	Rv0881
10.262651	2.105579	Rv0882
16.980364	0.26470602	Rv0883c
12.533998	20.895306	Rv0884c
12.214919	-10.001263	Rv0885
10.699624	2.5930016	Rv0886
13.1902685	2.8120766	Rv0887c
7.968221	2.0775657	Rv0888
8.392209	-1.9634689	Rv0889c
10.67141	6.7169957	Rv0890c
11.347154	5.2642097	Rv0891c
13.365477	-0.87137663	Rv0892
8.85044	11.904256	Rv0893c
11.286505	0.43031445	Rv0894
6.4907103	2.190746	Rv0895
18.962173	10.1547575	Rv0896
14.880095	-1.8485304	Rv0897c
16.125174	-1.1534154	Rv0898c
3.8007848	14.297801	Rv0899
8.6876545	-3.3358455	Rv0900
6.720039	1.1824913	Rv0901
9.685431	-3.5709064	Rv0902c
9.946169	-0.2586689	Rv0903c
16.185928	-0.08474688	Rv0904c
15.346693	-1.6830229	Rv0905
6.86003	1.1424806	Rv0906
6.7702456	8.491911	Rv0907
8.828814	-1.310409	Rv0908
5.9100585	3.0299237	Rv0909
5.7029996	3.2702498	Rv0910
11.148279	3.8905706	Rv0911
9.274505	0.089611046	Rv0912
21.491697	11.50262	Rv0913c
7.533375	4.5424175	Rv0914c
8.723501	1.1352831	Rv0915c
13.375762	2.6208966	Rv0916c
10.951466	-1.4828535	Rv0917
8.333323	2.982045	Rv0918
7.6287155	10.488064	Rv0919
11.487714	-1.6783116	Rv0920c
13.224336	8.421772	Rv0921
10.545209	0.60671055	Rv0922
9.721438	-3.474209	Rv0923c
4.7520347	8.646001	Rv0924c
11.080806	0.6541023	Rv0925c
9.939912	1.435183	Rv0926c
2.604982	15.6999035	Rv0927c
4.968585	1.7241699	Rv0928
4.872318	1.7634758	Rv0929
4.9043684	2.0017302	Rv0930
5.253657	8.40623	Rv0931c
14.9271965	1.1845678	Rv0932c
10.532732	-0.76980376	Rv0933
12.162351	0.4028631	Rv0934
9.68319	-3.4916315	Rv0935
13.990056	1.9976761	Rv0936
10.99446	1.5362747	Rv0937c
14.576313	5.361141	Rv0938
7.497611	0.006389372	Rv0939
4.292079	-0.21107073	Rv0940c
7.6647515	4.8455415	Rv0941c
5.6880794	-0.30264586	Rv0942
8.744301	3.9241478	Rv0943c
8.833546	3.9709086	Rv0944
9.499299	0.2322651	Rv0945
21.579905	11.6423855	Rv0946c
13.674941	-2.6722815	Rv0948c
13.440696	12.4429455	Rv0949
15.432176	10.870362	Rv0950c
17.802181	13.23128	Rv0951
12.470991	20.82196	Rv0952
12.265248	-3.0466852	Rv0953c
9.570886	4.6996546	Rv0954
10.235739	-4.068468	Rv0955
9.288455	-6.3312635	Rv0956
9.813683	-6.475035	Rv0957
13.167732	-2.2104828	Rv0958
12.765718	-1.8410895	Rv0959
10.338982	0.4177228	Rv0960
11.484823	0.8183112	Rv0961
10.612735	2.2786026	Rv0962c
12.669597	3.0591152	Rv0963c
12.527467	2.8107765	Rv0964c
12.534804	5.6947875	Rv0965c
11.432867	4.2109475	Rv0966c
15.054343	-1.6413995	Rv0967
10.893815	2.278605	Rv0968
12.967308	-2.100591	Rv0969
11.817549	3.7923284	Rv0970
8.789295	2.2609203	Rv0971c
10.614593	2.5225534	Rv0972c
9.406435	0.60032076	Rv0973c
10.543422	4.7758217	Rv0974c
12.640786	5.9370775	Rv0975c
-0.95305884	5.8354907	Rv0976c
10.2981205	3.9792762	Rv0977
8.161273	-0.67977935	Rv0978c
17.516895	11.407411	Rv0979A
16.780218	4.4870224	Rv0979c
8.442479	3.085726	Rv0980c
10.504398	-0.028507648	Rv0981
21.931406	10.734029	Rv0982
13.837693	-2.6565187	Rv0983
12.260454	1.5842017	Rv0984
12.706996	-1.8395354	Rv0985c
4.9638605	-0.40839928	Rv0986
20.496243	20.396837	Rv0987
10.89109	5.05584	Rv0988
14.489665	2.2103035	Rv0989c
6.2053466	3.3536875	Rv0990c
4.2499914	2.9877262	Rv0991c
7.659126	2.9922445	Rv0992c
19.131481	8.572162	Rv0993
21.231457	17.392965	Rv0994
14.574099	-2.4073446	Rv0995
11.9393835	10.406487	Rv0996
12.868604	-2.761537	Rv0997
9.781684	-5.803129	Rv0998
21.309948	17.47981	Rv0999
14.179393	5.7279024	Rv1000c
11.87813	6.6082163	Rv1001
17.541546	10.055634	Rv1002c
9.791472	0.8493578	Rv1003
14.1414585	3.2089715	Rv1004c
14.350957	-2.323143	Rv1005c
11.195532	11.987242	Rv1006
18.321775	8.934523	Rv1007c
2.1072967	15.542652	Rv1008
5.9489627	-4.677531	Rv1009
8.837861	11.98704	Rv1010
12.510821	20.916622	Rv1011
14.466779	-2.6052792	Rv1012
14.533906	-1.2277256	Rv1013
7.8095326	9.935297	Rv1014c
16.976223	-1.0905284	Rv1015c
16.8736	22.776733	Rv1016c
19.305258	11.346372	Rv1017c
18.865225	9.896423	Rv1018c
5.7587676	3.32352	Rv1019
14.355631	-1.4608281	Rv1020
12.231754	0.997439	Rv1021
10.749512	0.41029304	Rv1022
16.26741	-0.5262334	Rv1023
12.667484	20.747925	Rv1024
15.241217	10.896611	Rv1025
11.012425	1.0758984	Rv1026
12.0004015	3.0686803	Rv1027c
7.0998955	3.3682399	Rv1028A
7.511191	8.111499	Rv1028c
1.4083416	5.168208	Rv1029
-0.08942401	13.27911	Rv1030
7.683908	4.481946	Rv1031
15.316751	1.121345	Rv1032c
15.798058	-3.3708582	Rv1033c
7.6661706	0.90863454	Rv1034c
10.445039	0.11052615	Rv1035c
10.882407	-3.9894795	Rv1036c
9.2864685	3.8191285	Rv1037c
5.7216964	-0.13106123	Rv1038c
10.165792	3.9416504	Rv1039c
11.692368	4.672039	Rv1040c
16.254622	-1.1101837	Rv1041c
12.826446	-2.9083889	Rv1042c
6.1761146	5.4850974	Rv1043c
6.148306	2.0614314	Rv1044
12.3763275	-10.121789	Rv1045
12.5920725	-1.5928813	Rv1046c
-3.61353	16.990435	Rv1047
15.984456	1.1023605	Rv1048c
10.83635	-0.59312665	Rv1049
10.027247	-1.3238554	Rv1050
9.348448	1.1541435	Rv1051c
13.60044	-1.4342052	Rv1052
14.345774	-1.3293575	Rv1053c
11.711375	-3.0505276	Rv1054
9.653985	-0.4894298	Rv1055
14.52683	-1.3938109	Rv1056
10.531649	-0.8554322	Rv1057
5.641931	3.4579003	Rv1058
7.9243174	4.1700187	Rv1059
11.7067585	3.402879	Rv1060
11.532266	-4.6829567	Rv1061
8.1056795	4.19071	Rv1062
8.871711	-1.2216986	Rv1063c
3.8177958	5.5028005	Rv1064c
12.613986	5.9309354	Rv1065
14.530583	1.1522679	Rv1066
3.6242442	5.556658	Rv1067c
8.461154	-15.079255	Rv1068c
17.284727	6.6100173	Rv1069c
21.831907	10.5145645	Rv1070c
21.27596	11.47604	Rv1071c
6.3512287	0.90460753	Rv1072
11.57651	-0.081420764	Rv1073
6.34916	5.5433335	Rv1074c
13.703036	4.171112	Rv1075c
13.322752	8.567487	Rv1076
14.5041065	-1.683375	Rv1077
8.918245	12.470302	Rv1078
7.547105	-3.4106667	Rv1079
17.359806	7.244506	Rv1080c
20.534225	20.466043	Rv1081c
5.6254673	3.3927383	Rv1082
10.302515	4.801198	Rv1083
13.063328	-1.8600346	Rv1084
16.340487	9.00205	Rv1085c
20.958279	17.199793	Rv1086
4.327376	5.106928	Rv1087
9.889956	6.398153	Rv1087A
8.88684	0.45986146	Rv1088
12.419977	-0.46213523	Rv1089
12.537785	-0.39694768	Rv1089A
7.752238	-0.69217336	Rv1090
4.900698	4.7629447	Rv1091
16.648561	4.333677	Rv1092c
14.083194	19.680788	Rv1093
19.175066	8.387213	Rv1094
9.078446	7.5115275	Rv1095
15.3272085	11.113576	Rv1096
11.489769	1.680239	Rv1097c
17.911592	13.963642	Rv1098c
9.877946	-5.5278797	Rv1099c
9.690421	-1.8243084	Rv1100
11.909222	4.7324014	Rv1101c
11.377834	-4.3530707	Rv1102c
10.457425	1.5274705	Rv1103c
9.005838	5.5397053	Rv1104
9.446391	3.500518	Rv1105
20.434425	0.059524536	Rv1106c
14.946876	3.299652	Rv1107c
13.363928	-2.6223092	Rv1108c
8.450538	-3.923575	Rv1109c
9.63421	-6.5355906	Rv1110
10.0579195	1.7543503	Rv1111c
12.9495535	-1.6024102	Rv1112
10.363789	-4.817744	Rv1113
25.011538	3.353553	Rv1114
10.197762	1.0910622	Rv1115
13.432979	5.106586	Rv1116
12.662544	-1.5055867	Rv1116A
5.901008	0.82174873	Rv1117
12.963613	0.9856247	Rv1118c
7.0628552	0.59174806	Rv1119c
14.278604	-2.5485885	Rv1120c
5.0170465	-6.776494	Rv1121
15.16624	18.254969	Rv1122
11.057411	2.542924	Rv1123c
12.390901	1.6021562	Rv1124
12.023907	-0.008942658	Rv1125
14.9541235	-1.3437905	Rv1126c
20.820814	0.11572276	Rv1127c
13.609758	4.1279144	Rv1128c
2.2887313	3.5350177	Rv1129c
2.4314427	3.6410775	Rv1130
13.76515	-1.0753361	Rv1131
9.748158	4.0070124	Rv1132
18.917648	11.956259	Rv1133c
17.476973	-0.38884643	Rv1134
9.823139	0.3803461	Rv1135A
8.115208	2.6885886	Rv1135c
8.194787	0.002466725	Rv1136
12.696062	-0.67693484	Rv1137c
12.847537	-5.4932747	Rv1138c
12.857033	-5.458275	Rv1139c
5.799586	3.2937112	Rv1140
25.070856	3.1911948	Rv1141c
7.704537	9.310681	Rv1142c
14.124968	-2.5478504	Rv1143
10.89063	-0.08344467	Rv1144
13.72849	-1.9030766	Rv1145
7.545266	-0.93692344	Rv1146
12.486591	2.5126424	Rv1147
11.991043	3.3267508	Rv1148c
4.174206	2.3682435	Rv1151c
15.232237	-1.6500804	Rv1152
5.214736	1.5381507	Rv1153c
7.468808	1.5396515	Rv1154c
12.832725	6.65872	Rv1155
9.988186	1.9720846	Rv1156
13.828872	-2.195947	Rv1157c
14.974095	2.0325682	Rv1158c
10.2734165	4.1763616	Rv1159
10.116757	4.008459	Rv1159A
13.523101	-1.9589889	Rv1160
11.443825	-0.96381205	Rv1161
8.2304325	2.895723	Rv1162
8.019991	3.5106325	Rv1163
8.448269	-0.41957226	Rv1164
-1.2033587	6.0947266	Rv1165
9.527909	-6.4613976	Rv1166
9.370518	-2.122427	Rv1167c
15.695427	-0.59821296	Rv1168c
5.3087215	-5.531209	Rv1169c
2.1031587	23.977459	Rv1170
9.342862	0.74919605	Rv1171
8.986123	3.6037877	Rv1172c
4.4577546	3.1209977	Rv1173
15.422842	-1.2585751	Rv1174c
10.2014475	-0.08421795	Rv1175c
9.542239	1.6263059	Rv1176c
17.242277	12.041194	Rv1177
7.9597135	-3.329448	Rv1178
10.321206	1.5885012	Rv1179c
-1.0805373	5.9665103	Rv1181
16.195047	-2.052664	Rv1182
6.512051	5.700073	Rv1183
7.9122486	4.1425185	Rv1184c
8.405156	-15.135312	Rv1185c
11.449333	1.8962713	Rv1186c
16.331238	2.683768	Rv1187
9.268224	1.8017706	Rv1188
11.529009	1.265801	Rv1189
13.010709	-2.9422967	Rv1190
8.032658	2.830613	Rv1191
13.978066	-15.0456705	Rv1192
12.442578	-0.99937546	Rv1193
5.1857505	2.9657633	Rv1194c
4.7457843	3.0759103	Rv1195
5.306774	3.0713964	Rv1196
11.052586	1.4861208	Rv1197
9.37277	2.372305	Rv1198
-2.6030931	16.521818	Rv1199c
15.299304	1.3147706	Rv1200
17.22066	8.294562	Rv1201c
7.4727464	8.778807	Rv1202
13.571821	-1.5180418	Rv1203c
4.425012	2.2036612	Rv1204c
4.4600086	2.5345423	Rv1205
10.825962	7.8807616	Rv1206
11.196448	4.833528	Rv1207
17.519115	11.43938	Rv1208
21.997446	11.0763	Rv1209
4.158897	2.3329062	Rv1210
-0.07960013	13.29381	Rv1211
4.272093	2.3703084	Rv1212c
4.043973	14.186963	Rv1213
8.8086	5.1808877	Rv1214c
10.307828	-0.14615232	Rv1215c
11.946388	2.8466933	Rv1216c
9.492201	2.3776815	Rv1217c
8.708561	-1.4910624	Rv1218c
8.7920265	0.9376739	Rv1219c
8.327169	-15.213471	Rv1220c
7.961664	-0.13317518	Rv1221
14.775435	-2.2585812	Rv1222
1.0660731	5.223456	Rv1223
14.454508	19.261786	Rv1224
9.656647	1.8999833	Rv1225c
15.405079	-1.9404844	Rv1226c
16.851912	-0.03727709	Rv1227c
7.7212343	0.122493565	Rv1228
13.514674	-2.364889	Rv1229c
11.340803	-2.0541763	Rv1230c
6.8436704	5.3403172	Rv1231c
7.6077547	8.892202	Rv1232c
8.246235	4.456131	Rv1233c
13.603547	1.208039	Rv1234
13.0795765	-0.017647583	Rv1235
14.0627	1.7366896	Rv1236
9.055114	-1.985573	Rv1237
13.278472	-2.6911511	Rv1238
4.6328006	2.177398	Rv1239c
16.313574	8.999791	Rv1240
11.021957	-0.70523804	Rv1241
10.9679785	3.7451031	Rv1242
5.1277266	4.5744743	Rv1243c
21.337954	17.484179	Rv1244
12.050513	6.3430343	Rv1245c
12.973608	-1.951673	Rv1246c
10.89279	2.2967167	Rv1247c
16.148342	9.454812	Rv1248c
9.201043	2.4693584	Rv1249c
8.470073	-0.3873485	Rv1250
14.309581	-1.6596062	Rv1251c
9.146348	4.6812773	Rv1252c
9.00218	7.63447	Rv1253
3.5310206	11.488491	Rv1254
8.549586	-3.5795538	Rv1255c
8.3693	0.3745721	Rv1256c
13.988015	-2.582238	Rv1257c
13.474764	8.847907	Rv1258c
9.663503	3.8032203	Rv1259
14.414761	5.655454	Rv1260
12.566102	-1.8217399	Rv1261c
9.382091	0.5489723	Rv1262c
13.496969	-1.4972286	Rv1263
10.741014	6.872962	Rv1264
9.479025	2.9305058	Rv1265
9.621329	1.06024	Rv1266c
14.703142	5.788386	Rv1267c
7.5717106	-0.03778796	Rv1268c
11.175515	4.3794394	Rv1269c
21.923454	11.341719	Rv1270c
12.349458	1.4682251	Rv1271c
4.3264832	8.894143	Rv1272c
20.664341	-0.079934016	Rv1273c
6.5756745	2.146225	Rv1274
16.414654	9.698168	Rv1275
9.007514	0.10878487	Rv1276c
10.270449	-5.009226	Rv1277
9.806996	3.815047	Rv1278
14.07475	3.3455346	Rv1279
10.741047	2.3101387	Rv1280c
13.751687	-1.7752814	Rv1281c
10.981515	12.401387	Rv1282c
-0.06449659	13.30972	Rv1283c
10.269516	-0.52185047	Rv1284
13.998278	3.3109937	Rv1285
10.986276	5.007714	Rv1286
10.311349	1.0154907	Rv1287
10.000825	3.744083	Rv1288
12.078191	-0.9260832	Rv1289
10.251853	0.9524795	Rv1290A
9.690693	0.39393523	Rv1290c
9.92759	0.6163879	Rv1291c
15.519737	17.518518	Rv1292
16.471888	4.192131	Rv1293
9.438479	-2.0420928	Rv1294
17.1171	8.484177	Rv1295
14.970077	18.535343	Rv1296
9.086145	2.137276	Rv1297
16.61649	-0.3061921	Rv1298
14.115319	-1.7162241	Rv1299
14.002517	-2.6335855	Rv1300
15.973	-0.73993355	Rv1301
12.6197	-1.3941109	Rv1302
12.678015	-1.2610389	Rv1303
12.9434395	-1.4526185	Rv1304
13.500485	-1.8570933	Rv1305
13.530204	-2.0006864	Rv1306
14.5141945	-2.3724077	Rv1307
14.222479	-2.3887203	Rv1308
13.686576	-2.3563352	Rv1309
13.6624155	-2.3114533	Rv1310
13.867553	-2.4356399	Rv1312
14.372303	-1.703332	Rv1313c
7.231092	3.260189	Rv1314c
15.047203	-2.13444	Rv1315
5.9322224	0.0027256007	Rv1316c
7.98367	-0.4905779	Rv1317c
9.281849	2.8519251	Rv1318c
7.160331	-1.9931903	Rv1319c
14.220649	1.7716571	Rv1320c
10.14862	6.373593	Rv1321
10.957887	3.8880014	Rv1322
10.838245	3.053828	Rv1322A
13.347115	-2.6916103	Rv1323
2.219282	23.876106	Rv1324
10.111379	-0.5263172	Rv1325c
19.363373	11.262173	Rv1326c
17.935627	14.025422	Rv1327c
4.404508	2.804555	Rv1328
15.915985	-1.4094162	Rv1329c
8.703858	-3.3629124	Rv1330c
13.562975	-1.0493193	Rv1331
10.004562	-1.6561295	Rv1332
5.888483	1.6992321	Rv1333
5.4430532	1.6467401	Rv1334
5.4629235	1.5529141	Rv1335
5.614412	1.6405066	Rv1336
6.36019	1.8266133	Rv1337
13.828263	19.869541	Rv1338
10.815153	1.497763	Rv1339
9.724061	-5.644138	Rv1340
14.697909	-1.4064171	Rv1341
17.438826	10.13561	Rv1342c
6.9368567	3.7432833	Rv1343c
7.5924554	-1.1625884	Rv1344
16.944696	5.765277	Rv1345
9.012008	-1.6643231	Rv1346
9.351804	-4.320978	Rv1347c
9.457207	-4.090361	Rv1348
11.414025	0.52078193	Rv1349
13.277744	-1.4216162	Rv1350
8.362032	-1.9520253	Rv1351
11.05114	2.5311077	Rv1352
12.20571	-1.3088602	Rv1353c
8.756774	5.2370872	Rv1354c
12.351573	-1.5606136	Rv1355c
7.765226	-0.49195835	Rv1356c
8.46302	-15.077588	Rv1357c
15.962695	-2.3489897	Rv1358
13.48808	8.808753	Rv1359
13.3827715	-1.5449632	Rv1360
12.172515	2.5987966	Rv1361c
10.780509	0.053528216	Rv1362c
4.2512665	13.814347	Rv1363c
9.691426	-3.5148528	Rv1364c
12.385011	0.1858032	Rv1365c
10.116544	0.1936075	Rv1366
7.8430443	-4.808454	Rv1367c
12.805627	-1.5723127	Rv1368
-3.7785194	17.098413	Rv1369c
-3.8607707	7.9695725	Rv1370c
2.3772063	3.5750797	Rv1371
11.456361	-4.787906	Rv1372
16.05998	-3.4592886	Rv1373
8.068627	4.602599	Rv1374c
10.789373	5.5979524	Rv1375
8.996875	5.5018682	Rv1376
6.0490074	5.6392794	Rv1377c
7.7765565	-4.8898787	Rv1378c
2.6691885	15.726199	Rv1379
15.324532	11.071173	Rv1380
19.249668	11.385434	Rv1381
25.106106	3.1762083	Rv1382
17.98649	13.547914	Rv1383
7.747877	9.346104	Rv1384
20.992489	11.282628	Rv1385
4.194292	2.6701252	Rv1386
4.112414	2.5204182	Rv1387
11.034447	1.5858172	Rv1388
7.8174906	9.621676	Rv1389
18.928328	11.967625	Rv1390
7.2123065	4.2200966	Rv1391
14.974902	10.788996	Rv1392
10.560235	5.4537725	Rv1393c
9.256305	2.9908104	Rv1394c
7.4241858	2.1601279	Rv1395
3.3660572	5.7434545	Rv1396c
9.255142	1.2147304	Rv1397c
10.163089	0.014167644	Rv1398c
13.168797	-1.8226756	Rv1399c
11.149671	0.9398125	Rv1400c
11.943242	-9.678307	Rv1401
14.404228	19.322718	Rv1402
8.170089	3.934788	Rv1403c
12.041243	-1.6418941	Rv1404
16.909817	22.74116	Rv1405c
16.883327	11.361392	Rv1406
6.720643	3.1107132	Rv1407
3.4760141	11.54798	Rv1408
18.894571	11.940753	Rv1409
20.337772	16.784779	Rv1410c
21.071655	17.340773	Rv1411c
14.123759	-2.4987314	Rv1412
7.5194173	10.673448	Rv1413
9.796592	5.326977	Rv1414
16.877096	14.540334	Rv1415
16.344698	9.25371	Rv1416
15.679316	7.1989813	Rv1417
9.692777	-1.2866826	Rv1418
13.425132	-2.1374314	Rv1419
16.036293	-3.1058805	Rv1420
16.077366	1.2214333	Rv1421
13.458924	-2.4029467	Rv1422
7.743244	4.391049	Rv1423
9.317409	-0.25230193	Rv1424c
11.043252	0.787671	Rv1425
7.116225	0.031638514	Rv1426c
10.710253	0.8077364	Rv1427c
7.39044	8.785364	Rv1428c
8.024879	-1.5236152	Rv1429
24.90872	3.2546997	Rv1430
7.9036484	1.9296145	Rv1431
-2.6876554	16.625004	Rv1432
21.522818	17.67078	Rv1433
7.157209	4.183472	Rv1434
21.463766	17.634499	Rv1435c
16.324877	9.219915	Rv1436
16.268602	9.388437	Rv1437
19.24915	8.594881	Rv1438
12.247084	2.9534974	Rv1439c
7.2870626	1.2986028	Rv1440
8.881596	2.6263843	Rv1441c
7.8301907	-0.64111745	Rv1442
6.5850215	6.1255693	Rv1443c
8.324712	1.2424386	Rv1444c
9.150679	7.5609937	Rv1445c
14.002842	-1.3338972	Rv1446c
12.246834	-6.2397456	Rv1447c
13.73044	-1.3568718	Rv1448c
15.73803	-1.6857628	Rv1449c
7.4290695	2.0068736	Rv1450c
20.389523	20.413683	Rv1451
3.2528183	6.1522417	Rv1452c
11.08936	3.0552583	Rv1453
8.683834	2.2556517	Rv1454c
10.393854	-2.460941	Rv1455
11.290351	0.34806025	Rv1456c
17.680498	10.043316	Rv1457c
15.603398	-1.3105329	Rv1458c
10.222111	-0.08118256	Rv1459c
10.901054	0.7312342	Rv1460
17.467836	11.78639	Rv1461
18.946898	8.014421	Rv1462
11.818708	-0.6388765	Rv1463
18.646921	2.6936634	Rv1464
14.502305	-2.556314	Rv1465
15.228221	11.061197	Rv1466
11.285986	5.6864657	Rv1467c
4.8973875	4.816749	Rv1468c
12.231224	1.6551784	Rv1469
11.5227375	3.8758292	Rv1470
14.468775	5.202529	Rv1471
4.146662	2.9615424	Rv1472
5.7198095	3.3023245	Rv1473
13.952927	1.2245768	Rv1473A
10.365938	-0.2461058	Rv1474c
19.300377	8.335989	Rv1475c
15.835096	-1.1243927	Rv1476
12.914261	-2.747271	Rv1477
5.1574693	3.0792716	Rv1478
3.3707004	11.6027975	Rv1479
11.60731	2.0604584	Rv1480
17.79809	13.292063	Rv1481
10.969856	0.1480944	Rv1482c
12.6912775	20.720474	Rv1483
14.527089	-1.7367898	Rv1484
9.760359	-6.2527027	Rv1485
10.161719	0.39981306	Rv1486c
10.963453	1.6680768	Rv1487
7.5088415	3.083716	Rv1488
9.3865595	3.8138275	Rv1489
13.144454	-1.5733283	Rv1489A
14.630418	4.258232	Rv1490
11.587387	5.6521935	Rv1491c
6.2424383	4.671337	Rv1492
6.3731666	4.5823126	Rv1493
13.55786	-2.1705174	Rv1494
10.407274	-0.57385725	Rv1495
12.020202	-3.2627792	Rv1496
8.094711	2.6757534	Rv1497
10.415793	-0.26375508	Rv1498A
10.861386	5.1913805	Rv1498c
12.521619	4.485649	Rv1499
7.431492	4.3939557	Rv1500
7.3150325	8.569085	Rv1501
7.846528	1.9493548	Rv1502
12.498631	-4.449102	Rv1505c
9.719806	0.47580746	Rv1506c
14.6088085	1.8560145	Rv1507A
10.51663	-3.5526648	Rv1507c
8.580139	1.3222315	Rv1508A
11.475246	5.61246	Rv1508c
14.76631	4.5291057	Rv1509
10.372286	-2.3430612	Rv1510
13.499759	-0.98613954	Rv1511
20.803667	17.135	Rv1512
12.311761	4.019224	Rv1513
14.080132	-15.079701	Rv1514c
9.389016	0.8125567	Rv1515c
9.853366	-2.841463	Rv1516c
11.691685	0.6010147	Rv1517
13.498536	-1.1970564	Rv1518
12.13345	-0.36500326	Rv1519
8.790434	5.4100466	Rv1520
12.0931835	4.688437	Rv1521
6.8781366	2.1268797	Rv1522c
10.747746	6.7352333	Rv1523
9.755456	3.0512877	Rv1524
13.7354355	5.34993	Rv1525
13.279571	-0.669977	Rv1526c
14.068947	3.411182	Rv1527c
5.229292	-6.5194736	Rv1528c
10.872431	4.4767246	Rv1529
10.486538	1.750798	Rv1530
10.202054	0.6261362	Rv1531
11.312263	-1.2596585	Rv1532c
2.639193	15.807016	Rv1533
14.130991	-15.132868	Rv1534
13.277711	3.7720456	Rv1535
18.865574	7.850913	Rv1536
10.343644	2.6053882	Rv1537
16.28134	9.164965	Rv1538c
10.887903	12.489735	Rv1539
21.166334	11.560392	Rv1540
12.4387455	-6.3605385	Rv1541c
14.834627	0.45586085	Rv1542c
6.705499	2.142175	Rv1543
12.269094	0.89352036	Rv1544
9.921343	2.7873442	Rv1545
5.8105783	-0.15939873	Rv1546
16.934744	-9.876159	Rv1547
8.851158	6.7129974	Rv1548c
9.086986	1.2627814	Rv1549
8.714372	1.1675589	Rv1550
11.671292	5.6021767	Rv1551
12.779139	-5.2203503	Rv1552
8.741849	-0.5904902	Rv1553
11.479277	1.3138504	Rv1554
5.6284657	1.3473368	Rv1555
4.8088856	-0.30490577	Rv1556
13.728088	5.3601537	Rv1557
12.014642	3.6403282	Rv1558
14.224899	-15.213633	Rv1559
14.725842	-1.6482091	Rv1560
12.385985	-4.2240005	Rv1561
7.832115	9.995351	Rv1562c
7.870039	10.16888	Rv1563c
7.8432856	10.131173	Rv1564c
8.33278	-15.207473	Rv1565c
13.725428	-1.3717426	Rv1566c
13.7718935	-1.8010085	Rv1567c
5.506979	9.240265	Rv1568
5.595771	8.936833	Rv1569
