hUMAP_x	hUMAP_y	gene_names
5.6865897	8.786467	Rv1570
15.317781	-1.2525711	Rv1571
11.9756565	1.8730282	Rv1572c
13.110675	3.0771496	Rv1573
10.598638	-1.8563944	Rv1574
17.412968	7.553567	Rv1576c
13.033462	-0.03452017	Rv1577c
6.891257	0.72470856	Rv1578c
9.568657	-1.7359511	Rv1579c
18.737017	2.7790947	Rv1580c
18.518545	2.5636587	Rv1581c
18.619116	2.667262	Rv1582c
8.353212	0.48466846	Rv1583c
10.94168	-2.1458104	Rv1584c
10.734897	-1.9210961	Rv1585c
18.694387	2.731281	Rv1586c
13.68344	-1.8531357	Rv1587c
14.567493	-0.8864165	Rv1588c
5.715359	8.814092	Rv1589
5.70344	8.850076	Rv1590
12.250441	3.7732146	Rv1591
12.7370405	-6.4463444	Rv1592c
5.606804	3.3777313	Rv1593c
19.344366	11.30049	Rv1594
16.940104	14.666494	Rv1595
13.569663	-1.5170176	Rv1596
12.79004	2.056981	Rv1597
9.093868	0.9945054	Rv1598c
12.389181	20.69703	Rv1599
3.3031104	11.706981	Rv1600
13.815567	-0.3553157	Rv1601
7.8171663	9.865756	Rv1602
13.361582	20.190577	Rv1603
13.52339	1.7010806	Rv1604
7.819741	9.657303	Rv1605
17.614952	13.374376	Rv1606
13.1677685	-5.817249	Rv1607
12.6298485	3.0752873	Rv1608c
14.068737	-15.064441	Rv1609
16.073608	-0.06640723	Rv1610
1.5662127	5.0842814	Rv1611
14.165911	-15.154859	Rv1612
17.363888	10.0735035	Rv1613
9.696464	0.77377605	Rv1614
11.337401	0.23658814	Rv1615
11.320714	1.4077863	Rv1616
14.719161	18.857645	Rv1617
10.149757	4.940228	Rv1618
7.7773323	1.2185308	Rv1619
7.24122	-3.5313568	Rv1620c
22.01656	10.981159	Rv1621c
16.291628	-3.4203668	Rv1622c
6.9583235	-3.6368349	Rv1623c
11.451237	-3.8110268	Rv1624c
10.675195	2.3474023	Rv1625c
8.733265	18.86488	Rv1626
20.863752	0.11210407	Rv1627c
12.326405	-1.2046028	Rv1628c
10.974907	-2.514429	Rv1629
17.351822	10.60536	Rv1630
15.2519045	10.892646	Rv1631
1.3884457	5.1143913	Rv1632c
14.284218	2.236167	Rv1633
5.903005	3.871618	Rv1634
4.4079514	2.179115	Rv1635c
18.977882	10.214877	Rv1636
12.355367	0.91402805	Rv1637c
8.798315	-1.3337762	Rv1638
15.529485	-1.101362	Rv1638A
9.450776	1.8697412	Rv1639c
7.62688	18.093418	Rv1640c
15.541523	-1.247222	Rv1641
15.306778	10.960072	Rv1642
18.967348	9.947391	Rv1643
6.009161	1.7031127	Rv1644
8.039033	5.27095	Rv1645c
13.725885	4.2825127	Rv1646
16.49457	2.800699	Rv1647
10.127518	6.414859	Rv1648
19.124374	8.782145	Rv1649
1.0814081	5.191484	Rv1650
3.2907968	5.94451	Rv1651c
17.43655	12.633802	Rv1652
1.0934752	5.2515645	Rv1653
16.719383	4.405006	Rv1654
9.76561	-6.5012245	Rv1655
19.114513	8.659698	Rv1656
12.310079	-6.1699886	Rv1657
17.901768	13.690276	Rv1658
16.946478	-0.30494133	Rv1659
11.415715	0.87376165	Rv1660
8.451954	1.3291427	Rv1661
10.806845	4.404304	Rv1662
11.13824	3.0136852	Rv1663
14.781739	-2.0472946	Rv1664
9.603982	3.5756269	Rv1665
7.3999357	2.6920323	Rv1666c
14.619747	5.8345637	Rv1667c
7.5040107	10.688444	Rv1668c
10.549774	-1.2235392	Rv1669
10.309381	2.493183	Rv1670
13.765544	-2.3020015	Rv1671
13.522222	1.0567349	Rv1672c
8.482401	-0.23981617	Rv1673c
15.125024	1.1043293	Rv1674c
15.222991	-1.6860194	Rv1675c
9.177387	1.115259	Rv1676
12.4425125	0.8243014	Rv1677
4.9742813	-7.05715	Rv1678
8.888662	-0.8128919	Rv1679
11.128036	3.5234575	Rv1680
7.782332	0.2340179	Rv1681
10.447805	2.0994697	Rv1682
10.59476	0.118808664	Rv1683
19.088705	8.199445	Rv1684
16.356234	2.7170594	Rv1685c
9.416326	-1.9954406	Rv1686c
10.317218	-0.43022808	Rv1687c
10.71689	1.5485282	Rv1688
16.911308	-9.849424	Rv1689
15.665108	-3.1998239	Rv1690
4.370152	2.2035158	Rv1691
5.575773	3.4428623	Rv1692
15.386942	3.333012	Rv1693
5.592153	2.6108732	Rv1694
7.561727	8.681309	Rv1695
13.254236	-2.1399946	Rv1696
17.754124	13.236815	Rv1697
21.364834	17.516144	Rv1698
17.481657	11.51922	Rv1699
12.440359	6.1542697	Rv1700
9.133156	6.3784027	Rv1701
9.168206	5.4612556	Rv1702c
16.187738	2.572767	Rv1703c
6.3274307	5.522676	Rv1704c
10.860583	3.5517435	Rv1705c
13.605642	-1.4381297	Rv1706A
8.5420885	1.8396673	Rv1706c
16.475807	1.3645388	Rv1707
14.446886	-1.9524157	Rv1708
9.280374	0.769342	Rv1709
8.500052	0.5548341	Rv1710
21.695717	11.474941	Rv1711
9.583872	-6.3892026	Rv1712
17.873102	13.350213	Rv1713
9.042564	0.8878815	Rv1714
8.083047	-1.4528878	Rv1715
12.259208	3.5147755	Rv1716
10.219656	-0.9394568	Rv1717
12.033547	1.8208643	Rv1718
8.0250225	-1.6676626	Rv1719
12.085808	1.904761	Rv1720c
10.436218	3.9868255	Rv1721c
10.009572	6.370814	Rv1722
12.944533	0.86889386	Rv1723
8.423077	1.2442938	Rv1724c
13.54843	8.861244	Rv1725c
3.902908	9.093234	Rv1726
12.231348	2.6019	Rv1727
8.9881735	-1.5669975	Rv1728c
10.734722	-1.0619215	Rv1729c
8.1254015	3.8355222	Rv1730c
14.062156	5.6701827	Rv1731
13.565667	-1.9484297	Rv1732c
10.361282	2.0924606	Rv1733c
15.332537	-1.1875005	Rv1734c
11.667825	0.6598833	Rv1735c
14.4077	-1.0158899	Rv1736c
11.350766	-3.627597	Rv1737c
7.8309937	-4.838591	Rv1738
10.118453	2.974935	Rv1739c
5.4618826	-5.334867	Rv1740
10.283211	3.3619952	Rv1741
11.150179	1.3697138	Rv1742
1.7258339	4.998699	Rv1743
8.642962	2.5225158	Rv1744c
14.222721	2.2982798	Rv1745c
12.974452	4.9484863	Rv1746
21.113283	17.33327	Rv1747
7.794193	7.5746064	Rv1748
9.3779335	3.8944688	Rv1749c
11.157624	4.784651	Rv1750c
9.282123	-0.26687884	Rv1751
9.768934	2.6311114	Rv1752
8.201715	-4.279729	Rv1753c
3.5074918	14.471156	Rv1754c
10.9264765	2.907637	Rv1755c
-3.3426259	16.829618	Rv1756c
-3.8154511	7.925387	Rv1757c
20.510677	20.290112	Rv1758
20.523909	20.390026	Rv1759c
20.612778	20.44007	Rv1760
20.639994	20.295065	Rv1761c
20.702347	20.425508	Rv1762c
-3.1173658	16.662481	Rv1763
-2.8695173	16.699732	Rv1764
12.148168	-0.22055301	Rv1765A
17.133419	-1.1460446	Rv1765c
9.926441	1.0873045	Rv1766
11.584409	1.4197241	Rv1767
-1.1298171	5.9341755	Rv1768
12.163939	10.070075	Rv1769
7.632329	10.72465	Rv1770
12.7727995	2.3327873	Rv1771
8.818997	-3.0652595	Rv1772
12.002955	0.9615509	Rv1773c
6.7832313	4.0700054	Rv1774
15.2641	-1.0146618	Rv1775
8.110877	3.5653706	Rv1776c
10.794422	7.2040834	Rv1777
10.403397	-1.768591	Rv1778c
5.467037	-0.41191357	Rv1779c
6.0389743	3.3170795	Rv1780
10.093635	5.226769	Rv1781c
1.2735039	5.21883	Rv1782
17.060585	8.349778	Rv1783
13.33954	0.8905599	Rv1785c
5.4049206	-6.348969	Rv1786
3.1004407	14.662187	Rv1787
16.325426	-2.1924734	Rv1788
20.64337	20.46146	Rv1789
2.6056633	15.355449	Rv1790
5.744222	8.547922	Rv1791
3.8051937	14.372515	Rv1793
16.15324	-3.376957	Rv1794
20.4764	20.35047	Rv1795
9.845945	-5.39433	Rv1796
20.157665	20.373629	Rv1797
5.5712175	1.4662396	Rv1798
8.831233	-2.9139585	Rv1799
13.219191	1.7434394	Rv1800
12.537356	3.6049933	Rv1801
2.2279332	15.399005	Rv1802
10.559567	5.9530053	Rv1803c
7.426118	-1.1904587	Rv1804c
11.391887	-2.9149225	Rv1805c
15.666833	-0.7666686	Rv1806
2.7454686	3.5969977	Rv1807
8.029736	4.1453295	Rv1808
8.519846	3.784024	Rv1809
10.975997	3.039153	Rv1810
9.628242	5.027878	Rv1811
8.532925	2.4829304	Rv1812c
11.420941	6.0176096	Rv1813c
14.823243	4.139456	Rv1814
9.055382	7.4895077	Rv1815
11.1782875	4.792409	Rv1816
11.930729	1.9843398	Rv1817
3.7387326	5.4314322	Rv1818c
6.203077	4.6794715	Rv1819c
6.3355546	2.083973	Rv1820
20.256285	16.737778	Rv1821
13.231781	-1.2933596	Rv1822
11.147122	12.164687	Rv1823
10.986563	12.396994	Rv1824
11.099178	12.218714	Rv1825
17.063786	14.497106	Rv1826
19.259888	8.474283	Rv1827
14.295124	19.452232	Rv1828
5.4878435	3.549745	Rv1829
9.834629	-5.104479	Rv1830
5.7142563	4.8090515	Rv1831
17.11368	10.639524	Rv1832
12.257292	-2.0980577	Rv1833c
12.923479	6.8494573	Rv1834
7.8693047	5.450898	Rv1835c
14.881112	10.975045	Rv1836c
17.71548	10.141085	Rv1837c
1.7579798	4.977937	Rv1838c
11.409965	2.6494634	Rv1839c
5.0546436	4.60992	Rv1840c
8.537528	-2.0123208	Rv1841c
9.257564	2.4360232	Rv1842c
16.364796	1.2173494	Rv1843c
4.217712	-0.1279666	Rv1844c
15.937801	-1.224169	Rv1845c
8.520466	3.1655617	Rv1846c
13.189343	-1.6981658	Rv1847
11.066601	2.0180197	Rv1848
8.067941	4.771003	Rv1849
22.04234	10.898354	Rv1850
9.176988	0.30652958	Rv1851
10.504069	1.7081401	Rv1852
9.91587	0.10560855	Rv1853
9.731382	-5.88186	Rv1854c
8.232385	-0.53396815	Rv1855c
17.45841	-0.35375324	Rv1856c
8.551224	-2.0383701	Rv1857
7.3105173	2.193834	Rv1858
14.960619	4.024861	Rv1859
21.27449	17.426592	Rv1860
6.6379128	5.9029765	Rv1861
4.778705	-1.0585781	Rv1862
7.8769526	-0.07746451	Rv1863c
9.487656	2.7977126	Rv1864c
7.953798	-3.225902	Rv1865c
7.3754	-0.3085742	Rv1866
10.358809	0.7559287	Rv1867
12.252648	0.8036722	Rv1868
13.397786	2.7005372	Rv1869c
8.320306	1.049637	Rv1870c
11.435706	-3.6105673	Rv1871c
11.032846	1.7486205	Rv1872c
12.665599	5.877606	Rv1873
11.580102	4.983319	Rv1874
10.187748	4.182845	Rv1875
7.0322204	0.6801454	Rv1876
10.125264	0.9793362	Rv1877
7.2245145	4.059791	Rv1878
14.038954	-15.038841	Rv1879
10.000425	3.207882	Rv1880c
10.416666	-0.97454876	Rv1881c
6.8116183	1.1092403	Rv1882c
14.000591	1.9366925	Rv1883c
11.137707	3.9452677	Rv1884c
8.895948	-0.8792207	Rv1885c
13.179921	-2.2763386	Rv1886c
11.974	10.402194	Rv1887
7.298409	-1.9157842	Rv1888c
12.531432	4.515644	Rv1889c
9.93705	-0.117230475	Rv1890c
11.46622	-4.8102207	Rv1891
9.994471	2.142348	Rv1892
4.851368	8.582471	Rv1894c
10.2318325	3.8409898	Rv1895
10.554104	4.420096	Rv1896c
10.8601465	2.0241318	Rv1897c
14.884522	-1.7809377	Rv1898
8.149126	2.0308807	Rv1899c
9.746288	0.5421911	Rv1900c
4.174517	2.702317	Rv1901
6.338998	2.021387	Rv1902c
11.116557	-0.45151904	Rv1903
2.3455381	3.4643133	Rv1904
12.592342	-5.1237674	Rv1905c
11.596144	1.3214855	Rv1906c
10.583196	1.4086505	Rv1907c
2.1563387	23.90871	Rv1908c
8.464707	1.5477332	Rv1909c
3.8211644	9.13168	Rv1910c
11.601375	3.6020806	Rv1911c
10.299268	-4.9155173	Rv1912c
5.765749	8.345918	Rv1913
13.880828	-2.1335888	Rv1914c
15.147472	1.2191209	Rv1915
17.496452	-0.35084745	Rv1916
8.186218	5.230632	Rv1917c
10.77654	0.0878532	Rv1918c
9.110008	-1.8397262	Rv1919c
9.616305	-3.4774325	Rv1920
8.843173	5.398341	Rv1921c
14.125013	-1.283638	Rv1922
2.215494	15.23351	Rv1923
6.6551	3.8117414	Rv1924c
5.167015	1.7248086	Rv1925
10.3977585	2.6827571	Rv1926c
11.112447	0.9044994	Rv1927
7.750833	5.5285378	Rv1928c
12.01301	7.280913	Rv1929c
9.723256	-0.6000061	Rv1930c
10.543473	-1.1006335	Rv1931c
10.801719	0.1269613	Rv1932
8.639253	-0.5818843	Rv1933c
14.51249	-0.88390005	Rv1934c
12.272761	-1.3311102	Rv1935c
11.877113	0.60982275	Rv1936
13.063581	-0.860205	Rv1937
8.64131	-1.992948	Rv1938
9.957168	1.017968	Rv1939
3.3865242	5.8035727	Rv1940
11.3246975	2.2521935	Rv1941
10.096807	-2.9299316	Rv1942c
12.550833	-0.68883497	Rv1943c
10.067888	2.6993575	Rv1944c
12.137998	3.560145	Rv1945
11.185005	-0.63381696	Rv1946c
12.319065	5.1452675	Rv1947
9.800585	4.123306	Rv1948c
10.946921	6.192333	Rv1949c
11.09995	-4.4960423	Rv1950c
8.147077	2.2436829	Rv1951c
8.557522	0.648924	Rv1952
9.460597	5.7620907	Rv1953
9.417149	2.1321855	Rv1954c
14.642673	0.64204097	Rv1955
2.101031	23.987675	Rv1956
2.125448	24.053513	Rv1957
7.4431515	0.93071324	Rv1958c
13.456394	5.2034	Rv1959c
10.018299	-0.9092263	Rv1960c
8.907068	1.5253729	Rv1961
11.857098	0.6799741	Rv1962c
12.85046	0.20220448	Rv1963c
10.128744	0.2766906	Rv1964
8.974842	3.6324039	Rv1965
8.800909	2.512072	Rv1966
6.711796	0.53915685	Rv1967
12.876704	0.7541129	Rv1968
12.708402	3.3973844	Rv1969
11.029774	6.3912077	Rv1970
13.710135	-0.37442282	Rv1971
13.627039	4.128163	Rv1972
14.175866	-2.4375412	Rv1973
10.581179	0.8857629	Rv1974
9.277226	3.016363	Rv1975
16.706371	-2.008784	Rv1976c
6.300646	2.160614	Rv1977
2.5716481	14.812134	Rv1978
11.450589	0.19596073	Rv1979c
11.986679	7.753981	Rv1980c
9.058933	3.4375334	Rv1981c
9.018189	0.12022726	Rv1982c
8.547524	2.7993636	Rv1983
6.790713	3.923351	Rv1984c
13.622631	1.7299128	Rv1985c
12.782953	-2.0271947	Rv1986
13.637195	3.3437839	Rv1987
8.567013	-0.65885144	Rv1988
10.292459	5.179113	Rv1989c
11.652518	2.8071156	Rv1990A
16.895533	-9.837819	Rv1990c
11.972873	1.7006222	Rv1991c
11.260512	1.4553884	Rv1992c
11.494839	1.5922453	Rv1993c
14.278116	1.0670948	Rv1994c
2.3207355	15.107784	Rv1995
13.731284	5.493923	Rv1996
16.17464	-3.3972175	Rv1997
11.666463	2.5381153	Rv1998c
9.73627	0.6688592	Rv1999c
8.975352	5.2861066	Rv2000
11.17953	1.0199289	Rv2001
8.541678	-0.51412094	Rv2002
9.182301	-1.5038624	Rv2003c
9.630922	3.707529	Rv2004c
13.710877	-0.914575	Rv2005c
17.025997	5.7586308	Rv2006
11.13315	1.6114537	Rv2007c
9.0244465	-1.356358	Rv2008c
7.1178575	-1.9195226	Rv2009
12.959292	2.3579798	Rv2010
12.536721	5.690943	Rv2011c
8.143432	0.7788377	Rv2012
15.243981	3.1991596	Rv2013
13.608163	3.743038	Rv2014
17.224543	-1.0007296	Rv2015c
10.053221	6.483007	Rv2016
11.784	20.083063	Rv2017
10.0037985	-1.8022147	Rv2018
12.725924	0.7801117	Rv2019
7.253924	-0.9405771	Rv2020c
11.728786	0.6017607	Rv2021c
4.9607925	-1.1485589	Rv2022c
9.414875	0.6818644	Rv2023c
20.493849	20.395182	Rv2024c
10.935641	3.3188813	Rv2025c
11.95312	0.6744612	Rv2026c
5.809064	-0.088549316	Rv2027c
7.580792	4.352598	Rv2028c
9.974388	1.0544494	Rv2029c
17.148737	6.1303873	Rv2030c
17.171764	6.106381	Rv2031c
11.4933405	1.0175581	Rv2032
11.403713	0.6810745	Rv2033c
10.931941	2.982064	Rv2034
12.753085	0.2070372	Rv2035
15.313328	-1.7570304	Rv2036
11.930412	0.8871878	Rv2037c
14.757755	0.3773475	Rv2038c
11.826929	0.60343605	Rv2039c
12.220659	2.0768309	Rv2040c
9.327925	5.207911	Rv2041c
10.4318695	0.8880573	Rv2042c
9.663217	5.57093	Rv2043c
11.514664	-0.7109872	Rv2044c
7.018877	-0.8799795	Rv2045c
17.194105	-1.0706606	Rv2046
20.829376	0.13739942	Rv2047c
5.9086494	7.37729	Rv2048c
12.603735	-1.6297188	Rv2049c
16.65968	4.339497	Rv2050
13.045946	-5.919664	Rv2051c
6.688881	-3.8025346	Rv2052c
8.39295	1.7305523	Rv2053c
10.06794	5.968158	Rv2054
12.971284	-0.16350958	Rv2055c
11.633555	0.9129629	Rv2056c
5.4656916	-5.393664	Rv2057c
10.440715	-2.5710528	Rv2058c
10.025858	6.3835926	Rv2059
10.546905	1.2724724	Rv2060
10.670882	0.53375137	Rv2061c
14.058625	1.7608054	Rv2062c
3.3331532	11.696159	Rv2063
15.046303	-1.7815071	Rv2064
4.3647437	5.0373073	Rv2065
6.960259	3.6518362	Rv2066
9.991683	2.4740326	Rv2067c
16.178518	2.6063855	Rv2068c
5.7964835	8.011179	Rv2069
8.642711	-1.8953353	Rv2070c
4.4374185	6.0957294	Rv2071c
14.619535	5.4709344	Rv2072c
2.3566966	3.3936803	Rv2073c
12.5002775	-1.7341241	Rv2074
2.8411796	14.866125	Rv2075c
4.265857	13.721308	Rv2076c
8.55537	-2.1502397	Rv2077A
12.669159	0.6910944	Rv2077c
11.003128	0.45706403	Rv2078
9.699763	-3.512272	Rv2079
12.993674	2.1199338	Rv2080
9.884352	6.612543	Rv2081c
16.553373	-0.9589282	Rv2082
12.735123	2.2498784	Rv2083
13.72869	0.38117278	Rv2084
14.0707445	-0.54543835	Rv2085
11.903779	2.5886557	Rv2086
14.238382	-2.3921216	Rv2087
13.244117	-2.6201787	Rv2088
7.6527514	2.360933	Rv2089c
8.025177	-0.09793083	Rv2090
10.930608	12.460971	Rv2091c
4.0293565	3.5075269	Rv2092c
15.1901865	18.251974	Rv2093c
17.063105	5.6571555	Rv2094c
14.808594	0.24585909	Rv2095c
11.324821	-2.062094	Rv2096c
9.363189	-6.369101	Rv2097c
9.95752	0.37148488	Rv2100
13.514745	8.822595	Rv2101
8.080522	2.1370728	Rv2102
8.009891	-4.610646	Rv2103c
14.630729	-0.12171835	Rv2104c
-2.5818534	16.57627	Rv2105
-2.6122026	16.517593	Rv2106
10.91641	2.312444	Rv2107
16.748653	-1.475268	Rv2108
18.016216	13.948194	Rv2109c
19.171228	10.136021	Rv2110c
18.05348	13.881464	Rv2111c
10.829206	2.4496033	Rv2112c
12.383693	1.8586965	Rv2113
7.4772315	2.414063	Rv2114
9.708584	-6.543053	Rv2115c
11.452304	3.972558	Rv2116
16.370117	-2.1568074	Rv2117
10.80595	7.9650555	Rv2118c
9.451276	3.6949706	Rv2119
8.548667	1.6491493	Rv2120c
13.255866	-2.0606534	Rv2121c
13.276461	-0.5353889	Rv2122c
11.858533	0.8769518	Rv2123
8.131666	4.241974	Rv2124c
5.8617425	3.7050335	Rv2125
13.135601	-5.819295	Rv2126c
6.841873	-3.7273417	Rv2127
14.651292	1.0860193	Rv2128
8.4670515	0.54001296	Rv2129c
20.56665	10.777745	Rv2130c
2.083416	24.00846	Rv2131c
10.03511	4.1794276	Rv2132
16.117952	-2.227999	Rv2133c
5.742402	-5.092629	Rv2134c
22.113924	10.79987	Rv2135c
21.623857	11.616495	Rv2136c
10.19657	2.5710342	Rv2137c
8.992388	12.317805	Rv2138
17.32204	12.199061	Rv2139
12.0592785	1.7243961	Rv2140c
14.536642	5.6024303	Rv2141c
3.7534678	14.33852	Rv2142c
15.065912	1.1832515	Rv2143
7.008804	1.0357804	Rv2144c
17.814953	13.892741	Rv2145c
12.046654	8.242326	Rv2146c
12.797411	-5.3065968	Rv2147c
10.83393	7.9099483	Rv2148c
5.8553767	3.1564279	Rv2149c
7.761269	9.454444	Rv2150c
14.619393	-1.3661206	Rv2151c
18.884712	10.0679035	Rv2152c
18.886944	7.998587	Rv2153c
10.282069	-3.9481995	Rv2154c
3.8354008	9.147758	Rv2155c
17.71039	10.253625	Rv2156c
-1.5441456	16.195034	Rv2157c
17.339466	6.894498	Rv2158c
4.9514546	4.78395	Rv2159c
13.750847	2.6013708	Rv2160A
7.1406064	3.5849562	Rv2161c
9.757266	4.4707804	Rv2162c
18.7598	8.538882	Rv2163c
17.546246	11.471433	Rv2164c
21.174696	17.30574	Rv2165c
15.052363	10.950708	Rv2166c
-3.1739037	16.765306	Rv2167c
-3.7755432	7.8853	Rv2168c
20.324593	16.827398	Rv2169c
15.946002	-3.269572	Rv2170
10.877509	12.484436	Rv2171
1.1104903	5.25999	Rv2172c
21.31445	11.5456085	Rv2173
12.167427	-9.951309	Rv2174
12.590725	-0.9955421	Rv2175c
16.21791	-0.91092813	Rv2176
9.361144	4.607025	Rv2177c
12.782616	-0.60545564	Rv2178c
17.29365	6.8970585	Rv2179c
10.967538	1.7556489	Rv2180c
10.743695	3.1899009	Rv2181
12.671137	20.773016	Rv2182c
13.3479185	1.616888	Rv2183c
4.603923	2.8921592	Rv2184c
12.959425	-6.0254407	Rv2185c
15.420812	3.4219165	Rv2186c
12.429117	2.8801181	Rv2187
15.585695	3.5548806	Rv2188c
2.3089309	3.487227	Rv2189c
15.173109	11.045378	Rv2190c
11.554844	3.1829274	Rv2191
14.123547	-15.118274	Rv2192c
18.723413	8.110933	Rv2193
11.895412	20.131084	Rv2194
17.395706	7.2926126	Rv2195
9.264334	-6.280476	Rv2196
12.053751	10.259725	Rv2197c
14.902314	11.117764	Rv2198c
7.9490147	-3.2268474	Rv2199c
10.1623535	4.741477	Rv2200c
3.367386	11.675772	Rv2201
2.183612	24.09865	Rv2202c
11.588336	11.170957	Rv2203
19.181889	8.28745	Rv2204c
10.787851	6.954023	Rv2205c
6.8022876	0.6939174	Rv2206
21.630577	11.482004	Rv2207
9.932028	-1.7150198	Rv2208
11.404221	-0.12699984	Rv2209
13.0870905	20.387798	Rv2210c
7.132904	2.0888793	Rv2211c
13.505731	5.0303845	Rv2212
5.75448	-5.1078815	Rv2213
11.778873	10.785925	Rv2214c
15.7328615	-1.0866889	Rv2215
15.025536	-1.9762762	Rv2216
13.418097	12.460244	Rv2217
8.879898	12.384242	Rv2218
7.80997	0.91521746	Rv2219
7.7796807	0.96463346	Rv2219A
18.887877	9.837915	Rv2220
16.441381	8.0561495	Rv2221c
1.6840674	4.934893	Rv2222c
12.064686	-2.9228976	Rv2223c
21.312302	17.460484	Rv2224c
17.104332	14.2994795	Rv2225
9.690466	2.1682932	Rv2226
9.558796	5.1983294	Rv2227
13.491529	12.396263	Rv2228c
9.378636	1.9099112	Rv2229c
15.562781	7.0854874	Rv2230c
13.104056	0.025178079	Rv2231c
7.9849377	2.8930933	Rv2232
16.379044	-2.2327478	Rv2234
16.392218	9.348095	Rv2235
10.156189	-1.8710873	Rv2236c
10.536422	2.457282	Rv2237
14.500108	-1.4681301	Rv2238c
12.237342	-6.41972	Rv2239c
13.804973	-2.620828	Rv2240c
13.543703	12.199113	Rv2241
8.2262535	3.0188997	Rv2242
10.509527	1.1640531	Rv2243
25.042414	3.2290685	Rv2244
7.546078	-1.212407	Rv2245
20.46096	16.984789	Rv2246
16.831558	-9.773168	Rv2247
5.08317	-6.97628	Rv2248
12.092368	3.3558638	Rv2249c
11.10553	0.9949326	Rv2250c
13.69178	0.33783066	Rv2251
9.27041	-0.46825296	Rv2252
8.348988	0.9532259	Rv2253
13.287503	-2.1389222	Rv2254c
15.659241	-0.5535023	Rv2255c
14.569068	0.048862185	Rv2256c
10.650177	2.789803	Rv2257c
11.14662	2.6422765	Rv2258c
5.079271	3.2267585	Rv2259
10.534373	-1.2268964	Rv2260
13.668659	0.46810248	Rv2261c
8.917581	2.4144707	Rv2262c
10.266361	1.3265038	Rv2263
13.662721	1.1233759	Rv2264c
3.8761845	14.2523575	Rv2265
8.928593	2.449694	Rv2266
7.7045507	8.285378	Rv2267c
2.3576324	3.5259278	Rv2268c
11.681685	-1.9021591	Rv2269c
12.256983	-1.3474137	Rv2270
9.979905	4.894616	Rv2271
14.012476	-2.7700787	Rv2272
9.30558	-0.34243178	Rv2273
7.430398	4.446004	Rv2274c
12.070742	1.7877756	Rv2275
11.425607	3.7359104	Rv2276
14.665489	1.841401	Rv2277c
-3.8671553	7.976029	Rv2278
-3.5398052	16.956121	Rv2279
14.110619	-1.9994241	Rv2280
7.940185	6.8602386	Rv2281
9.473441	-0.08974465	Rv2282c
9.962981	0.42144772	Rv2283
15.591501	-2.1888866	Rv2284
11.3579035	-1.1795495	Rv2285
10.945878	2.1625898	Rv2286c
10.401996	1.2951916	Rv2287
10.735019	2.1971757	Rv2288
11.40148	3.6676302	Rv2289
13.95947	-1.2566044	Rv2290
7.4521403	1.6287951	Rv2291
7.9555125	9.844095	Rv2292c
7.4336567	-0.18275554	Rv2293c
13.794951	1.925787	Rv2294
10.656964	-1.4074017	Rv2295
12.483915	1.0955082	Rv2296
15.711019	7.1591105	Rv2297
15.855678	-3.2767465	Rv2298
8.284764	0.2552928	Rv2299c
7.5413203	4.4350924	Rv2300c
10.367545	3.309264	Rv2301
7.9581084	-0.59568435	Rv2302
11.344369	-4.6683626	Rv2303c
9.742331	2.1780882	Rv2304c
9.913858	-1.5396028	Rv2305
11.797948	-0.25443336	Rv2306A
10.869285	1.5046158	Rv2306B
15.642807	7.202694	Rv2307A
9.350157	1.0484666	Rv2307B
9.952699	6.4542947	Rv2307D
7.989368	3.0753245	Rv2307c
13.524038	-1.9869225	Rv2308
12.96189	2.1916063	Rv2309A
9.736788	-1.7353125	Rv2309c
10.462062	0.9212441	Rv2310
10.411465	0.045376487	Rv2311
10.504128	0.8719464	Rv2312
11.561557	-0.07863226	Rv2313c
-1.5789115	16.227242	Rv2314c
-1.4227959	16.111568	Rv2315c
8.372102	-0.61111224	Rv2316
7.8599057	2.5410438	Rv2317
12.355801	-2.6204004	Rv2318
13.421409	0.3832564	Rv2319c
8.861587	-0.38161707	Rv2320c
7.664518	1.5391569	Rv2321c
10.20135	3.550256	Rv2322c
15.609659	2.3417103	Rv2323c
13.956989	1.453635	Rv2324
9.216081	1.4853758	Rv2325c
13.168425	3.8882356	Rv2326c
6.1498895	2.9872844	Rv2327
13.599379	8.935545	Rv2328
10.091501	4.595865	Rv2329c
11.430038	2.3175442	Rv2330c
8.741551	12.160996	Rv2331
8.69377	12.073951	Rv2331A
8.842895	4.4767437	Rv2332
10.156642	6.320622	Rv2333c
4.9032946	3.152119	Rv2334
5.2924237	3.143303	Rv2335
13.1248865	-2.3752353	Rv2336
13.449041	-1.309596	Rv2337c
8.596862	-2.2614	Rv2338c
2.981254	14.678393	Rv2339
12.353886	-1.7047751	Rv2340c
7.105553	5.108238	Rv2341
10.256626	5.2246523	Rv2342
17.273796	10.859902	Rv2343c
10.052537	1.6737638	Rv2344c
8.656673	3.4035733	Rv2345
9.134192	2.222184	Rv2346c
11.108998	1.116115	Rv2347c
9.679958	3.5533524	Rv2348c
7.0915914	-2.003132	Rv2349c
10.473897	2.0919616	Rv2350c
10.765148	5.156303	Rv2351c
5.24138	4.700734	Rv2352c
12.719259	2.3930323	Rv2353c
-2.1002026	16.476877	Rv2354
-2.0517437	16.449808	Rv2355
5.1341376	4.733708	Rv2356c
17.67502	10.586168	Rv2357c
12.084793	-1.0048714	Rv2358
15.161126	-1.9075885	Rv2359
