Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library,129s1.SvImJ_vs_C57BL.6J,A.J_vs_C57BL.6J,C57BL.6J_vs_mbio_H37Rv,CC001.Unc_vs_C57BL.6J,CC002.Unc_vs_C57BL.6J,CC003.Unc_vs_C57BL.6J,CC004.TauUnc_vs_C57BL.6J,CC005.TauUnc_vs_C57BL.6J,CC006.TauUnc_vs_C57BL.6J,CC007.Unc_vs_C57BL.6J,CC008.GeniUnc_vs_C57BL.6J,CC009.Unc_vs_C57BL.6J,CC010.GeniUnc_vs_C57BL.6J,CC011.Unc_vs_C57BL.6J,CC012.GeniUnc_vs_C57BL.6J,CC013.GeniUnc_vs_C57BL.6J,CC015.Unc_vs_C57BL.6J,CC016.GeniUnc_vs_C57BL.6J,CC017.Unc_vs_C57BL.6J,CC018.Unc_vs_C57BL.6J,CC019.TauUnc_vs_C57BL.6J,CC021.Unc_vs_C57BL.6J,CC022.GeniUnc_vs_C57BL.6J,CC023.GeniUnc_vs_C57BL.6J,CC024.GeniUnc_vs_C57BL.6J,CC025.GeniUnc_vs_C57BL.6J,CC027.GeniUnc_vs_C57BL.6J,CC028.GeniUnc_vs_C57BL.6J,CC030.GeniUnc_vs_C57BL.6J,CC031.GeniUnc_vs_C57BL.6J,CC032.GeniUnc_vs_C57BL.6J,CC033.GeniUnc_vs_C57BL.6J,CC034.Unc_vs_C57BL.6J,CC035.Unc_vs_C57BL.6J,CC037.TauUnc_vs_C57BL.6J,CC038.GeniUnc_vs_C57BL.6J,CC039.Unc_vs_C57BL.6J,CC040.TauUnc_vs_C57BL.6J,CC041.TauUnc_vs_C57BL.6J,CC042.GeniUnc_vs_C57BL.6J,CC043.GeniUnc_vs_C57BL.6J,CC044.Unc_vs_C57BL.6J,CC045.GeniUnc_vs_C57BL.6J,CC046.Unc_vs_C57BL.6J,CC047.Unc_vs_C57BL.6J,CC051.TauUnc_vs_C57BL.6J,CC056.GeniUnc_vs_C57BL.6J,CC057.Unc_vs_C57BL.6J,CC059.TauUnc_vs_C57BL.6J,CC061.GeniUnc_vs_C57BL.6J,CC065.Unc_vs_C57BL.6J,Cast.EiJ_vs_C57BL.6J,IFNG_vs_C57BL.6J,NOD.ShiLtJ_vs_C57BL.6J,NOS_vs_C57BL.6J,NZO.H1LtJ_vs_C57BL.6J,PWK.PhJ_vs_C57BL.6J,Phox_vs_C57BL.6J,Rag_vs_C57BL.6J,Wsb.Eij_vs_C57BL.6J,in_vitro_vs_C57BL.6J
Rv3332,1.0,1.0,1.0,1.0,1.0,0.41845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5089199999999999,0.51457,0.48191,0.94987,0.33328,0.3380599999999999,0.30098,0.6663,1.0,1.0,0.0147199999999999,0.15557,1.0,1.0,1.0,1.0,0.83694,0.6813600000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.528,1.0,1.0,0.9729,1.0,1.0,1.0,0.97527,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95043,1.0,1.0,1.0,1.0,1.0,0.71465,1.0,1.0,0.5937399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3333c,1.0,1.0,1.0,1.0,1.0,0.45536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94015,0.8383799999999999,1.0,1.0,0.8823799999999999,1.0,1.0,1.0,1.0,0.8435600000000001,1.0,0.99886,0.65203,1.0,0.84403,0.4827,0.91559,0.98547,1.0,1.0,1.0,0.28968,1.0,1.0,0.97759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09883,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3334,1.0,1.0,1.0,1.0,1.0,0.41196,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52871,0.90401,0.97019,0.54264,1.0,1.0,1.0,1.0,1.0,1.0,0.02684,0.0293399999999999,1.0,1.0,1.0,1.0,1.0,0.0764799999999999,0.06611,1.0,1.0,1.0,1.0,0.60364,1.0,1.0,0.37993,0.94282,1.0,1.0,1.0,0.97527,1.0,0.95426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98365,1.0,1.0,0.70407,1.0,1.0,1.0,1.0,1.0,0.48991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3335c,1.0,1.0,1.0,1.0,1.0,0.73055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5405300000000001,1.0,0.90312,0.92171,1.0,0.93028,0.98094,1.0,0.0047799999999999,1.0,1.0,0.6358,1.0,1.0,0.24115,0.68047,0.84403,0.75658,1.0,1.0,1.0,1.0,1.0,0.66914,0.76088,1.0,1.0,0.69812,0.99364,1.0,1.0,0.95051,0.72647,0.4175899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85339,1.0,1.0,1.0,1.0,1.0,0.79227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90705
Rv3336c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.74941,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.84403,1.0,0.76151,1.0,1.0,1.0,1.0,0.95427,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68502,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999,1.0,1.0,0.87061,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7491800000000001,1.0,0.93044,0.94561,1.0,1.0,0.99662,1.0,1.0,1.0,0.30679,0.45687,1.0,1.0,1.0,1.0,0.27469,0.00849,0.14435,1.0,1.0,1.0,1.0,0.91322,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93771,1.0,1.0,1.0,1.0,1.0,0.53479,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85687
Rv3338,1.0,1.0,1.0,1.0,1.0,0.90499,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,1.0,0.99249,1.0,1.0,0.82144,0.99662,1.0,1.0,1.0,0.45771,0.64286,1.0,0.85557,0.56812,1.0,0.92437,0.63626,0.20931,0.98557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,0.54577,1.0,1.0,1.0,0.92219,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3339c,1.0,1.0,1.0,1.0,1.0,0.12383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13058,1.0,0.20277,0.84509,1.0,0.5574,0.88518,1.0,0.99003,1.0,0.45771,0.2450099999999999,1.0,0.7547699999999999,0.08684,1.0,0.89859,0.24925,0.97761,1.0,1.0,1.0,1.0,0.6090800000000001,1.0,1.0,0.83094,1.0,1.0,1.0,1.0,0.4630399999999999,1.0,1.0,1.0,1.0,0.64672,1.0,1.0,1.0,1.0,0.057,1.0,0.8391799999999999,1.0,1.0,0.85649,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.31001
Rv3340,1.0,1.0,1.0,1.0,1.0,0.35627,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50931,0.021,0.05067,0.21689,1.0,0.62402,0.11904,1.0,0.16291,1.0,0.22228,0.19394,0.66079,0.90225,0.56986,0.62946,0.07742,0.00849,1.0,0.7693399999999999,1.0,1.0,1.0,0.57604,0.97403,1.0,0.3281,0.0,0.6563399999999999,0.31983,1.0,0.97527,1.0,0.7133,1.0,1.0,0.4534399999999999,1.0,1.0,1.0,1.0,0.44526,1.0,1.0,1.0,1.0,0.56061,1.0,1.0,0.0228,1.0,1.0,0.91776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.82758,0.10374,1.0,0.91556,1.0,0.7046,0.0562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04058,0.02039,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3342,1.0,1.0,1.0,1.0,1.0,0.4732399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83125,0.92278,1.0,0.94561,1.0,1.0,0.9183,1.0,0.06769,1.0,0.95578,0.59654,1.0,0.8196399999999999,1.0,1.0,0.2495,0.4153699999999999,0.76151,1.0,1.0,1.0,0.77775,0.4881399999999999,1.0,1.0,1.0,0.84496,0.8623,0.4045,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83368,0.798,0.54948,0.2453699999999999,1.0,1.0,0.90004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,0.7883899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.40565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9845
Rv3343c,1.0,1.0,1.0,1.0,1.0,0.99491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07906,1.0,0.00917,0.44827,1.0,0.5007699999999999,0.92013,1.0,0.98473,1.0,0.97375,0.99073,1.0,1.0,0.6239100000000001,1.0,0.8254,1.0,1.0,1.0,1.0,1.0,1.0,0.97676,1.0,1.0,0.8270700000000001,0.29356,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1580599999999999
Rv3344c,1.0,1.0,1.0,1.0,1.0,0.45536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.8592299999999999,0.94561,1.0,0.8435,0.92011,1.0,1.0,1.0,0.6429199999999999,0.71815,1.0,1.0,0.79118,1.0,0.84403,1.0,1.0,1.0,1.0,1.0,1.0,0.3174599999999999,0.77622,1.0,1.0,0.99829,1.0,1.0,1.0,0.97527,1.0,0.7588,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94937,1.0,1.0,1.0,1.0,1.0,0.84045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3345c,1.0,1.0,1.0,1.0,1.0,0.71491,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.33284,0.0,0.16009,0.0,0.0,0.49388,0.0559299999999999,0.99003,1.0,0.07805,0.04866,1.0,0.37759,0.5381,1.0,0.51403,0.47468,1.0,1.0,1.0,1.0,1.0,0.82626,0.48518,1.0,1.0,1.0,0.20689,0.07652,1.0,0.14079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.69901,1.0,1.0,1.0,1.0,1.0,0.62026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29925,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35724,1.0,1.0
Rv3346c,1.0,1.0,1.0,1.0,1.0,0.4868699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83865,1.0,0.97592,1.0,1.0,1.0,0.95798,1.0,1.0,1.0,0.93683,0.8032,1.0,0.91394,0.67019,1.0,0.95996,1.0,1.0,1.0,1.0,1.0,1.0,0.475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.71378,1.0,1.0,1.0,1.0,1.0,0.74583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3347c,1.0,1.0,1.0,1.0,1.0,0.341,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8477100000000001,0.0,0.0,0.0,0.0,0.39028,0.07,0.6168100000000001,1.0,0.60502,0.74162,1.0,1.0,0.37926,1.0,1.0,1.0,0.6356,1.0,1.0,1.0,1.0,0.09638,1.0,1.0,0.70923,0.16625,1.0,1.0,1.0,0.97529,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1553,1.0,1.0,0.6622899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.46941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0847
Rv3348,1.0,1.0,1.0,1.0,1.0,0.56108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52103,0.96765,1.0,1.0,1.0,1.0,0.90995,1.0,1.0,1.0,0.7226100000000001,0.74807,1.0,0.85557,0.89102,1.0,0.84403,0.6199899999999999,1.0,1.0,1.0,1.0,1.0,0.95959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3349c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6411399999999999,1.0,1.0,0.79122,1.0,0.82481,1.0,1.0,1.0,1.0,0.00243,0.07802,1.0,0.04534,0.203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8127300000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6423399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3350c,1.0,1.0,1.0,1.0,1.0,0.4732399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.50051,0.0,0.03884,0.17145,0.01388,0.86716,0.65869,0.7132,1.0,0.59839,1.0,1.0,0.85557,0.2089099999999999,1.0,0.42186,0.9139,1.0,1.0,1.0,1.0,1.0,0.75812,1.0,1.0,0.68725,0.46168,1.0,1.0,1.0,0.6975100000000001,1.0,0.80919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.798,1.0,1.0,0.2872099999999999,1.0,1.0,1.0,1.0,1.0,0.79667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3351c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55406,1.0,0.09487,0.80401,1.0,0.61342,1.0,0.87611,0.95625,1.0,1.0,0.7528600000000001,1.0,0.31622,0.0285,1.0,0.72587,0.90244,1.0,0.55882,1.0,1.0,1.0,0.98615,1.0,1.0,0.92128,0.918,0.84346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9873,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3352c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94859,1.0,1.0,1.0,1.0,1.0,0.99662,1.0,1.0,1.0,0.4457899999999999,0.86119,1.0,0.85557,0.93963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13487,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.97297,1.0,1.0,0.70716,1.0,1.0,0.23823,1.0,1.0,0.28526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
