Rv_ID,2003A_Sassetti_q_val,2003B_Sassetti_q_val,2005_Rengarajan_q_val,2006_Joshi_GI_1_q_val,2006_Joshi_GI_2_q_val,2011_Griffin_2_q_val,2013_Zhang_1_q_val,2013_Zhang_2_q_val,2013_Zhang_3A_q_val,2013_Zhang_3B_q_val,2013_Zhang_3C_q_val,2013_Zhang_3D_q_val,2016_Korte_q_val,2017_Mishra_1A_q_val,2017_Mishra_1B_q_val,2017_Mishra_1C_q_val,2017_Mishra_1D_q_val,2018_Rittershaus_1A_q_val,2018_Rittershaus_1B_q_val,2012_Zhang_q_val,2015_Kieser_GI_1_q_val,2015_Kieser_GI_2_q_val,2015_Kieser_GI_3_q_val,2015_Mendum_q_val,2016_Nambi_q_val,2017_Xu_1A_q_val,2017_Xu_1B_q_val,2017_Xu_1C_q_val,2017_Xu_1D_q_val,2017_Xu_1E_q_val,2018_Carey_1A_q_val,2018_Carey_1B_q_val,2018_Carey_1C_q_val,2018_Carey_1D_q_val,2018_Carey_1E_q_val,2018_Carey_1F_q_val,2018_Carey_1G_q_val,2018_Carey_1H_q_val,2017B_DeJesus_1A_q_val,2017B_DeJesus_1B_q_val,2017B_DeJesus_1C_q_val,marP_q_val,Rv0950_q_val,Rv3916c_q_val,Rv0307c_q_val,Rv3717_q_val,ponA1_q_val,Rv1565c_q_val,Rv3684_q_val,Rv0954_q_val,Rv3811_q_val,Rv1096_q_val,Rv2680_q_val,Rv1432_q_val,Rv3594_q_val,Rv3005c_q_val
Rv0949,0.028772276,1.0,1.0,1.0,1.0,1.0,1.92e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3842,0.16382826034682402,0.0668181297677146,0.0130696463488425,0.00027118131973838513,0.3702068768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9251,1.0,0.12256651,0.11230762,0.11380274,0.13595,1.0,0.61312,0.64483,0.006229999999999999,1.0,0.50837,1.0,1e-05,0.25725,1.0,0.57525,1.0,0.81176,0.8467399999999999
Rv0951,6.657047e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1293,0.837125355940271,0.34850142376108506,0.895760227801773,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11162502,0.10127809,0.09604502,0.97453,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0952,0.005672048000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0088,0.359317338329571,1.0,0.359317338329571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10476531,0.09367955,0.1000822,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0953c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5569,0.16129425324680702,0.375145436121113,0.8804306232143779,0.2971763137627559,0.1098234234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15012058,0.10376455,0.14737247,0.7611399999999999,1.0,0.70426,0.55152,1.0,1.0,0.09975,1.0,0.74656,1.0,1.0,0.59635,0.62254,1.0,0.25215
Rv0954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4965,0.5166700847278379,0.19673501408523802,0.28812458392871504,0.0003013988798189802,0.4623724596,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9192,1.0,1.0,1.0,1.0,1.0,0.14561002,0.13404245,0.07146191,0.011309999999999999,1.0,0.08387,0.63121,0.03893,1.0,0.90298,1.0,1e-05,1.0,1.0,0.32509,0.02196,1.0,1.0
Rv0955,1.9598066e-07,1.0,1.0,1.0,1.0,1.0,3.68e-09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3842,0.11640967205184698,0.328768137076395,0.111654010929658,0.4846923170919909,0.0660082305,0.000897,0.0005650000000000001,1.0,1.0,0.084506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09748541,0.11694954,0.11185158,1e-05,1.0,0.00614,0.06705,0.7008300000000001,0.12099000000000001,1.0,1.0,1e-05,1.0,1.0,0.33421,0.07137,1.0,1.0
Rv0956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.752495749508293,0.29214619086032106,0.873732287055763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11612849,0.07580224,0.07707184,0.01414,1.0,0.19052,0.8540399999999999,1.0,1.0,0.74087,1.0,1.0,1.0,1.0,0.82826,0.8241299999999999,1.0,0.44773
Rv0957,0.00036147586,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0066,0.7133597136367621,0.337894700424811,0.847715781097707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11373828,0.10302425,0.08859484,0.97647,1.0,1.0,1.0,1.0,0.96755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4899,0.6070281626822329,0.954093319831386,0.460343825981624,0.031278303271088014,0.1551352298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15109988,0.15225926,0.1501121,0.8869,1.0,0.82055,1.0,1.0,0.96755,0.45095,1.0,1.0,1.0,1.0,0.75963,0.70721,1.0,1.0
Rv0960,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86048951048951,0.654283216783217,0.416707459207459,0.1407196046152179,0.429296371,1.0,1.0,1.0,1.0,1.0,0.621,1.0,0.6675,1.0,1.0,1.0,1.0,1.0,0.11583659,0.04942891,0.05887886,1.0,1.0,0.73338,1.0,1.0,1.0,0.50837,1.0,1.0,1.0,1.0,0.5082,0.8115100000000001,1.0,0.30146
Rv0961,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7687354312354309,0.9019230769230769,0.816311188811188,0.0230289946134743,0.441378086,1.0,1.0,1.0,1.0,1.0,0.7674,1.0,0.2843,1.0,1.0,1.0,1.0,1.0,0.12569279,0.14548891,0.1160259,1.0,1.0,0.6430100000000001,0.09888,1.0,1.0,0.55477,1.0,1.0,1.0,1.0,1.0,0.046439999999999995,1.0,0.09521
Rv0962c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8783,0.927970200053122,0.56428202644831,0.34707332693916104,0.0062246341057892425,0.3660949054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15893670000000001,0.16106478,0.17183286,1.0,1.0,0.8866299999999999,0.68004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.01553
Rv0967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9666868437595232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07199504,0.11071074,0.05321921,1.0,1.0,0.70426,0.66055,1.0,1.0,0.34148,1.0,1.0,1.0,1.0,0.41736999999999996,0.39939,1.0,1.0
Rv0969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9939,0.862638350911732,0.772600391472613,0.5285024463535759,0.02646472242407981,0.43920686700000006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.02405864,0.10634935,0.0643706,0.97293,1.0,0.19292,0.75849,1.0,1.0,0.49708,1.0,1.0,1.0,1.0,0.13167,0.13337000000000002,1.0,0.08867
Rv0970,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8659593563030531,0.7099443125730731,0.36890240036803795,0.07331618761148116,0.4163191011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12753209,0.10972067,0.15695664,1.0,1.0,1e-05,0.89305,1.0,1.0,0.05948999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25909
Rv0971c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4072,0.9807109557109559,0.308624708624709,0.5962354312354311,0.1951793995267658,0.43942281369999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5453,1.0,1.0,1.0,1.0,1.0,0.07606521,0.12205434,0.11566839,1.0,1.0,0.77965,0.018330000000000003,1.0,0.96755,1.0,1.0,1.0,1.0,1.0,0.74579,0.33532,1.0,0.79265
Rv0972c,1.0,1.0,1.0,1.0,1.0,1.0,0.435247328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0183,0.45011357488215,0.954899509741981,0.437558363104677,1.0,0.4237331928,1.0,1.0,1.0,1.0,1.0,0.7701,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1292828,0.12224819,0.12994892,0.09466,1.0,0.15461,0.013859999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49108,0.14063,1.0,0.49565
Rv0973c,0.04570752,1.0,1.0,1.0,1.0,1.0,0.049113745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0735,0.564034301463812,0.9107470692863521,0.873371518126952,0.002131922256113335,0.5025463904999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09370366,0.12961699,0.12978851,1.0,1.0,0.23076,0.8381299999999999,1.0,0.95877,0.51539,1.0,0.63703,1.0,1.0,0.231,0.6846300000000001,1.0,0.08507
Rv0974c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0618,0.8835275452700829,0.162999786852362,0.186178045145876,1.0,0.3208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12685701,0.14413321,0.12274231,1.0,1.0,0.79669,1.0,1.0,0.56091,0.49541,1.0,1.0,1.0,1.0,0.8601200000000001,0.31485,1.0,0.6995100000000001
Rv0975c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8239,0.8634381593756659,0.7374059723214251,0.8500833350310101,0.03321654533105886,0.41219069770000005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13367711,0.049108,0.01581282,1.0,1.0,0.76754,0.7528199999999999,1.0,1.0,0.36575,1.0,1.0,1.0,1.0,0.16525,0.36506,1.0,0.93537
Rv0977,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9962,0.8585479115569259,0.705849751342777,0.608273689348747,0.0039448482240426,0.3826253369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.20148470000000002,0.19714717,0.19360042,0.92928,1.0,0.66747,0.79252,1.0,1.0,0.44705,1.0,1.0,1.0,1.0,0.93187,0.32261,1.0,0.08036
Rv0978c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6778,0.8736798413951229,0.899859403263887,0.7160465573065621,0.02404041602941151,0.46685528460000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15977127,0.18109028,0.17796395,0.8869,1.0,0.30045,0.75813,1.0,1.0,0.91549,1.0,1.0,1.0,1.0,0.49103,1.0,1.0,0.00665
Rv0979A,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9666868437595232,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08859464,0.07943976,0.08032355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0980c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9908,0.45317776577598495,0.40759831078559794,0.8263992761797511,0.03327997732979955,0.4297175527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18320524,0.17272502,0.05344876,1.0,1.0,0.59458,0.92495,1.0,1.0,0.23071999999999998,1.0,1.0,1.0,1.0,0.13425,1.0,1.0,0.99064
Rv0981,1.0,1.0,1.0,1.0,1.0,1.0,6.14e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9773,0.508265922965187,0.6630821056621079,0.00838019787925892,0.9999747202745876,0.1817666041,1.0,1.0,1.0,1.0,1.0,1.0,0.15,1.0,1.0,1.0,1.0,1.0,1.0,0.17569386,0.18937152,0.06038989,1e-05,1.0,0.92817,0.26278,1.0,0.56091,0.7076899999999999,1.0,0.53751,1.0,1.0,0.26261,1.0,1.0,0.00499
Rv0982,6.7927176e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0389,0.527728319546785,0.6843390116742261,0.926384653285779,0.4316172885537108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9822,1.0,1.0,1.0,1.0,1.0,0.03629906,0.03330959,0.03526696,0.94128,1.0,0.70426,0.66055,1.0,1.0,0.34148,1.0,1.0,1.0,1.0,0.69538,0.56814,1.0,0.46297
Rv0983,1.0,1.0,1.0,1.0,1.0,1.0,5.94e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5528,0.6055577897680661,0.6717240884742629,0.12633328188988902,0.9638628773708576,0.3208,1.0,0.002234,1.0,1.0,1e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13832045,0.03629215,0.11837098,1e-05,1.0,1.0,0.80725,1.0,0.87834,0.29998,1.0,0.90212,1.0,1.0,1.0,0.31406,1.0,0.32684
Rv0984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.722222222222223,0.86031746031746,0.5571545451761124,0.4690256651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.03707312,0.01732867,0.10511704,0.92704,1.0,1.0,0.4765,1.0,1.0,0.42771000000000003,1.0,1.0,1.0,1.0,1.0,0.4497100000000001,1.0,0.32771
Rv0985c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.747988043355098,0.716891037296571,0.916995745838072,0.00932867738395235,0.434969815,1.0,1.0,1.0,1.0,1.0,1.0,0.5029,1.0,1.0,1.0,1.0,1.0,1.0,0.11608688,0.11612164,0.056908400000000005,0.96168,1.0,1.0,0.29296,1.0,1.0,0.06862,1.0,1.0,1.0,1.0,0.07467,0.18558,1.0,0.57194
Rv0986,1.0,1.0,1.0,1.0,1.0,1.0,0.055275452999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1236,0.6361743053744039,0.394520818013433,0.873068892761537,0.001109840468670634,0.44044568759999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.12045268,0.12601579,0.07315488,1.0,1.0,0.63679,0.96864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99711,0.45566,1.0,0.18028
Rv0987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8529,0.7744108456374541,0.545077015052807,0.8761320631869541,2.1428482960584411e-10,0.0748110672,1.0,1.0,1.0,1.0,1.0,0.7125,1e-05,1.0,0.9952,1.0,0.8669,1.0,1.0,0.13327225,0.13754408,0.17547672,0.8295600000000001,1.0,0.22629000000000002,0.08169,0.0464,1.0,0.02621,1.0,1.0,1.0,1.0,1.0,0.48516000000000004,1.0,0.03827
Rv0988,1.0,1.0,1.0,1.0,1.0,1.0,0.073157888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1844,0.302607462367826,0.492750795232403,0.631727051056821,4.396281811170517e-06,0.11707356320000001,1.0,1.0,1.0,1.0,1.0,0.5678,1.0,1.0,1.0,1.0,0.8669,0.8602,1.0,0.06050667,0.06028493,0.10778575,1.0,1.0,0.98313,0.7528199999999999,0.24971,1.0,0.52851,1.0,1.0,0.36864,1.0,0.56733,0.59863,1.0,0.3776
Rv0989c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.05,1.0,0.05,1.0,1.0,0.9621,0.260684831411196,0.331037245976171,0.213709163663363,0.01432855085483625,0.0004455556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0525841,0.13710747,0.12066434,1e-05,1.0,0.7841,1e-05,1.0,1.0,0.13368,1.0,1.0,1.0,1.0,0.56711,0.73974,1.0,0.25359
Rv0993,0.0012884106,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0088,0.6694047899148751,0.361414500946777,0.85133643796384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10775727,0.10359926,0.08968318,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0994,1.0,1.0,0.05,1.0,1.0,1.0,9.91e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000181056,1.0,0.8302,0.5909660511528579,0.634337429770964,0.144948681070416,0.2053378289737303,0.40878312240000003,1e-05,1e-05,0.7206359999999999,1.0,1e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13601972,0.12859104,0.12775949,1e-05,1.0,0.03392,0.75075,1.0,1.0,1e-05,1.0,1.0,1.0,1.0,0.11212000000000001,0.08105,1.0,0.06559
Rv0995,1.0,1.0,0.05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22268398268398198,0.25943722943722897,0.117207792207792,0.5512052683223898,0.41043529409999996,1.0,1.0,1.0,1.0,0.499201,0.4978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08692353,0.00694088,0.05314287,0.00186,1.0,0.0033799999999999998,0.00389,0.44781000000000004,0.56313,0.01061,1.0,0.97106,1.0,1.0,0.39023,0.64495,1.0,0.5328
Rv0996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7015,0.723329764447213,0.0414265830970079,0.0107215977881043,0.9611253365928216,0.3100414634,1e-05,1.0,0.41689799999999994,1e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04449153,0.01513065,0.02850803,1e-05,1.0,1e-05,0.13369,1.0,1.0,0.58581,1.0,1.0,1.0,1.0,0.52242,1.0,1.0,0.1457
Rv1001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9164,0.7322825361620091,0.7339885140259029,0.7113550711353509,0.05610735907320896,0.4903293549,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18877099,0.13446973,0.12083203,1.0,1.0,0.47025,1.0,1.0,0.6489,0.34148,1.0,1.0,1.0,1.0,0.46338,0.72943,1.0,0.00499
Rv1002c,0.010855486000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0325,0.647546393807963,0.6480756175952961,0.47791765503315004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1e-05,1e-05,1e-05,0.9952,1.0,0.7967,0.4067,1.0,0.11306196,0.10331359999999999,0.08972584,1e-05,1.0,1.0,1.0,1.0,0.6954899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1004c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8999,0.30648053262021,0.933996180966808,0.285519175339146,0.6082952187647339,0.0580633484,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04779085,0.00770845,0.02124916,1.0,1.0,0.02274,0.8592799999999999,1.0,1.0,0.39204,1.0,0.98049,1.0,1.0,0.71619,0.11627,1.0,0.03052
Rv1005c,5.697489e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0334,0.697032478926032,0.987873065119582,0.27014149251146397,0.01317106868688168,0.4204727865,1.0,1.0,1.0,1.0,1.0,0.8706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.15444434,0.06065875,0.11706963,0.78455,1.0,0.27029000000000003,0.24256999999999998,1.0,1.0,0.32156,1.0,1.0,1.0,1.0,0.6671600000000001,0.96551,1.0,1.0
Rv1007c,0.0006079193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0088,0.260467070455928,0.333173268958951,0.44653381323593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10760138,0.09668519,0.09374974,0.5566,1.0,1.0,1.0,1.0,0.6931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5607,0.268212903619105,0.8953894193502661,0.49963482658957203,0.94620596382787,0.3887365323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18838118,0.15791334,0.14998759,0.91322,1.0,0.54366,0.21806999999999999,1.0,1.0,0.15724000000000002,1.0,1.0,1.0,1.0,0.5556399999999999,0.5875600000000001,1.0,0.48741999999999996
Rv1009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.684,0.884177750540082,0.82451498391199,0.0716826040626545,0.09422130861367853,0.2182491803,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.11617006,0.11120845,0.13858861,1.0,1.0,0.32764,0.0028,1.0,0.25624,0.76325,1.0,0.93582,1.0,1.0,0.48722,0.5736,1.0,0.57587
Rv1010,1.0,1.0,1.0,1.0,1.0,1.0,0.005094636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0035,0.19108686145037196,0.46877132380256503,0.0027675255899933,0.327826619417794,0.4849329037,0.166439,1e-05,0.09162100000000001,1.0,1.0,1.0,0.9640000000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.11694127,0.10780942,0.10596307,1e-05,1.0,0.16548,0.31645,1.0,0.01735,0.20108,1.0,0.65351,1.0,1.0,1.0,1.0,1.0,1.0
Rv1011,2.3999966e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0088,0.5225686207346399,0.355967119733731,0.864753095144084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10265861,0.10343302,0.09777064,1.0,1.0,1.0,1.0,1.0,0.96755,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1013,1.0,0.0018667929999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2e-05,1.0,1.0,1.0,1.0,1.0,0.000181056,1.0,0.2224,0.30056717982292996,0.36504250876128597,0.38460693390187,0.483845287268581,0.469093156,1.0,1.0,0.023409,1.0,0.10713199999999999,1.0,0.5048,1.0,1.0,1.0,0.2076,1.0,1.0,0.17966524,0.18667954,0.11121115,0.08974,1.0,1.0,0.73417,1.0,1e-05,1.0,1.0,1.0,0.10156,1.0,0.6630699999999999,1.0,1.0,0.6948300000000001
Rv1014c,8.892107e-06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.359317338329571,1.0,0.9038976007494359,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.10454606,0.09575478,0.09867647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv1015c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7165433783926609,1.0,0.398939303632343,0.9612136040426283,1.0,1.0,1.0,0.973266,1.0,1.0,0.7423,0.8564,0.129,1.0,1.0,0.8669,0.1257,1.0,0.10709328,0.09163932,0.09550846,1.0,1.0,0.70426,1.0,0.44381000000000004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68938
