Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv0923c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.44014,0.98277,1,0.96928,1,0.91916,0.94042,1,1,1,0.01577,0.63121,1,0.05403,0.11723,1,0.68301,1,1,1,1,1,1,0.85565,1,1,1,0.98318,1,1,1,0.92656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.77841,1,1,1,1
Rv0924c,1,1,1,0.04169,1,1,1,1,0.10095,1,1,1,1,0.62424,1,0.56992,0.47583,1,1,1,0.36944,0.87226,1,0.13342,0.71853,0.79307,0.50395,0.29421,1,0.41319,0.7197,0.65297,0.67113,1,1,0.9709,0.99168,1,1,0.04653,0.623,1,0.4045,1,0.87447,1,0.38599,1,1,1,1,1,1,1,1,1,1,1,1,0.63005,1,1,1,0.59411
Rv0925c,1,1,1,1,1,0.46526,1,1,1,1,1,1,1,0.69975,0.98736,0.92802,1,1,1,0.75545,0.87172,0.71258,1,0.26399,0.09584,1,1,0.63384,1,1,0.65828,1,1,1,1,1,1,1,1,0.82008,1,1,1,1,0.40608,1,0.99739,1,1,1,1,1,1,1,1,1,0.62494,1,1,0.8067,1,1,1,1
Rv0926c,1,1,1,1,1,0.27792,1,1,1,1,1,1,1,0.15938,0.46229,1,1,1,1,1,1,1,1,0.53947,0.66397,1,0.8954,0.81866,1,0.65282,0.44558,0.01376,1,1,1,1,0.9294,1,1,1,0.85425,1,1,1,0.97527,1,0.08968,1,1,1,1,1,1,1,1,1,1,1,1,1,0.89872,1,0.07481,0.44533
Rv0927c,1,1,1,1,1,0.34806,1,1,0.89974,0.98272,1,1,1,1,1,0.89825,0.92847,1,1,0.94042,1,1,1,0.22615,0.50678,1,0.80495,0.56379,1,0.39397,0.41008,1,1,1,1,1,0.13487,1,1,1,1,1,1,1,0.97527,1,0.51079,1,1,1,1,1,1,1,1,1,0.798,1,1,0.85629,0.70127,1,1,1
Rv0928,1,1,1,0.01535,1,0.82048,1,1,0.52967,1,0.73662,1,1,0.16828,0.52725,0.24909,0.23494,0.48905,0.42152,0.23158,0.78067,0.55736,1,0.96088,0.04064,0,0.01185,0.00981,1,0,0.57563,0.16316,0.14738,1,1,1,0.86707,0.78421,1,0,1,1,1,1,0,0.3059,0.7938,1,0.27156,1,1,0,0,1,1,0.90765,0.57602,1,1,0.02494,1,1,1,1
Rv0929,1,1,1,0.07881,1,0.69726,1,1,0.03683,1,1,1,1,0.47865,0.8389,0.6088,1,0.97855,0.70579,0.58607,0.7271,0.7709,1,0.74162,0.48889,0.57307,0.02199,0.11125,1,0.007,0.40129,1,1,1,1,0.1596,0.48407,0.92476,1,0,0.88634,0.3192,0.43551,1,0.23276,0.0595,1,1,1,1,1,0,0,1,1,1,0.51248,1,1,0.11245,1,1,0.87003,1
Rv0930,1,1,1,0.3059,1,0.563,1,1,0.07773,1,1,1,1,0.15554,0.38123,0.20563,0.24638,0.48261,0.78462,0.14963,0.28424,0.15562,1,0,0.66397,0.81514,0,0,1,0.007,0.19751,0.23265,0.04433,1,1,0.32617,0.21069,1,1,0.01149,0.73279,1,1,1,0.28605,0,0.95426,0.07474,0.0867,1,1,0.02306,0,1,1,0.14293,0.85156,1,1,0.01425,1,1,1,1
Rv0931c,1,1,1,1,1,0.56898,1,1,1,1,1,1,1,0.99417,1,0.69535,0.70846,1,1,1,0.72336,0.1165,1,1,0.62535,1,1,0.0285,1,0.7864,0.06581,1,0.60197,1,1,1,0.44536,1,1,0.73352,0.43756,1,1,1,0.97527,1,0.15467,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0932c,1,1,1,1,1,0.65143,1,1,1,1,1,1,1,0.97542,1,0.95731,0.89188,1,1,1,0.99888,0.96308,1,1,1,1,1,0.55998,1,0.76775,0.77066,0.96634,1,1,1,1,0.9294,1,1,0.32548,0.72253,1,1,1,0.71623,1,0.65682,1,1,1,1,1,1,1,1,1,0.83913,1,1,0.91181,1,1,1,0.5836
Rv0933,1,1,1,1,1,0.33028,1,1,1,1,1,1,1,0.99918,0.93547,1,0.96513,1,1,0.5587,0.99774,0.95199,1,0.92325,0.46944,1,0.44955,0.40175,1,0.51716,0.41537,1,0.82024,1,1,1,0.74248,1,1,1,0.84765,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90693
Rv0934,1,1,1,1,1,1,1,1,0.75939,1,1,1,1,0.71178,0.88292,0.82775,1,1,1,1,1,0.79067,1,0,0.02934,1,0.25808,0.00694,1,0.3192,0.1472,1,1,1,1,1,0.66564,1,1,1,0.307,1,1,1,0.51522,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.39204,1,1,1,1
Rv0935,1,1,1,0.88863,1,0.61949,1,1,1,1,1,1,1,0.98482,1,1,0.995,1,1,0.98126,1,0.98065,1,0.6819,0.50099,1,0.48836,0.2208,1,0.42802,0.79821,0.96406,1,1,1,1,1,1,1,0.98156,0.76655,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75737,1,0.95602,1,1
Rv0936,1,1,1,1,1,0.27792,1,1,1,1,1,1,1,0.89355,0.74937,1,0.96848,1,1,1,1,1,1,0.78355,1,1,1,1,1,1,0.27693,0.65983,1,1,1,1,0.23135,1,1,0.8641,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.65177,1,1,1,1
Rv0937c,1,1,1,1,1,0.74961,1,1,1,1,1,1,1,0.96366,0.96804,0.80002,0.96513,1,1,1,1,1,1,0.30761,0.64213,1,0.55703,0.49015,1,0.46529,0.34638,1,1,1,1,1,0.90306,1,1,1,1,1,1,1,0.90392,1,1,1,1,1,1,1,1,1,1,1,0.74134,1,1,1,0.84305,1,0.51151,1
Rv0938,1,1,1,1,1,0.51609,1,1,1,1,1,1,1,0.66634,1,0.80059,0.95676,1,0.78105,0.9849,1,1,1,1,0.86179,1,0.35958,0.42944,1,1,0.42134,0.88023,1,1,1,1,0.79033,1,1,1,0.84496,1,1,1,0.90761,1,0.54372,1,1,1,1,1,1,1,1,1,1,1,1,0.9406,1,1,1,1
Rv0939,1,1,1,0.9975,1,0.37107,1,1,1,1,1,1,1,0.24755,0.94101,0.95466,0.50696,1,1,1,0.95613,0.24928,1,0.01688,0.95741,1,0.85557,0.62923,1,0.46564,0.06581,0.96225,1,1,1,1,0.85836,1,1,1,1,1,1,1,1,1,0.98895,1,1,1,1,1,1,1,1,1,1,1,1,0.83368,1,1,1,0.5223
Rv0940c,1,1,1,1,1,0.34437,1,1,1,1,1,1,1,0.64377,1,0.73424,0.995,1,0.84722,0.98867,1,0.87224,1,0.92425,0.76579,1,0.29167,0.11172,1,0.84403,0.41008,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.89642,1,1,1,1,1,1,1,1,1,0.273,1,1,1,1,1,1,0.72081
Rv0941c,1,1,1,1,1,0.58032,1,1,1,1,1,1,1,0.95523,0.24594,0.989,0.76386,1,1,0.96507,1,1,1,0.62016,0.70509,1,0.86944,0.8031,1,0.84403,1,1,1,1,1,1,0.15649,1,1,0.92647,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85075,1,1,0.70407,1,1,0.61298,1
Rv0942,1,1,1,1,1,0.50811,1,1,1,1,1,1,1,0.53895,0.5507,0.83695,0.96316,1,1,1,0.53926,0.4356,1,0.81702,0.43177,1,0.86134,0.15928,1,0.79443,0.52632,1,1,1,1,1,1,1,1,0.81131,0.48471,1,0.9786,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92634,1,1,0.54496,1,1,1,0.018
Rv0943c,1,1,1,1,1,0.42452,1,1,1,1,1,1,1,0.99683,0.93278,1,0.96316,1,1,1,0.99762,1,1,0.72389,0.86179,1,0.60555,0.87197,1,1,0.74927,0.66902,1,1,1,1,0.90857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.70546,1,1,1,1
Rv0944,1,1,1,1,1,0.27282,1,1,1,1,1,1,1,0.47544,1,1,1,1,0.80673,0.78937,0.99774,1,1,0,0.00928,1,0.85557,0.3532,1,0.89327,0.71383,1,1,1,1,1,1,1,1,1,0.38683,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,0.798,1,1,0.16143,1,1,1,1
Rv0945,1,1,1,1,1,0.54984,1,1,1,1,1,1,1,1,0.9988,0.99342,0.18862,1,1,1,0.68284,0.71048,1,0.00924,0.53561,1,0.05042,0.80794,1,0.85743,0.78892,1,1,1,1,1,0.43499,1,1,1,0.96054,1,1,1,1,0.11735,0.00973,1,1,1,1,1,1,1,1,1,0.83913,1,1,1,1,1,1,1
Rv0946c,1,1,1,0.41334,1,0.73055,1,1,1,1,1,1,1,0.22575,0.5586,1,0.07939,1,1,0.9618,1,0.01185,1,0.1011,1,1,0.1026,1,1,0.13878,1,1,1,1,1,1,0.15794,0.99947,1,0,1,1,1,1,0.37166,1,0.85513,1,1,0,0.0639,1,1,1,1,1,1,1,1,1,1,1,1,0.00201
Rv0948c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.88178,0.97107,0.98386,0.9836,1,1,0.9119,1,1,1,0.45771,1,1,0.85557,1,1,0.84403,1,1,1,1,1,1,0.855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0949,1,1,1,0,1,0.99973,1,1,0.01629,0.3363,1,1,1,0.07914,1,0.27639,0.52806,0.38464,0.61825,1,0.4022,1,1,0.72359,1,1,0.16705,0.57309,1,0.17989,0.66465,1,1,1,1,1,0.23505,0.76088,1,0.16313,0,1,1,1,0.95051,1,0.78194,1,1,1,1,1,1,1,1,1,0.50379,1,1,1,1,1,1,0
Rv0950c,1,1,0,0.76235,1,0.4521,1,1,1,1,1,1,1,0.90153,0.22215,0.96273,0.56252,0.71336,0.99214,0.91009,0.33807,0,0.23691,0.08015,0.19457,1,0,0.39979,1,0.15455,0.021,1,0.1171,1,1,1,0.04433,1,1,0,0,1,1,1,0.77525,1,0.15498,1,1,0.09156,0.17738,1,0.42883,0.4433,1,1,0.798,1,1,1,1,1,1,0.03776
Rv0951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.18349,1,1,0.00605,1,0.95292,1,0.71926,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.61621,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6088,1,0.97567,1,0.18094,0.22757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0953c,1,1,1,0.88863,1,0.42209,1,1,1,1,1,1,1,0.83313,0.97149,0.56257,0.70387,1,1,1,1,0.62125,1,1,0.65624,1,0.7877,0.12862,1,0.97891,0.64135,1,1,1,1,1,0.99326,1,1,0.77393,0.77643,1,1,1,0.36637,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7047,1,1,1,1
Rv0954,1,1,1,0,1,1,1,1,0.0735,1,1,1,1,0.71152,0.25702,0.17476,0.20869,0.34057,0.44419,0.26776,0.11597,0.01028,0.60274,0.03768,0.04064,1,0.79581,0.93337,1,0.72007,0.37871,1,0.0532,1,1,1,0.23774,1,1,0.01448,0,1,1,1,1,0.20875,0.05474,1,0.67965,1,1,1,1,1,1,1,1,1,1,0.91941,1,1,1,0.00864
Rv0955,1,1,1,0,1,1,1,1,0.81176,1,1,1,1,0.09034,0.12667,0.14033,0.43539,0.21502,0.11614,0.17653,0.1471,0,1,0.4217,0.15705,1,0.67112,1,1,0.399,0.65466,1,0.82143,1,1,1,0.08615,0.76088,1,0,0,1,0.70503,1,0.29067,1,1,1,1,0.10913,0.46569,1,0,0,1,1,1,1,1,0.908,1,1,1,0
Rv0956,1,1,1,1,1,0.61547,1,1,1,1,1,1,1,0.33824,0.97107,0.41952,0.19203,0.91038,0.17575,0.28179,0.3881,1,1,0.13959,0.86179,1,0.85557,0.83193,0.98139,0.96933,0.87951,0.76151,1,1,1,1,0.57216,1,1,0.20919,0.01353,1,1,1,0.97527,0.13106,0.67494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0957,1,1,1,1,1,1,1,1,1,1,1,1,1,0.89507,0.98689,0.97948,0.95564,1,1,0.26831,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.90107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0958,1,1,1,1,1,1,1,1,1,1,1,1,1,0.47865,1,1,1,1,1,1,1,0.99003,1,0.1532,0.73579,1,0.1871,0.51212,1,0.33894,0.79287,1,1,1,1,1,1,1,1,0.91119,0.57775,1,1,1,0.49486,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0959,1,1,1,1,1,0.50562,1,1,1,1,1,1,1,0.97551,0.9988,0.94304,0.7842,1,1,0.9849,1,1,1,0.94162,1,1,0.62504,0.20804,1,0.44068,1,0.76151,1,1,1,1,0.16468,1,1,1,0.97654,1,1,1,0.91042,1,1,1,1,1,1,1,1,1,1,1,0.95339,1,1,0.86443,1,1,1,1
Rv0959A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,,,,,,,,,
Rv0960,1,1,1,1,1,0.49293,1,1,1,1,1,1,1,0.39215,1,0.76277,1,1,1,1,1,0.78657,1,0.88986,0.86179,1,0.85557,0.57307,1,1,0.59933,1,1,1,1,1,0.68387,1,1,1,1,1,0.9305,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.87509,1,1,1,0.23925
Rv0961,1,1,1,1,1,0.36575,1,1,1,1,1,1,1,0.58244,0.75422,0.77382,0.92661,1,1,0.9119,1,0.9672,1,0.02002,0.0983,1,0.85557,0.57949,1,0.64789,1,0.6356,0.30075,1,1,1,0.89569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8983,1,1,1,1,1,1,1
Rv0962c,1,1,1,1,1,0.47129,1,1,1,1,1,1,1,0.95523,1,1,0.84968,1,0.93055,0.80315,0.91878,0.99582,1,0.45771,1,1,0.94615,1,1,1,1,0.82403,1,1,1,1,0.55097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0963c,1,1,1,1,1,0.2793,1,1,1,1,1,1,1,0.61748,0.9988,0.74032,0.65366,1,1,1,0.99762,1,1,0.64164,0.99966,1,0.29541,0.03757,1,1,0.98042,1,1,1,1,1,0.69149,1,1,0.89118,1,1,1,1,1,1,0.98411,1,1,1,1,1,1,1,1,1,1,1,1,0.93861,1,1,1,1
Rv0964c,1,1,1,1,1,0.47324,1,1,1,1,1,1,1,0.56449,1,0.95466,0.79851,1,1,0.87609,1,0.01185,1,0.018,0.81694,1,0.68018,1,1,0.9606,0.22087,1,1,1,1,1,0.2857,1,1,1,1,1,1,1,0.50427,1,0.95287,1,1,1,1,1,1,1,1,1,1,1,1,0.84204,1,1,1,1
Rv0965c,1,1,1,1,1,0.70743,1,1,1,1,1,1,1,1,1,0.89891,0.98759,1,1,1,1,1,1,0.61518,0.69385,1,0.42771,0.14128,1,0.72225,0.4349,0.31105,1,1,1,1,0.68172,1,1,1,1,1,1,1,0.97527,1,0.79626,1,1,1,1,1,1,1,1,1,1,1,1,0.61935,1,1,1,1
Rv0966c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.22825,0.7961,0.8498,0.89715,1,1,0.82943,1,1,1,0.5223,0.89483,1,0.44212,0.35068,1,0.61793,0.9494,1,1,1,1,1,0.87852,1,1,0.97759,0.63472,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85966,1,1,1,0.1553
Rv0967,1,1,1,1,1,1,1,1,1,1,1,1,1,0.36701,0.99248,1,0.5712,1,0.68537,1,0.86518,0.51189,1,0.36845,0.44819,1,0.82971,0.39779,1,0.79777,0.45995,0.83526,1,1,1,1,0.50162,1,1,1,1,1,1,1,0.95051,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.56278,1,1,1,0.81749
Rv0968,1,1,1,1,1,0.29667,1,1,1,1,1,1,1,0.97478,1,0.76229,1,1,1,1,0.95377,1,1,0.38492,0.62535,1,0.85557,0.93798,1,1,0.75306,0.98951,1,1,1,1,1,1,1,1,1,1,1,1,0.98093,1,0.40039,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0969,1,1,1,1,1,0.27792,1,1,1,1,1,1,1,0.20748,0.97458,1,0.97849,1,1,0.26776,0.99762,0.00478,1,0.96894,0.17481,1,0.87218,0.56812,1,0.7255,0.18973,1,1,1,1,1,0.82204,1,1,1,0.59173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62926,1,1,1,1
Rv0970,1,1,1,1,1,0.4593,1,1,1,1,1,1,1,1,1,0.97948,0.70387,1,0.99772,0.72276,0.86665,1,1,0.45771,1,1,0.01946,0.09891,1,1,1,1,1,1,1,1,0.62358,1,1,1,0.63286,1,1,1,0.97527,1,0.64732,1,1,1,1,1,1,1,1,1,1,1,1,0.99024,0.9419,1,1,1
Rv0971c,1,1,1,1,1,0.94444,1,1,1,1,1,1,1,0.30549,0.25357,0.98241,0.34893,0.68578,0.02602,0.23703,0.39359,0.3161,1,1,0.38487,1,0.28546,1,1,0.7121,0.81372,1,1,1,1,1,0.62358,1,1,1,1,1,1,1,1,1,0.85513,1,1,1,1,1,1,1,1,1,0.95043,1,1,0.8624,1,1,1,0.13762
Rv0972c,1,1,1,1,1,0.6783,1,1,1,1,1,1,1,1,0.18058,0.342,0.19067,1,1,0.9119,0.7246,1,1,0.00602,0.19137,1,0.87509,1,1,0.42186,0.57249,1,0.68781,1,1,1,1,1,1,0.11603,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.992,1,1,1,1
Rv0973c,1,1,1,0.72734,1,0.33322,1,1,1,1,1,1,1,0.76879,0.59877,0.95731,1,1,1,1,0.82733,0.71669,1,0.96419,0.72789,1,0.85557,0.57067,1,0.44966,0.31934,0.76151,1,1,1,1,0.48407,1,1,1,0.95287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98857,1,1,0.91543,1,1,0,1
Rv0974c,1,1,1,1,1,0.71255,1,1,1,1,1,1,1,0.34891,0.6667,0.89018,0.79385,0.40057,0.14984,0.24984,0.66216,1,1,0.00771,0.44819,1,0.81431,0.57067,1,1,0.88177,1,1,1,1,1,0.40627,0.57075,1,1,1,1,1,1,0.87129,1,0.09366,1,1,1,1,1,1,1,1,1,1,1,1,0.52752,1,1,1,0.35136
Rv0975c,1,1,1,1,1,0.83373,1,1,1,1,1,1,1,0.932,0.95326,1,0.98553,1,0.96225,1,1,0.94532,1,0.06188,0.42247,1,0.94084,0.44604,1,0.38181,0.22087,0.36119,1,1,1,1,0.85288,1,1,1,1,1,1,1,0.98093,1,0.99065,1,1,1,1,1,1,1,1,1,0.91975,1,1,0.627,1,1,1,1
Rv0976c,1,1,1,1,1,0.47445,1,1,1,1,1,1,1,0.80845,0.47616,0.6335,1,1,0.53521,0.43375,0.68205,1,1,0.4046,0.83629,1,0.37759,0.29713,1,0.66354,1,0.7829,1,1,1,1,0.01174,1,1,0.79425,0.96054,1,1,1,0.73771,1,0.93365,1,1,1,1,1,1,1,1,1,0.81169,1,1,0.90742,1,1,1,1
Rv0977,1,1,1,1,1,0.27792,1,1,1,1,1,1,1,0.94774,0.95032,1,0.90341,1,1,1,1,0.99003,1,0.14149,0.38487,1,0.85564,0.52867,1,0.99997,0.96294,0.98811,1,1,1,1,0.5881,1,1,0.96222,1,1,1,1,0.97527,1,0.85513,1,1,1,1,1,1,1,1,1,1,1,1,0.77947,1,1,1,1
Rv0978c,1,1,1,1,1,0.3233,1,1,1,1,1,1,1,0.68695,0.94852,0.65985,1,1,1,1,0.76677,0.98267,1,0.67046,1,1,0.81964,0.93923,1,0.35825,0.57858,1,1,1,1,1,0.96547,1,1,0.94556,1,1,1,1,1,1,0.85313,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0979A,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.75545,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97527,1,0.85513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81749
Rv0979c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.89371,0.47063,1,0.995,1,0.12999,0.24452,0.06533,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84016,0.48403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0980c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.86128,0.71995,1,0.57316,1,1,0.93494,1,0.78657,1,0.90656,1,1,0.85557,0.29395,1,1,0.18336,0.93583,0.56116,1,1,1,0.91145,1,1,1,0.836,1,1,1,0.97529,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0981,1,1,1,0.59325,1,0.27708,1,1,1,1,0.76428,1,1,0.08747,0.47191,0.89018,0.70846,1,0.78,1,1,1,1,1,1,1,0.38562,0.73908,1,1,0.30815,0.25097,1,1,1,1,0.82967,0.76088,1,0,1,1,1,1,0.62087,1,0.14291,1,0.86067,0.26443,0.72868,1,1,1,1,1,0.50714,1,1,0.97553,1,1,1,0
Rv0982,1,1,1,1,1,0.71491,1,1,1,1,1,1,1,0.71922,0.46777,1,1,1,1,1,0.91878,0.99003,1,0.78391,0.78018,1,0.85557,0.57067,1,0.94611,0.84517,1,1,1,1,1,0.99242,1,1,0.98156,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0983,1,1,1,1,1,0.37518,1,1,1,1,1,1,1,1,1,0.97948,0.79594,1,1,1,1,0.00263,1,0.59708,0.3783,1,0.90428,0.40323,1,0.77005,1,0.03627,0.1881,1,1,1,0.9435,0.63233,1,0.00694,1,1,0.91178,1,0.91042,1,0.18313,1,0.02935,1,1,1,1,1,1,1,1,1,1,0.78186,0.74685,1,0.20475,0.03685
Rv0984,1,1,1,1,1,0.57879,1,1,1,1,1,1,1,0.91439,1,1,1,1,1,0.93494,0.81872,0.77733,1,0.9766,0.54441,1,0.85557,0.56812,1,0.84403,1,1,1,1,1,1,0.19902,1,1,0.9706,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.82587,1,1,1,1
Rv0985c,1,1,1,1,1,0.5265,1,1,1,1,1,1,1,1,0.3101,0.93326,0.48066,1,0.90626,0.80231,0.57969,0.12811,1,0.37993,0.21955,1,0.90867,0.12336,1,0.34307,0.10289,1,0.60101,1,1,1,0.99398,1,1,1,0.92952,1,1,1,1,0.17793,0.74766,1,1,1,1,1,1,1,1,1,1,1,1,0.97553,1,1,1,1
Rv0986,1,1,1,1,1,0.3413,1,1,1,1,1,1,1,0.84037,0.68423,0.83316,0.76008,1,0.91097,0.71434,0.97129,0.88965,1,0.73595,0.53478,1,0.82927,1,1,0.50829,1,0.05985,1,1,1,1,0.76313,1,1,1,0.95672,1,1,1,1,1,0.98411,1,1,1,1,1,1,1,1,1,0.7636,1,1,0.52711,1,1,1,0.34994
Rv0987,1,1,1,1,1,0.47129,1,1,0.11584,1,1,1,1,0.35337,0.13436,0.82878,0.37425,0.71289,0.3229,0.66848,0.44987,0.95461,1,0.86191,0.55098,1,0.54126,0.03901,1,1,1,1,0.32768,1,1,1,0.43282,1,1,0.85088,0.29951,1,1,1,0.37143,1,1,1,1,1,1,1,1,1,1,1,0.91126,1,1,0.56061,1,1,0.19482,0.05483
Rv0988,1,1,1,1,1,0.47269,1,1,0.44819,0.8854,1,1,1,0.34891,0.70321,1,0.60866,1,0.49411,0.59561,0.99762,0,1,0.85575,0.64286,1,0.97659,0.57067,1,0.79316,0.63857,1,1,1,1,1,0.517,1,1,1,1,1,1,1,0.48317,1,0.72025,1,1,1,1,1,1,1,0.7173,1,1,1,1,0.91181,1,1,0.03178,0.0316
