Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv0001,1,1,1,1,1,0.73174,1,1,1,1,1,1,1,1,0.97729,0.97882,0.01635,1,1,0.41101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.89656,1,1,0.64058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0003,1,1,1,0.43844,1,0.47324,1,1,1,1,1,1,1,0.27431,1,1,0.83785,1,0.86507,0.98846,0.76677,0.25783,1,0.57712,0.75286,1,0.29773,0.0285,1,0.91889,0.50316,0.06529,0.11885,1,1,1,0.25111,0.77517,1,0.33318,0.45962,1,1,1,0.97527,0.21696,0,1,1,1,0.55248,1,1,1,1,1,0.68823,1,1,0.99313,1,1,1,0.06052
Rv0004,1,1,1,1,1,1,1,1,1,1,1,1,1,0.68727,0.86143,0.83316,0.80482,1,0.95585,0.97874,0.95377,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84607,1,1,0.22244,0.84496,1,1,1,1,1,1,1,1,0.98691,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81749
Rv0005,1,1,1,1,1,0.62111,1,1,1,1,1,1,1,0.6739,0.93461,0.99445,1,1,0.9975,0.92659,1,0.30857,1,0.09171,0.59671,1,0.50131,1,1,0.41671,0.4957,0.40093,1,1,1,1,0.99242,1,1,1,0.95471,1,1,1,1,1,0.99875,1,1,1,1,1,1,1,1,1,1,1,1,0.70716,1,1,1,0.37106
Rv0006,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94709,0.39588,1,0.01341,0.98341,1,0.44204,0.4022,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17423,1,1,1,1,1,1,1,0.87499,1,0.60207,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0007,1,1,1,0.70259,1,1,1,1,1,1,1,1,1,0.71989,0.31961,0.73347,0.7472,1,0.91895,0.96302,0.72336,0.00263,1,0,1,1,1,0,0.6309,0.26538,0.96542,0.34492,1,1,1,1,0.17146,0.76088,1,0.09417,0.02765,1,1,1,1,0.21696,0,1,0.39684,0.72801,1,0,0,0,0.55964,1,1,0.0798,1,1,1,1,0.14509,0
Rv0008c,1,1,1,1,1,0.81476,1,1,1,1,1,1,1,0.44049,0.97702,0.76159,0.89805,1,1,0.96791,0.97154,0.28316,0.665,0.79635,0.63177,1,0.29906,0.82971,1,0.22692,0.87437,1,1,1,1,1,0.85082,1,1,1,0.57944,0.43527,0.85573,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0009,1,1,1,0.98715,1,0.54984,1,1,0.91508,1,1,1,1,0.10869,0.7198,1,0.9018,1,1,0.75005,0.97148,0.10352,1,0.46222,1,1,1,0.16963,1,0.99507,0.62186,1,1,1,1,1,0.75814,1,1,0.82186,0.93255,1,1,1,0.56087,0.00499,0.03005,1,0.77561,0.01847,0.8671,0.54374,1,1,1,1,1,1,0.26349,1,1,1,0.87766,0.00201
Rv0010c,1,1,1,1,1,0.52056,1,1,1,1,1,1,1,1,0.61282,1,0.75367,1,1,0.9849,0.62744,1,1,0.68505,0.99346,1,0.91784,0.73678,1,0.84403,1,1,1,1,1,1,1,1,1,1,0.8461,1,1,1,0.86321,1,1,1,1,0.75575,1,1,1,1,1,1,0.97297,1,1,1,1,1,1,1
Rv0011c,1,1,1,0.42482,1,0.73055,1,1,1,1,1,1,1,0.80827,0.64526,0.81955,0.96375,0.86238,0.99214,0.66461,0.66616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4268,1,1,0.36764,1,1,1,1,1,1,1,1,1,0.77305,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81749
Rv0012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84968,1,1,1,1,0.1362,1,0.70088,0.81319,0.08919,0.82927,0.09314,1,0.08255,1,0,0.33762,1,1,0.62359,1,1,1,0,1,1,0.13574,1,0.62862,1,0.12637,0.10415,0.01331,0.11039,0.06616,1,1,0.30553,1,1,1,1,1,0.97711,1,1,1,0.08855
Rv0013,1,1,1,1,1,0.77751,1,1,1,1,1,1,1,0.78129,1,0.8988,0.7472,1,0.99214,1,1,0.99003,1,0.45771,0.64554,1,1,0.81739,1,0.84403,0.87281,1,1,1,1,1,0.65566,1,1,0.68025,0,1,1,1,1,1,0.58444,1,1,1,1,1,1,1,1,1,1,1,1,0.70407,1,1,0.2267,0.20838
Rv0014c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.62513,1,0.99445,0.98192,1,1,0.32672,1,1,1,0.81954,1,1,1,1,1,1,1,1,1,1,1,1,0.96104,0.97403,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0015c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.36714,0.97107,0.61568,1,0.85931,1,1,1,1,1,0.59515,0.86179,1,1,1,1,1,1,1,1,1,1,1,0.37727,1,1,0.96046,1,1,1,1,0.97527,1,0.82602,1,1,1,1,1,1,1,1,1,1,1,1,0.91685,1,1,1,1
Rv0016c,1,1,1,0,1,0.61537,1,1,1,1,1,1,1,0.00322,0.37873,0.41588,0.0038,1,0.00363,0.92953,1,1,1,0.46396,0.86179,1,0,0.57067,1,0.25589,0.72636,0.88891,1,1,1,1,0.14154,0.76088,1,0,0,1,1,1,1,1,0.30705,0,0,0.01625,1,0,1,0.12151,0,1,1,0.20594,1,0.8275,1,1,0.04359,0
Rv0017c,1,1,1,0,1,0.35598,1,1,1,1,1,0.93931,1,0.72524,0.21507,0.88071,0.15484,1,0.64269,0.58607,0.45174,0.25208,1,0.43222,0.19835,0.66975,0,0.11607,1,0.94792,0.06577,0.60724,1,1,1,1,0.07277,0.528,1,0,0,1,1,1,1,1,0.72025,0,0,0.29179,1,0.16144,1,0.00621,0,1,1,0,1,0.67784,1,1,0,0
Rv0018c,1,1,1,0.05852,1,1,1,1,0.32786,1,1,1,1,0.88422,0.50221,0.99137,0.85311,1,1,1,0.77383,0.55569,0.92971,0.10464,0.27726,1,0.93451,0.71725,1,0.99948,0.79609,1,0.05792,1,1,1,0.28189,0.90535,1,0.0399,0.81585,1,1,1,0.69751,0.84822,0,1,0.04372,0.22981,0.90077,1,1,1,1,0.09811,1,1,1,0.01425,1,1,1,0
Rv0019c,1,1,1,0.02064,1,1,1,1,0.05542,0.64125,1,1,1,0.36701,0.0095,1,1,1,0.29198,1,1,1,1,0.65722,0.64286,1,0,1,1,0.16412,1,1,1,1,1,0.14397,0.39188,0.78053,1,0,0.08326,1,1,1,1,1,0,0,0,1,1,1,0.88408,0.08447,1,1,1,1,1,0.70506,0.84305,1,0.035,0.00387
Rv0020c,1,1,1,0.50673,1,0.56108,1,1,1,1,1,1,1,0.41988,1,0.95466,0.96316,1,1,0.94227,0.99888,0.98209,1,0.60931,1,1,0.22355,0.25607,1,0.3415,1,1,1,1,1,1,0.48814,0.98303,1,0,0.90713,1,1,1,1,1,0.03442,0.41752,0.01631,1,1,1,1,1,1,1,0.5718,0.73845,1,0.5521,1,1,1,1
Rv0021c,1,1,1,1,1,0.81316,1,1,1,1,1,1,1,0.93514,1,0.51666,0.97849,1,1,0.65998,1,1,1,1,0.86479,1,0.80336,0.57067,1,0.43824,0.76269,1,1,1,1,1,0.98071,1,1,0.98301,1,1,1,1,0.43268,1,0.83922,1,1,1,1,1,1,1,1,1,0.91719,1,1,1,1,1,1,0.52769
Rv0022c,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81273,1,0.99386,0.9604,1,1,0.84781,0.9293,1,1,0.31953,0.22623,1,0.33383,0.57309,1,0.21826,0.57122,0.8002,1,1,1,1,0.48814,0.94597,1,1,1,1,1,1,0.97527,1,0.61943,1,1,1,1,1,1,1,1,1,1,1,1,0.65161,1,1,1,1
Rv0023,1,1,1,0.52429,1,1,1,1,1,1,1,1,1,0.98782,0.85964,0.62618,0.59993,1,1,1,0.23215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.50162,1,1,0.84634,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81749
Rv0024,1,1,1,1,1,0.57819,1,1,1,1,1,1,1,1,0.33975,0.04161,0.91666,0.93212,1,0.86315,0.55273,1,1,0.21496,0.32042,1,0.85557,0.81866,1,0.98334,0.56263,0.59772,1,1,1,1,0.50162,0.90535,1,0.81021,0.99829,1,1,1,0.81255,1,0.99235,1,1,1,1,1,1,1,1,1,1,1,1,0.65944,1,1,1,1
Rv0025,1,1,1,1,1,0.8477,1,1,1,1,1,1,1,0.47086,0.96804,0.98007,0.89904,1,0.96436,0.94683,0.7246,0.67959,1,0.87513,0.62535,1,0.25808,0.62341,1,0.6023,1,1,1,1,1,0.69617,0.70665,1,1,1,0.80556,1,1,1,0.97527,1,0.53756,1,1,1,1,1,1,1,1,1,0.69051,1,1,1,1,1,1,1
Rv0026,1,1,1,1,1,0.27708,1,1,1,1,1,1,1,0.75367,0.87969,0.61733,0.72028,1,0.91916,1,1,0.82901,1,0.97375,0.89483,1,0.06964,0.24958,1,0.93895,0.61553,1,0.33762,1,1,1,0.78361,1,1,0.9189,0.93928,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.69313,1,1,1,1
Rv0027,1,1,1,0.95681,1,1,1,1,1,1,1,1,1,0.39413,0.3605,0.95753,1,1,1,0.8868,0.76677,1,1,0.57031,0.75841,1,0.85557,1,1,0.59657,1,1,1,1,1,1,0.74769,0.99353,1,1,0.67077,1,1,1,0.39308,1,0.32188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.58126
Rv0028,1,1,1,1,1,1,1,1,1,1,1,1,1,0.43854,1,0.77318,0.96375,1,1,1,1,0.99003,1,0.10714,0.64286,1,0.94232,0.82004,1,1,0.99409,1,0.87793,1,1,1,0.31981,1,1,1,0.99829,0.84346,1,1,0.7161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2642,1,1,0.54577,1
Rv0029,1,1,1,1,1,0.42597,1,1,1,1,1,1,1,0.99411,1,1,0.96316,1,1,0.95654,1,1,1,0,0,1,0.93875,0.63057,1,0.69687,0.24332,0.34492,0.776,1,1,1,0.81736,1,1,0.98301,1,1,1,1,1,1,0.93416,1,1,1,1,1,1,1,1,1,0.9072,1,1,0.68405,1,1,1,1
Rv0030,1,1,1,1,1,0.51665,1,1,1,1,1,1,1,0.71717,0.87928,0.87341,0.75157,1,1,0.84764,1,0.61358,1,0.58742,0.64204,1,1,0.56761,1,0.42186,0.6879,1,1,1,1,1,0.643,1,1,1,1,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,0.798,1,1,0.70407,1,1,1,1
Rv0031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7604,1,0.51805,1,0.3849,1,1,0.82797,1,1,0.79443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.38972,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0032,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99343,0.59365,0.92526,1,1,0.76186,1,1,0.95292,1,0.81789,0.40161,1,0.85557,0.5855,1,0.85182,0.31477,1,1,1,1,1,0.7109,1,1,0.91599,0.67077,1,1,1,1,1,0.74364,1,1,0.69928,1,1,1,1,1,1,0.87768,1,1,0.45689,1,1,1,1
Rv0033,1,1,1,1,1,0.69642,1,1,1,1,1,1,1,0.92252,0.58226,0.78184,1,1,0.84111,0.88059,1,0.60511,1,0.98114,0.73418,1,0.75714,1,1,1,0.8877,0.91766,1,1,1,1,0.53011,1,1,0.98156,0.97625,1,0.68772,1,1,1,0.92105,1,1,0.80345,1,1,1,1,1,1,0.95558,1,1,1,1,1,1,1
Rv0034,1,1,1,1,1,1,1,1,1,1,1,1,1,0.33757,0.72276,1,1,1,1,0.68733,1,0.13493,1,0.58028,0.59737,1,0.8652,0.12475,1,0.8218,0.5057,1,0.1302,1,1,1,0.97957,1,1,1,1,1,1,1,1,1,0.86303,1,1,1,1,1,1,1,1,1,1,1,1,0.68846,1,1,1,1
Rv0035,1,1,1,1,1,1,1,1,1,1,1,1,1,0.85319,0.99266,0.84444,0.93571,1,1,0.44977,0.18655,0.9205,1,0.86728,1,1,0.37773,0.80093,1,0.99219,0.71993,1,1,1,1,1,0.93145,1,1,1,1,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.80087,1,1,1,1
Rv0036c,1,1,1,0.50907,1,0.47324,1,1,1,1,1,1,1,0.47766,1,0.99342,0.77821,1,1,0.22596,0.72336,1,1,0.61586,0.63177,1,0.42978,0.12862,1,0.91061,0.45995,0.59291,1,1,1,1,0.12264,1,1,1,1,1,1,1,0.75756,1,0.81053,1,1,1,1,1,1,1,1,1,0.93692,1,1,0.54496,1,1,1,1
Rv0037c,1,1,1,0.72734,1,0.70519,1,1,1,1,1,1,1,0.94774,0.79706,0.83316,0.83764,1,0.99391,0.52804,1,0.52556,1,0.85002,1,1,0.70873,0.40815,1,0.84403,1,1,1,1,1,1,0.61819,1,1,1,0.84572,1,1,1,0.77116,1,0.72436,1,0.49514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0038,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81151,0.87233,0.93008,0.96175,1,1,0.86315,0.97154,0.01868,1,0.13504,0.86179,1,1,0.17733,1,0.02157,0.52069,1,1,1,1,1,1,1,1,0.80576,0.78935,1,1,1,1,1,0.7614,1,1,0.03401,0.52635,1,1,1,1,1,0.99697,1,1,0.98455,1,1,1,0.78457
Rv0039c,1,1,1,1,1,0.47324,1,1,1,1,1,1,1,0.60274,0.2442,1,0.20869,1,0.68107,0.95507,1,0.95292,1,0.04106,0.5187,1,0.23365,0.16909,1,0.84403,0.74953,1,1,1,1,1,0.70052,1,1,1,1,1,1,1,1,1,1,1,1,0.3295,1,1,1,1,1,1,0.82896,1,1,0.69704,1,1,1,1
Rv0040c,1,1,1,1,1,0.57879,1,1,1,1,1,1,1,0.52338,0.71611,1,1,1,0.99214,0.84524,1,1,1,0.30813,0.5187,0.59097,0.70419,0.95519,1,0.84403,0.9791,1,0.66125,1,1,1,0.48407,1,1,0.29018,0.26106,1,1,1,0.28605,1,0.39262,1,1,0.06959,1,1,1,1,1,1,0.5718,1,1,0.44354,1,1,1,0.00549
Rv0041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.38294,1,0.54141,0.45755,0.24452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.61881,1,0.85088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.21301,0.12581
Rv0042c,1,1,1,1,1,0.66038,1,1,1,1,1,1,1,0.61562,0.17388,1,0.93154,1,1,1,1,0.78657,1,0.20186,1,1,0.60896,0.40323,1,0.2678,0.68952,1,1,1,1,1,0.86677,1,1,0.285,0.84,1,1,1,0.87129,1,0.13838,1,1,1,1,1,1,1,1,1,1,1,1,0.70398,1,1,1,1
Rv0043c,1,1,1,1,1,0.35612,1,1,1,1,1,1,1,1,1,0.98209,0.96316,1,1,0.92659,1,1,1,0.74221,0.23041,0.07773,0.41248,0.49715,1,0.84404,0.95171,1,1,1,1,1,0.84674,0.76088,1,0.04777,0.11017,0.96051,1,1,1,0.89172,0.25234,1,1,0.34892,0.55718,1,1,1,1,1,1,1,1,0.82578,1,1,0.44537,0.23436
Rv0044c,1,1,1,1,1,0.37518,1,1,1,1,1,1,1,0.80989,0.93715,0.90929,0.93249,1,1,0.81939,1,1,1,0.12848,0.74047,1,0.07515,0.56812,1,0.84403,0.87437,0.65297,1,1,1,1,0.61099,1,1,0.92128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99697,1,1,0.77408,1,1,1,1
Rv0045c,1,1,1,1,1,0.36575,1,1,1,1,1,1,1,1,1,0.79184,0.96848,1,1,1,1,0.82121,1,0.91724,0.42422,1,1,0.50573,1,0.83308,0.31934,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.30199,1,1,1,1
Rv0046c,1,1,1,1,1,0.73055,1,1,1,1,1,1,1,1,1,1,1,0.285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0047c,1,1,1,1,1,0.46223,1,1,1,1,1,1,1,0.93728,0.72354,1,0.61336,1,0.99214,0.96341,0.85422,1,1,0.51296,1,1,0.74147,0.48799,1,0.23899,0.69525,0.27051,1,1,1,1,0.72801,1,1,0.027,0.34463,0.69772,0.94282,1,0.62087,1,0.47313,1,0.01631,1,1,1,1,1,1,0.76112,0.64786,1,0.16323,0,1,1,1,1
Rv0048c,1,1,1,1,1,0.39491,1,1,1,1,1,1,1,0.84037,0.86143,1,0.74964,1,1,0.89407,1,0.9738,1,0.96503,0.86179,1,1,0.62947,1,0.85006,1,1,1,1,1,1,0.99179,1,1,1,1,1,1,1,0.86321,1,0.24106,1,1,1,1,1,1,1,1,1,1,1,1,0.39086,1,1,1,1
Rv0049,1,1,1,0.56435,1,0.39284,0.18842,1,0.00907,0.04604,1,1,1,0.92319,1,0.95724,0.50824,1,1,0.95042,1,1,1,0.00243,0.64204,1,0.01451,0.0411,1,0.07557,0,0,1,1,1,1,0.517,0.81477,1,0,0.73279,1,1,1,1,1,0.22355,0.03229,0,0.02228,0.0639,1,1,0,1,1,1,1,1,1,1,1,1,1
Rv0050,1,1,1,0.32812,1,0.53062,1,1,1,1,1,1,1,0.0798,1,1,0.05596,1,0.99214,0.09305,1,0,1,0.88872,0.48561,1,0,0.48947,1,0.87007,0.0991,1,1,1,1,1,0.31569,0.266,1,0,0,1,1,1,0.97527,1,0.00608,1,1,0,0,1,0.6248,0,1,1,1,1,1,0.20185,0.75907,1,0,0.71465
Rv0051,1,1,1,1,1,0.27389,1,1,1,1,0.09208,0.68775,1,0.16003,0.33041,0.8285,0.69546,1,0.96225,1,0.96594,0.78657,1,0.01688,0.11351,1,0,0.00411,1,1,0.19396,0.74884,1,1,1,1,1,0.5985,1,0.30185,1,0.76866,1,1,0.62087,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0.56061,1,0.64638,1,0.61866
Rv0052,1,1,1,1,1,0.64211,1,1,1,1,1,1,1,0.86474,1,0.90121,1,1,1,1,1,1,1,0.7107,0.41171,1,0.11125,0.56035,1,1,0.80452,0.61867,1,1,1,1,0.88626,1,1,0.59484,1,1,1,1,0.93908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0053,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99343,0.65025,0.3661,0.95564,1,0.53643,0.58607,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.81749
Rv0054,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.76088,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0055,1,1,1,1,1,0.73055,1,1,1,1,1,1,1,0.69975,0.94083,0.90907,0.92847,1,0.96699,0.96116,1,0.9884,1,0.4555,0.64001,1,0.85557,0.56497,1,0.84403,0.6879,1,1,1,1,1,0.83154,1,1,0.77047,1,1,1,1,0.97527,1,1,1,1,0.59554,0.98484,1,1,1,1,1,1,1,1,0.70398,1,1,1,1
Rv0056,1,1,1,1,1,1,1,1,0.65825,1,1,1,1,1,0.71554,0.81557,0.50465,1,1,1,0.5732,0.51805,1,0.03306,0.86179,1,1,0.35073,1,0.34151,0.87579,1,0.50532,1,1,1,0.6654,0.91887,1,0.5762,0.72253,0.1082,0.357,1,1,1,0.72859,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0.20549,0.12519
Rv0057,1,1,1,1,1,0.42673,1,1,1,1,1,1,1,1,1,0.91529,0.95676,1,0.99214,0.94846,1,0.1983,1,0.14999,0.83629,1,0.94232,0.80741,1,0.21124,1,1,1,1,1,1,1,1,1,1,0.92952,1,1,1,1,1,0.89906,1,1,1,1,1,1,1,1,1,1,1,1,0.54496,1,1,1,0.33875
Rv0058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.57678,1,0.95292,1,0.72389,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Rv0059,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.17634,0.91602,0.84877,1,0.93055,0.75545,1,1,1,0.32493,1,1,1,1,1,0.84403,1,1,1,1,1,1,0.27083,1,1,0.71424,1,1,1,1,0.91716,1,0.66168,1,1,1,1,1,1,1,1,1,1,1,1,0.60882,1,1,1,1
Rv0060,1,1,1,1,1,0.71255,1,1,1,1,1,1,1,0.66768,0.97107,0.95753,1,1,1,1,1,1,1,0.45771,0.78018,1,0.85557,0.57067,1,0.84404,0.79029,0.76151,1,1,1,1,0.88363,1,1,1,0.92952,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.70407,1,1,1,1
Rv0061,1,1,1,1,1,0.64555,1,1,1,1,1,1,1,0.55982,1,1,0.96375,1,0.96225,0.75337,1,1,1,0.84291,1,1,0.85557,0.74928,1,0.84403,1,1,1,1,1,1,1,0.88541,1,0.91599,1,1,1,1,,1,1,,,,,,,,1,1,0.68823,1,1,1,1,1,1,1
Rv0061c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,,,,,,,,,
Rv0062,1,1,1,1,1,0.68104,1,1,1,1,1,1,1,1,0.95912,1,0.97849,1,1,0.75545,1,0.77333,1,0.207,0.24427,1,1,0.4124,1,0.62814,0.2471,1,1,1,1,1,0.97651,1,1,0,0.98115,1,1,1,0.97527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.40556,1,1,1,1
Rv0063,1,1,1,1,1,0.28326,1,1,1,1,1,1,1,0.97581,1,0.98209,0.8327,1,1,1,1,0.99003,1,0.66823,1,1,0.3857,0.69556,1,0.22755,0.07648,0.86504,1,1,1,1,0.66564,1,1,0.28449,1,1,1,1,0.86887,1,1,1,1,1,1,1,1,1,1,1,0.88224,1,1,0.70407,1,1,1,1
Rv0064,1,1,1,1,1,0.86605,1,1,0.93553,1,1,1,1,0.14862,0.0095,0.8567,0.02418,0.73981,0.61176,1,0.29469,0.18598,1,0.01577,0.86179,1,0.97192,0.53181,1,0.3034,0.4727,0.82866,1,1,1,1,1,1,1,0.2263,0.42738,1,1,1,0.57283,1,0.72893,1,1,1,1,1,1,1,1,1,0.9466,1,1,1,1,1,1,1
Rv0064A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,,,,,,,,,
Rv0065,1,1,1,1,1,0.42666,1,1,1,1,1,1,1,1,1,0.99634,0.7472,1,1,1,1,0.77426,1,0.11007,0.76437,1,1,0.31119,1,0.58683,0.86523,1,0.68567,1,1,1,0.91345,1,1,0.99153,1,0.26746,0.13445,1,1,1,0.86303,1,1,1,1,1,1,1,1,1,0.73478,1,1,0.87096,0.89872,1,0.21124,1
Rv0066c,1,1,1,0,1,1,1,1,0,1,1,1,1,0.23023,0.06315,1,0.20869,1,0.87954,0.47789,0.22252,0,1,0.00243,1,1,0,1,1,0.007,1,1,0.42092,1,1,1,0.25035,0.83584,1,0.01149,0,1,1,1,0.01552,1,0,1,0.01331,0.00616,0.05,1,1,1,0.28608,1,0.66041,0.3465,1,1,1,1,1,0
