Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv0001,0.0,0.0,0.0,0.0,0.0,0.73174,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41101000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0002,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0003,0.0,0.0,0.0,0.43843999999999994,0.0,0.47323999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25783,0.0,0.57712,0.7528600000000001,1.0,0.29773,1.0,0.0,0.0,0.50316,0.06529,0.11885,0.0,0.0,0.0,0.25111,0.77517,0.0,0.0,0.45962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.68823,1.0,0.0,0.0,1.0,0.0,1.0,0.060520000000000004
Rv0004,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.6872699999999999,0.8614299999999999,0.83316,0.80482,1.0,0.95585,0.9787399999999999,0.9537700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.8460700000000001,1.0,0.0,0.22244,0.84496,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9869100000000001,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8174899999999999
Rv0005,0.0,0.0,0.0,0.0,0.0,0.62111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6739,0.93461,0.0,0.0,1.0,0.9975,0.9265899999999999,0.0,0.30856999999999996,1.0,0.09171,0.5967100000000001,1.0,0.50131,0.0,0.0,0.41671,0.4957,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9547100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.70716,1.0,0.0,0.0,0.37106
Rv0006,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.39588,0.0,1.0,0.98341,0.0,0.44204,0.4022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.17423,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8749899999999999,0.0,0.60207,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
Rv0007,0.0,0.0,0.0,0.7025899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31961,0.0,0.0,1.0,0.0,0.0,0.72336,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6309,0.26538,0.0,0.34492,0.0,0.0,0.0,1.0,0.17146,0.76088,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.21696,1.0,0.0,0.0,0.72801,1.0,1.0,1.0,1.0,0.5596399999999999,0.0,0.0,0.0798,0.0,0.0,0.0,1.0,0.14509,1.0
Rv0008c,0.0,0.0,0.0,0.0,0.0,0.81476,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.44048999999999994,0.0,0.76159,0.0,0.0,0.0,0.0,0.97154,0.28315999999999997,0.665,0.79635,0.6317699999999999,0.0,0.29906,0.8297100000000001,0.0,0.22691999999999998,0.8743700000000001,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57944,0.43527,0.8557299999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
Rv0009,0.0,0.0,0.0,0.0,0.0,0.54984,1.0,0.0,0.9150799999999999,1.0,1.0,0.0,0.0,0.10869000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10352,0.0,0.46221999999999996,0.0,0.0,0.0,0.16963,0.0,0.0,0.6218600000000001,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56087,1.0,1.0,0.0,0.0,1.0,0.0,0.54374,0.0,0.0,1.0,0.0,0.0,1.0,0.26349,0.0,0.0,1.0,0.87766,1.0
Rv0010c,0.0,0.0,0.0,0.0,0.0,0.52056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73678,0.0,0.84403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.86321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Rv0011c,0.0,0.0,1.0,0.42482,1.0,0.73055,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.6452600000000001,0.81955,0.0,0.8623799999999999,0.0,0.66461,0.6661600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4268,0.0,1.0,0.36764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.77305,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8174899999999999
Rv0012,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1362,1.0,0.0,0.0,0.08918999999999999,0.0,0.09314,0.0,0.08255,0.0,1.0,0.33762,1.0,1.0,0.62359,0.0,0.0,1.0,1.0,0.0,0.0,0.13574,1.0,0.62862,0.0,0.0,0.10415,1.0,0.11039000000000002,0.06616,0.0,0.0,0.30553,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.08855
Rv0013,1.0,1.0,0.0,0.0,0.0,0.77751,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.7812899999999999,1.0,0.8988,0.7472,1.0,0.9921399999999999,0.0,1.0,0.99003,1.0,0.45771000000000006,0.64554,0.0,0.0,0.81739,1.0,0.84403,0.8728100000000001,1.0,1.0,1.0,1.0,1.0,0.65566,1.0,1.0,0.68025,1.0,0.0,0.0,0.0,1.0,0.0,0.58444,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.70407,0.0,0.0,0.2267,0.20838
Rv0014c,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62513,0.0,0.0,0.0,0.0,0.0,0.32671999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0015c,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.36714,0.0,0.61568,0.0,0.85931,0.0,0.0,0.0,0.0,0.0,0.59515,0.86179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.37727,1.0,1.0,0.9604600000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.8260200000000001,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.91685,1.0,1.0,1.0,0.0
Rv0016c,0.0,0.0,0.0,1.0,0.0,0.61537,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.46396000000000004,0.0,1.0,1.0,0.57067,0.0,0.25589,0.0,0.0,0.0,0.0,1.0,0.0,0.14154,0.76088,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.30705,1.0,1.0,0.01625,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.20594,0.0,0.8275,1.0,1.0,1.0,1.0
Rv0017c,0.0,0.0,0.0,1.0,0.0,0.35598,0.0,0.0,0.0,0.0,1.0,0.9393100000000001,0.0,0.0,0.21506999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.25208,1.0,0.0,0.19835,0.66975,1.0,0.11607,1.0,0.0,0.06577000000000001,0.60724,0.0,0.0,0.0,0.0,0.07277,0.528,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.16144,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.67784,1.0,1.0,1.0,1.0
Rv0018c,0.0,0.0,0.0,0.05852,0.0,0.0,0.0,0.0,0.32786,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55569,0.92971,0.10464000000000001,0.27726,1.0,0.0,0.71725,0.0,0.0,0.79609,1.0,0.057920000000000006,0.0,0.0,0.0,0.28189000000000003,0.90535,1.0,1.0,0.0,0.0,1.0,0.0,0.6975100000000001,0.0,1.0,0.0,1.0,0.22981,0.0,0.0,0.0,0.0,1.0,0.09811,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
Rv0019c,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.055420000000000004,0.64125,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.29198,0.0,0.0,0.0,1.0,0.65722,0.64286,1.0,1.0,1.0,1.0,0.16412000000000002,0.0,1.0,1.0,0.0,0.0,0.14397000000000001,0.0,0.7805300000000001,1.0,1.0,0.08326,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08447,1.0,0.0,0.0,1.0,1.0,0.70506,0.84305,1.0,1.0,1.0
Rv0020c,0.0,0.0,0.0,0.50673,0.0,0.56108,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98209,0.0,0.60931,0.0,0.0,0.22355,0.25606999999999996,0.0,0.3415,0.0,0.0,0.0,0.0,0.0,0.0,0.48813999999999996,0.98303,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.41752,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5718,0.73845,0.0,0.5521,0.0,1.0,1.0,0.0
Rv0021c,0.0,0.0,0.0,0.0,0.0,0.81316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0022c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.31953000000000004,0.22623000000000001,0.0,0.33383,0.57309,0.0,0.21825999999999998,0.57122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9752700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0023,0.0,0.0,0.0,0.5242899999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.85964,0.6261800000000001,0.59993,1.0,1.0,0.0,0.23215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.50162,0.0,0.0,0.84634,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Rv0024,0.0,0.0,0.0,0.0,0.0,0.57819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21495999999999998,0.32042,0.0,0.0,0.0,0.0,0.0,0.56263,0.59772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rv0025,0.0,0.0,0.0,0.0,0.0,0.8477,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6795899999999999,0.0,0.0,0.62535,0.0,0.25808000000000003,0.62341,1.0,0.6023,0.0,0.0,0.0,0.0,0.0,0.69617,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9752700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6905100000000001,1.0,0.0,0.0,0.0,1.0,0.0,0.0
Rv0026,0.0,0.0,0.0,0.0,0.0,0.27708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.06964,0.24958000000000002,1.0,0.0,0.61553,0.0,0.33762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0027,0.0,0.0,0.0,0.95681,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.39413000000000004,0.3605,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.57031,0.75841,0.0,0.85557,0.0,0.0,0.5965699999999999,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9935299999999999,1.0,0.0,0.67077,1.0,0.0,1.0,0.39308000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.58126
Rv0028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99003,1.0,0.10714000000000001,0.64286,1.0,0.0,0.82004,0.0,0.0,0.0,0.0,0.8779299999999999,0.0,0.0,0.0,0.31981,0.0,1.0,0.0,0.0,0.84346,0.0,0.0,0.7161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2642,1.0,0.0,0.54577,0.0
Rv0029,0.0,0.0,0.0,0.0,0.0,0.42596999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.63057,0.0,0.0,0.24331999999999998,0.34492,0.7759999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9072,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0030,1.0,1.0,0.0,1.0,0.0,0.51665,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.71717,0.87928,0.87341,0.75157,1.0,0.0,0.84764,1.0,0.61358,1.0,0.5874199999999999,0.6420399999999999,0.0,0.0,0.5676100000000001,1.0,0.42186,0.6879,1.0,1.0,1.0,1.0,0.0,0.643,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9752700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7979999999999999,0.0,0.0,0.70407,1.0,0.0,0.0,0.0
Rv0031,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.7604,1.0,0.51805,0.0,0.3849,0.0,0.0,0.8279700000000001,0.0,0.0,0.79443,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.38971999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0033,0.0,0.0,0.0,0.0,0.0,0.6964199999999999,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.58226,0.0,0.0,0.0,0.0,0.0,0.0,0.60511,1.0,0.0,0.73418,0.0,0.0,0.0,0.0,0.0,0.0,0.91766,0.0,0.0,0.0,0.0,0.5301100000000001,1.0,1.0,0.0,0.0,0.0,0.68772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13493,0.0,0.58028,0.59737,0.0,0.0,0.12475,0.0,0.8218,0.5057,0.0,0.1302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6884600000000001,0.0,1.0,0.0,0.0
Rv0035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0036c,0.0,0.0,0.0,0.50907,0.0,0.47323999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47766000000000003,0.0,0.0,0.0,0.0,0.0,0.22596,0.72336,0.0,0.0,0.6158600000000001,0.6317699999999999,0.0,0.42978,0.12862,0.0,0.0,0.45995,0.59291,1.0,0.0,0.0,0.0,0.12264000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9369200000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0037c,0.0,0.0,0.0,0.72734,0.0,0.70519,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52556,1.0,0.0,0.0,0.0,0.0,0.40815,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84572,0.0,0.0,0.0,0.7711600000000001,0.0,0.0,1.0,0.49513999999999997,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rv0038,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13504000000000002,0.0,0.0,0.0,0.17733,0.0,1.0,0.52069,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.52635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.78457
Rv0039c,0.0,0.0,0.0,0.0,0.0,0.47323999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2442,0.0,0.20869000000000001,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5187,0.0,0.23365,0.16909000000000002,0.0,0.84403,0.74953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3295,0.0,0.0,0.0,0.0,0.0,0.0,0.82896,0.0,0.0,0.69704,0.0,0.0,0.0,0.0
Rv0040c,0.0,0.0,0.0,0.0,0.0,0.5787899999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.71611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5187,0.59097,0.70419,0.0,1.0,0.84403,0.0,0.0,0.66125,0.0,0.0,1.0,0.48407,0.0,0.0,0.0,0.26106,0.0,0.0,0.0,0.28605,0.0,0.0,0.0,0.0,0.06959,0.0,1.0,1.0,0.0,0.0,0.0,0.5718,0.0,0.0,0.44354,1.0,1.0,1.0,1.0
Rv0041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38294,0.0,0.5414100000000001,0.45755,0.24452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6188100000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0042c,0.0,0.0,0.0,0.0,0.0,0.66038,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.61562,0.17388,0.0,0.0,0.0,0.0,0.0,0.0,0.78657,0.0,0.20185999999999998,0.0,1.0,0.6089600000000001,0.40323000000000003,1.0,0.2678,0.68952,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.285,0.84,0.0,0.0,1.0,0.87129,0.0,0.13838,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.70398,0.0,0.0,0.0,0.0
Rv0043c,0.0,0.0,0.0,0.0,0.0,0.35612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23041,0.07773,0.41248,0.49715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76088,0.0,1.0,0.11017,0.9605100000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34892,0.55718,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.44537,0.23435999999999998
