Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_mbio_H37Rv,carey_630_vs_mbio_H37Rv,carey_631_vs_mbio_H37Rv,carey_632_vs_mbio_H37Rv,carey_641_vs_mbio_H37Rv,carey_662_vs_mbio_H37Rv,carey_663_vs_mbio_H37Rv,carey_667_vs_mbio_H37Rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv0324,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.48473,0.53703,1.0,0.479,0.46308,0.0,0.0,0.304,0.0,0.0,0.0,0.0,0.0,0.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18685,0.0,0.0,0.0,1.0,0.0,0.76626,0.966,0.0,0.09673,0.0,1.0,0.0,1.0
Rv0325,0.0,0.0,0.0,0.0,0.0,0.30016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59601,1.0,0.0,0.40005999999999997,0.0,0.0,0.58321,0.0,0.0,0.37859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rv0326,1.0,0.0,0.0,1.0,0.0,0.49888999999999994,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85741,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21548,1.0,0.0,0.42268,0.0,0.0,0.84783,0.5929399999999999,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.36321,0.0,0.0,0.0,0.0
Rv0327c,0.0,0.0,0.0,0.0,0.0,0.28326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20392000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8643700000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.97309
Rv0328,0.0,0.0,0.0,0.0,0.0,0.33999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71217,0.0,1.0,0.21124,1.0,0.29753,0.24115,0.87413,0.38427,0.0,0.99575,1.0,0.0,0.0,0.8525799999999999,0.0,0.78169,0.0,0.0,0.0,0.0,0.0,0.0,0.7349,0.0,0.06006,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.59828
Rv0329c,0.0,0.0,0.0,0.0,0.0,0.42208999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45624,0.0,0.0,0.15672,0.0,0.23479,0.0,0.0,0.0,0.08684,0.0,0.0,0.6241899999999999,0.0,0.0,0.0,0.0,0.0,0.27083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7578699999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
Rv0330c,0.0,0.0,0.0,0.0,0.0,0.36148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4871,0.0,0.30761,0.0,0.0,0.0,0.41662,0.0,0.55355,0.37868,0.0,0.86124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
Rv0331,0.0,0.0,0.0,0.0,0.0,0.47323999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.31215,0.36086,0.0,0.0,0.2985,0.0,0.0,0.17615999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0332,0.0,0.0,0.0,0.0,0.0,0.7891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33974,1.0,0.44723,0.1254,0.0,0.0,0.51698,0.0,0.0,0.0,0.8632799999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rv0333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.36322,1.0,1.0,0.49461000000000005,0.12194,0.0,0.84403,0.28175,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9831799999999999,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.69115,0.0,0.0,0.0,0.0
Rv0334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0335c,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.57776,0.98529,0.7057899999999999,0.75545,0.32222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.15425,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.59117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.9983299999999999
Rv0336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0337c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0338c,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.32855,0.0,1.0,0.9222100000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0339c,0.0,0.0,0.0,0.0,0.0,0.27708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094,0.0,0.0,0.0,0.0,0.0,0.4349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0340,0.0,0.0,0.0,1.0,0.0,0.43275,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.75062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45771000000000006,0.5967100000000001,0.0,0.67975,0.32761999999999997,0.0,0.0,0.0,0.0,0.37808,0.0,0.0,1.0,0.5796399999999999,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0341,0.0,0.0,0.0,0.0,0.0,0.27792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46852,0.5542199999999999,0.0,0.0,0.0,0.0,0.0,0.61611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.73027,0.0,0.0,0.0,0.76236,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7368399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0343,0.0,0.0,0.0,0.0,0.0,0.38519000000000003,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.34464,0.0,0.0,0.1085,0.0,0.054189999999999995,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8387100000000001,0.6016199999999999,1.0,0.0,0.0,0.0,0.0,0.05782999999999999,0.71701,1.0,0.8270200000000001,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0344c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41458999999999996,0.43177,0.0,0.0,0.0,1.0,0.5028,0.52025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
Rv0345,0.0,0.0,0.0,0.0,0.0,0.47323999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65352,0.0,0.0,0.6661600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12469000000000001,0.45416999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40608,0.0,0.0,0.0,0.0,0.87482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70407,0.0,0.97164,0.0,1.0
Rv0346c,0.0,0.0,0.0,0.0,0.0,0.48175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08141,1.0,0.0,1.0,0.0,0.72116,0.24225,0.0,0.0,1.0,0.0,0.3306,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00228,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
Rv0347,1.0,0.0,1.0,0.9890200000000001,1.0,0.55801,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.66187,0.0,1.0,0.0,0.9529200000000001,1.0,0.14583,0.48923999999999995,0.0,0.0,0.57202,1.0,0.49161000000000005,0.49505,1.0,1.0,1.0,1.0,0.0,0.13487000000000002,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.81472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.7936300000000001,1.0,0.0,1.0,1.0
Rv0348,0.0,0.0,0.0,0.0,0.0,0.4521,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9695799999999999,0.0,0.0,0.11325999999999999,1.0,0.10802,0.45613000000000004,0.1218,0.84525,0.57067,0.0,0.08357,0.65077,0.0,0.84424,0.0,0.0,0.0,0.5086,0.9504799999999999,1.0,0.0,0.0,0.9319799999999999,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45397
Rv0349,0.0,0.0,0.0,0.0,0.0,0.47323999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67693,0.7242,0.0,0.0,0.0,0.0,1.0,0.47261000000000003,0.0,0.0,0.0,0.0,0.79611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26985
Rv0350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8866700000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0351,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.40202,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.78518,1.0,0.0,0.53781,1.0,1.0,1.0,1.0,0.86887,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6594399999999999,0.0,0.0,0.0,0.0
Rv0352,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6513,0.0,0.0,0.0,0.96436,0.56868,0.0,0.18167,0.0,0.12939,0.0,0.0,0.50131,0.0,0.0,0.5361899999999999,0.0,0.76151,1.0,0.0,0.0,1.0,0.0,0.9504799999999999,1.0,0.15871,0.26711999999999997,1.0,1.0,1.0,0.9752700000000001,1.0,0.0,0.0,1.0,0.50655,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.5895100000000001,1.0
Rv0353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43973999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.08444,0.86179,0.43101999999999996,0.16913,0.0,1.0,0.1862,0.7744800000000001,1.0,0.56116,0.0,0.0,0.56858,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6673399999999999,0.0,0.0,0.0,0.0,0.13673,0.2431,0.0,0.0,0.0,1.0,1.0,0.6905100000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.10802
Rv0354c,0.0,0.0,0.0,0.0,0.0,0.31706999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.35744000000000004,0.0,0.0,0.4632,1.0,0.0,0.62049,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7979999999999999,0.0,0.0,0.0,0.0,0.0,0.54577,0.0
Rv0355c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04433,0.0,0.0,0.0,0.03388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0356c,0.0,0.0,0.0,0.0,0.0,0.39799999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32242,1.0,0.0,0.0,0.0,0.4282,0.4691,1.0,0.0,0.96209,0.99575,0.27114,0.0,0.0,1.0,1.0,0.6106600000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8174899999999999
Rv0357c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rv0358,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.47086000000000006,0.0,0.0,0.0,0.0,0.0,0.5362399999999999,0.0,0.99003,0.0,0.4582,1.0,0.0,0.0,0.49318999999999996,1.0,0.84555,1.0,0.0,0.0,0.0,1.0,1.0,0.78881,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9752700000000001,0.0,0.52359,0.0,0.0,0.65896,1.0,0.0,0.0,0.0,1.0,1.0,0.9614,0.0,1.0,0.9837299999999999,1.0,1.0,0.16369,1.0
Rv0359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rv0360c,0.0,0.0,0.0,0.0,0.0,0.37797,0.0,0.0,0.0,0.0,0.665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70144,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.66527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64786,0.0,0.0,0.38351999999999997,0.0,0.0,1.0,0.051370000000000006
Rv0361,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.69515,0.0,0.0,0.0,0.0,0.81243,0.0,0.35604,1.0,0.59446,0.31579,0.0,0.9344100000000001,0.37922,1.0,0.5992,0.42881,0.0,0.29975999999999997,0.0,0.0,1.0,0.49072,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.06861,1.0,1.0,0.0,0.0,0.50037,0.10016,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
Rv0362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67653,0.0,0.0,0.48317,0.0,0.0,0.26109,0.0,0.0,0.0991,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04604,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.90205
Rv0363c,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.26521,0.25038,1.0,1.0,1.0,0.06475,0.46501000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41713999999999996,0.0,0.0,0.42394,0.0,0.0,1.0,0.0,1.0,1.0
Rv0364,0.0,1.0,1.0,1.0,1.0,0.6081300000000001,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64377,0.8614299999999999,0.5478,0.0,0.0,0.0,0.8331700000000001,0.0,0.0,1.0,0.12982,0.64286,0.0,0.50121,0.57315,0.0,0.81496,0.64768,1.0,0.0,0.0,0.0,0.0,0.60109,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.54577,0.3416
Rv0365c,0.0,0.0,0.0,0.0,0.0,0.18862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Rv0366c,0.0,0.0,0.0,0.0,0.0,0.67594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86244,1.0,0.52069,0.0,0.0,0.0,0.0,0.0,0.39283,0.60826,1.0,0.0,0.0,0.0,0.0,0.0,0.72209,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Rv0367c,0.0,0.0,0.0,0.0,0.0,0.50765,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.52055,0.0,0.0,0.72028,0.0,0.0,0.0,0.0,0.50949,1.0,1.0,0.6409100000000001,1.0,0.35958,0.0,0.0,0.27701,0.58176,1.0,0.88708,0.0,0.0,1.0,0.0,0.0,1.0,0.46153,0.0,1.0,1.0,1.0,0.86321,0.0,0.08881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.6679999999999999,1.0,1.0,1.0,0.0
