Rv_ID,NN_1,NN_2,NN_3,NN_4,NN_5,NN_6,NN_7,NN_8,NN_9,NN_10
Rv3095,Rv0182c,Rv0233,Rv2429,Rv2958c,Rv3133c,Rv1317c,Rv2407,Rv0148,Rv3089,NONE
Rv3096,Rv0015c,Rv3469c,Rv1843c,Rv1760,Rv2029c,Rv0351,Rv1915,Rv1747,Rv0676c,Rv0159c
Rv3097c,Rv0073,Rv0869c,Rv1410c,Rv1694,Rv2861c,Rv2673,Rv2880c,Rv2301,Rv0904c,Rv3509c
Rv3098A,Rv0938,Rv1994c,Rv1020,Rv3879c,Rv3083,Rv1162,Rv1013,Rv1155,Rv2063A,Rv1850
Rv3098B,Rv3547,Rv0583c,Rv0132c,Rv1364c,Rv0116c,Rv1155,Rv1850,Rv2573,Rv2063A,Rv0414c
Rv3098c,Rv0013,Rv1114,Rv0126,Rv2829c,Rv3168,Rv0900,Rv2745c,Rv2586c,Rv0902c,Rv3835
Rv3099c,Rv0602c,Rv2973c,Rv3744,Rv2573,Rv0735,Rv1469,Rv3731,Rv0107c,Rv2855,Rv3820c
Rv3100c,Rv2200c,Rv2948c,Rv3199c,Rv3117,Rv2881c,Rv0761c,Rv2459,Rv1665,Rv1079,Rv2868c
Rv3101c,Rv2553c,Rv3102c,Rv1512,Rv0410c,Rv0946c,Rv3671c,Rv3859c,Rv2050,Rv3001c,Rv3804c
Rv3102c,Rv1512,Rv2553c,Rv3101c,Rv0410c,Rv0946c,Rv3671c,Rv3859c,Rv2050,Rv3805c,Rv3001c
Rv3103c,Rv2924c,Rv0058,Rv1010,Rv0535,Rv3232c,Rv3406,Rv2402,Rv1032c,Rv0103c,Rv1213
Rv3104c,Rv3234c,Rv0091,Rv0385,Rv0937c,Rv1009,Rv1033c,Rv0866,Rv2346c,Rv1198,Rv3371
Rv3105c,Rv0478,Rv3610c,Rv0113,Rv0582,Rv0208c,Rv3592,Rv0557,Rv3687c,Rv1604,Rv3272
Rv3106,Rv2918c,Rv0977,Rv2299c,Rv0054,Rv3808c,Rv1399c,Rv3366,Rv3862c,Rv1189,Rv1771
Rv3107c,Rv2301,Rv3660c,Rv1410c,Rv0934,Rv3509c,Rv0869c,Rv2748c,Rv1266c,Rv2005c,Rv3097c
Rv3108,Rv2007c,Rv0282,Rv2757c,Rv3414c,Rv2043c,Rv1541c,Rv0819,Rv0601c,Rv3444c,Rv1755c
Rv3109,Rv1886c,Rv1745c,Rv0978c,Rv3119,Rv3398c,Rv0847,Rv0677c,Rv3452,Rv3826,Rv0908
Rv3110,Rv2112c,Rv2922c,Rv2579,Rv3318,Rv0438c,Rv1160,Rv1675c,Rv0230c,Rv2719c,Rv1911c
Rv3111,Rv1634,Rv0573c,Rv3370c,Rv2873,Rv3451,Rv1984c,Rv1082,Rv2275,Rv2284,Rv1161
Rv3112,Rv1242,Rv2196,Rv3886c,Rv0512,Rv1103c,Rv0956,Rv2332,Rv1981c,Rv0934,Rv2748c
Rv3113,Rv1860,Rv2427c,Rv0864,Rv3703c,Rv0321,Rv2677c,Rv1821,Rv1849,Rv1846c,Rv3505
Rv3114,Rv1553,Rv2866,Rv3229c,Rv0986,Rv2549c,Rv0969,Rv3600c,Rv0277c,Rv0908,Rv0586
Rv3115,Rv0930,Rv0820,Rv0929,Rv0928,Rv3696c,Rv0924c,Rv0645c,Rv0644c,Rv0989c,Rv1239c
Rv3116,Rv1468c,Rv1328,Rv1222,Rv2218,Rv1205,Rv1365c,Rv3297,Rv3419c,Rv0445c,Rv2267c
Rv3117,Rv2881c,Rv1334,Rv0483,Rv3803c,Rv2948c,Rv3199c,Rv1089,Rv1992c,Rv3654c,Rv2173
Rv3118,Rv1187,Rv2816c,Rv1608c,Rv0220,Rv1169c,Rv3155,Rv1264,Rv2428,Rv0005,Rv3565
Rv3119,Rv0978c,Rv1745c,Rv3109,Rv3398c,Rv1886c,Rv1746,Rv0847,Rv3826,Rv1344,Rv0148
Rv3120,Rv0558,Rv2145c,Rv1599,Rv0285,Rv1605,Rv1182,Rv0382c,Rv0630c,Rv1030,Rv2373c
Rv3121,Rv2416c,Rv0848,Rv0980c,Rv3392c,Rv0505c,Rv3145,Rv3124,Rv0445c,Rv0342,Rv2852c
Rv3122,Rv0409,Rv1284,Rv1102c,Rv1108c,Rv0050,Rv0734,Rv1207,Rv3383c,Rv1897c,Rv3214
Rv3123,Rv0751c,Rv2430c,Rv2350c,Rv2744c,Rv1185c,Rv3488,Rv2027c,Rv1076,Rv2959c,Rv2872
Rv3124,Rv0505c,Rv0342,Rv2416c,Rv3297,Rv2218,Rv1558,Rv0445c,Rv0848,Rv2852c,Rv1328
Rv3125c,Rv3854c,Rv2208,Rv3085,Rv2868c,Rv2345,Rv2066,Rv1408,Rv1665,Rv0553,Rv0609
Rv3126c,Rv0582,Rv3610c,Rv0478,Rv0113,Rv3687c,Rv2623,Rv0208c,Rv3592,Rv0557,Rv1604
Rv3127,Rv0409,Rv1102c,Rv0734,Rv2602,Rv3383c,Rv2002,Rv1108c,Rv0858c,Rv1857,Rv1207
Rv3129,Rv1897c,Rv1108c,Rv0469,Rv0050,Rv3286c,Rv3383c,Rv1284,Rv1102c,Rv0408,Rv2088
Rv3130c,Rv3155,Rv1264,Rv0220,Rv1218c,Rv1848,Rv2428,Rv0601c,Rv1608c,Rv1187,Rv2816c
Rv3131,Rv3574,Rv3810,Rv0465c,Rv1538c,Rv2613c,Rv0561c,Rv1957,Rv2359,Rv1822,Rv3283
Rv3132c,Rv2358,Rv0470c,Rv1349,Rv3717,Rv1347c,Rv1235,Rv1237,Rv0391,Rv1942c,Rv0202c
Rv3133c,Rv3089,Rv0182c,Rv1777,Rv2429,Rv0148,Rv0233,NONE,NONE,NONE,NONE
Rv3134c,Rv3792,Rv3515c,Rv1915,Rv1843c,Rv0015c,Rv1760,Rv0351,Rv2402,Rv3469c,Rv2029c
Rv3135,Rv2911,Rv1344,Rv2436,Rv2407,Rv1317c,Rv2958c,Rv0233,Rv1746,Rv0182c,Rv3119
Rv3136,Rv1336,Rv0379,Rv1962c,Rv1345,Rv3420c,Rv2421c,Rv1602,Rv2746c,Rv1449c,Rv1335
Rv3136A,Rv0300,Rv2495c,Rv2916c,Rv3803c,Rv2464c,Rv0483,Rv1334,Rv2593c,NONE,NONE
Rv3137,Rv1338,Rv0884c,Rv3276c,Rv1600,Rv3336c,Rv3003c,Rv3227,Rv3246c,Rv0337c,Rv3260c
Rv3138,Rv3617,Rv0516c,Rv0159c,Rv0447c,Rv3824c,Rv0598c,Rv2590,Rv0676c,Rv2029c,Rv1760
Rv3139,Rv2097c,Rv2151c,Rv1638,Rv1280c,Rv2977c,Rv2524c,Rv1700,Rv0490,Rv1391,Rv3908
Rv3140,Rv1638,Rv2097c,Rv0490,Rv3908,Rv1496,Rv2977c,Rv3722c,Rv0903c,Rv3273,Rv2151c
Rv3141,Rv2007c,Rv2043c,Rv2757c,Rv1541c,Rv3414c,Rv0282,Rv0601c,Rv3444c,Rv3130c,Rv1755c
Rv3142c,Rv3610c,Rv3272,Rv0208c,Rv0749,Rv3589,Rv0418,Rv0070c,Rv0478,Rv3911,Rv3592
Rv3143,Rv0129c,Rv0241c,Rv1184c,Rv1633,Rv3586,Rv2215,Rv0600c,Rv1474c,Rv0407,Rv0206c
Rv3144c,Rv2389c,Rv2727c,Rv1818c,Rv1911c,Rv0230c,Rv1675c,Rv1160,Rv2548,Rv2285,Rv2902c
Rv3145,Rv3392c,Rv3151,Rv3150,Rv3148,Rv0980c,Rv0848,Rv1743,Rv2855,Rv2416c,Rv2962c
Rv3146,Rv2962c,Rv3821,Rv0624,Rv2852c,Rv0821c,Rv3148,Rv2267c,Rv2176,Rv1365c,Rv2855
Rv3147,Rv2350c,Rv2744c,Rv2430c,Rv3488,Rv1185c,Rv0751c,Rv2027c,Rv2232,Rv1302,Rv0823c
Rv3148,Rv2855,Rv3145,Rv3392c,Rv2962c,Rv0624,Rv3146,Rv3150,Rv3151,Rv2176,Rv1743
Rv3149,Rv1537,Rv0496,Rv2801c,Rv2919c,Rv1259,Rv3240c,Rv0982,Rv2623,Rv2865,Rv3358
Rv3150,Rv3151,Rv1743,Rv3392c,Rv0980c,Rv3145,Rv3152,Rv1372,Rv0848,Rv0867c,Rv3148
Rv3151,Rv3150,Rv1743,Rv0980c,Rv3392c,Rv3145,Rv3152,Rv1372,Rv0848,Rv0867c,Rv3148
Rv3152,Rv0867c,Rv1743,Rv0107c,Rv3150,Rv3151,Rv1372,Rv0980c,Rv2973c,Rv3392c,Rv3145
Rv3153,Rv1261c,Rv1130,Rv3681c,Rv0533c,Rv1497,Rv1001,Rv0297,Rv3157,Rv1129c,Rv3088
Rv3154,Rv0286,Rv3366,Rv0977,Rv2294,Rv2299c,Rv0006,Rv3106,Rv2918c,Rv3743c,Rv1161
Rv3155,Rv1264,Rv0220,Rv3130c,Rv2428,Rv1848,Rv1608c,Rv1218c,Rv2816c,Rv1187,Rv0601c
Rv3156,Rv3609c,Rv2682c,Rv2155c,Rv3712,Rv1511,Rv2538c,Rv1989c,Rv1430,Rv1304,Rv2095c
Rv3157,Rv3878,Rv1561,Rv3153,Rv1001,Rv2213,Rv0533c,Rv1261c,Rv3357,Rv1130,Rv1562c
Rv3158,Rv0183,Rv1151c,Rv2191,Rv1213,Rv2450c,Rv0103c,Rv3406,Rv1032c,Rv3232c,Rv0535
Rv3159c,Rv0888,Rv2027c,Rv3404c,Rv3198c,Rv2430c,Rv0823c,Rv2350c,Rv2982c,Rv1212c,Rv0751c
Rv3160c,Rv0450c,Rv0202c,Rv1348,Rv0998,Rv0391,Rv1942c,Rv1238,Rv1272c,Rv2048c,Rv1235
Rv3161c,Rv1304,Rv3582c,Rv3712,Rv2682c,Rv2538c,Rv0357c,Rv3156,Rv2157c,Rv3581c,Rv1201c
Rv3162c,Rv2179c,Rv3653,Rv0732,Rv1897c,Rv0050,Rv1284,Rv3809c,Rv2741,Rv0469,Rv3214
Rv3163c,Rv3089,Rv3133c,Rv0148,Rv0802c,Rv1777,Rv3086,Rv0182c,Rv3480c,NONE,NONE
Rv3164c,Rv1660,Rv1196,Rv0006,Rv2294,Rv2156c,Rv3366,Rv1625c,Rv2299c,Rv0286,Rv1161
Rv3165c,Rv3109,Rv1886c,Rv0847,Rv1745c,Rv3398c,Rv0677c,Rv3452,Rv0978c,Rv3119,Rv0908
Rv3166c,Rv2482c,Rv2801A,Rv0032,Rv1329c,Rv1077,Rv0853c,Rv1288,Rv3379c,Rv1650,Rv3731
Rv3167c,Rv3133c,Rv3089,Rv0182c,Rv2429,Rv1777,Rv2006,Rv0233,NONE,NONE,NONE
Rv3168,Rv1114,Rv2829c,Rv0900,Rv0126,Rv3835,Rv0013,Rv0596c,Rv0626,Rv1629,Rv2865
Rv3169,Rv3082c,Rv3841,Rv1739c,Rv0254c,Rv1253,Rv2002,Rv2103c,Rv2602,Rv0858c,Rv0586
Rv3170,Rv3270,Rv0020c,Rv1884c,Rv0678,Rv0948c,Rv2466c,Rv0130,Rv3417c,Rv3024c,Rv3223c
Rv3171c,Rv2962c,Rv3146,Rv0624,Rv3821,Rv3148,Rv2176,Rv2852c,Rv2855,Rv0821c,Rv3145
Rv3172c,Rv2801A,Rv1077,Rv2482c,Rv1288,Rv3379c,Rv0853c,Rv0032,Rv1650,Rv2388c,Rv1329c
Rv3173c,Rv2112c,Rv2922c,Rv3318,Rv0438c,Rv2579,Rv1160,Rv1909c,Rv1675c,Rv0230c,Rv1911c
Rv3174,Rv3316,Rv1563c,Rv1341,Rv2964,Rv0895,Rv3315c,Rv3704c,Rv0754,Rv1267c,Rv3567c
Rv3175,Rv0624,Rv3821,Rv3146,Rv2176,Rv2962c,Rv3148,Rv2855,Rv3619c,Rv2878c,Rv3409c
Rv3176c,Rv2950c,Rv2332,Rv0956,Rv3886c,Rv2953,Rv0934,Rv3509c,Rv1653,Rv1242,Rv2196
Rv3177,Rv0418,Rv3911,Rv2530c,Rv1088,Rv3272,Rv0500,Rv3062,Rv0749,Rv3754,Rv1562c
Rv3178,Rv3793,Rv1027c,Rv3913,Rv3378c,Rv3561,Rv1400c,Rv1931c,Rv1558,Rv3297,Rv0512
Rv3179,Rv2430c,Rv2027c,Rv2350c,Rv0888,Rv0751c,Rv0823c,Rv3404c,Rv3198c,Rv2744c,Rv1185c
Rv3180c,Rv1187,Rv2816c,Rv1608c,Rv2428,Rv0220,Rv2521,Rv1264,Rv1848,Rv3155,Rv3197A
Rv3181c,Rv1259,Rv2919c,Rv3240c,Rv0982,Rv0496,Rv2865,Rv3358,Rv0596c,Rv1537,Rv0211
Rv3182,Rv3835,Rv0626,Rv0211,Rv0900,Rv0126,Rv0596c,Rv3358,Rv2829c,Rv2865,Rv3240c
Rv3183,Rv1400c,Rv3561,Rv1931c,Rv3378c,Rv3045,Rv3913,Rv3793,Rv1027c,Rv2780,Rv2950c
Rv3184,Rv0554,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0899
Rv3185,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0554,Rv0899
Rv3186,Rv0554,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0899
Rv3187,Rv2461c,Rv3261,Rv1286,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0554,Rv0899
Rv3188,Rv3168,Rv1114,Rv2829c,Rv0900,Rv1629,Rv2949c,Rv2252,Rv0557,Rv1604,Rv1316c
Rv3189,Rv0182c,Rv0148,Rv3133c,Rv3089,Rv0233,Rv2958c,Rv2429,Rv1317c,Rv2407,NONE
Rv3190A,Rv2593c,Rv2068c,Rv2211c,Rv2783c,Rv1992c,Rv3330,Rv0813c,Rv1079,Rv1433,Rv0483
Rv3190c,Rv3619c,Rv3409c,Rv2878c,Rv2176,Rv2631,Rv0624,Rv2970c,Rv2243,Rv3821,Rv1601
Rv3191c,Rv3903c,Rv2793c,Rv3765c,Rv1026,Rv1206,Rv2266,Rv2584c,Rv1033c,Rv2673,Rv1917c
Rv3192,Rv0987,Rv1872c,Rv1859,Rv0969,Rv0277c,Rv2549c,Rv0620,Rv0986,Rv3364c,NONE
Rv3193c,Rv0127,Rv0384c,Rv2518c,Rv3671c,Rv2202c,Rv0410c,Rv3455c,Rv3627c,Rv3646c,Rv3778c
Rv3194c,Rv2115c,Rv1159,Rv0437c,Rv1080c,Rv2752c,Rv2386c,Rv0352,Rv1106c,Rv0903c,Rv1638
Rv3195,Rv3364c,Rv0858c,Rv0408,Rv3383c,Rv1102c,Rv1859,Rv2002,Rv1108c,Rv2602,Rv3307
Rv3196,Rv0694,Rv2818c,Rv1495,Rv2817c,Rv3702c,Rv0065,Rv2819c,Rv2964,Rv1996,Rv0754
Rv3196A,Rv3270,Rv0678,Rv0020c,Rv0948c,Rv1884c,Rv2466c,Rv0130,Rv3417c,Rv2623,Rv0582
Rv3197,Rv2613c,Rv1538c,Rv1539,Rv0465c,Rv2359,Rv1822,Rv3810,Rv1957,Rv2476c,Rv3131
Rv3197A,Rv2521,Rv1755c,Rv1848,Rv2428,Rv2816c,Rv3444c,Rv1608c,Rv1187,Rv1264,Rv0220
Rv3198A,Rv0422c,Rv1654,Rv2157c,Rv1305,Rv0357c,Rv1315,Rv3582c,Rv3230c,Rv0683,Rv0682
Rv3198c,Rv2982c,Rv0262c,Rv3404c,Rv0888,Rv2027c,Rv2430c,Rv1223,Rv0751c,Rv1212c,Rv2959c
Rv3199c,Rv2881c,Rv2200c,Rv1089,Rv3654c,Rv3117,Rv1379,Rv0761c,Rv2946c,Rv1334,Rv2743c
Rv3200c,Rv1412,Rv1391,Rv1280c,Rv1700,Rv2151c,Rv1701,Rv2524c,Rv1493,Rv0859,Rv1492
Rv3201c,Rv1026,Rv3903c,Rv1033c,Rv3765c,Rv2793c,Rv1206,Rv2266,Rv0385,Rv3234c,Rv0091
Rv3202A,Rv0300,Rv3803c,Rv2495c,Rv0483,Rv2916c,Rv1334,Rv2464c,Rv2173,Rv2593c,NONE
Rv3202c,Rv0676c,Rv0447c,Rv0159c,Rv2590,Rv1747,Rv0516c,Rv3469c,Rv0015c,Rv1760,Rv3824c
Rv3203,Rv2959c,Rv1076,Rv1223,Rv3470c,Rv2872,Rv0187,Rv1219c,Rv0751c,Rv2688c,Rv0577
Rv3204,Rv1207,Rv3087,Rv3214,Rv0734,Rv1712,Rv3405c,Rv2234,Rv1857,Rv0409,Rv1284
Rv3205c,Rv3286c,Rv0469,Rv0408,Rv0234c,Rv1108c,Rv3383c,Rv2088,Rv1897c,Rv3307,Rv3567c
Rv3206c,Rv3227,Rv3418c,Rv3276c,Rv3244c,Rv3260c,Rv3137,Rv1338,Rv0189c,Rv0884c,Rv3246c
Rv3207c,Rv0129c,Rv0241c,Rv1184c,Rv1633,Rv2215,Rv3586,Rv1474c,Rv0600c,Rv0407,Rv3084
Rv3208,Rv1708,Rv0291,Rv2093c,Rv0638,Rv3778c,Rv3455c,Rv1307,Rv3014c,Rv2984,Rv2438c
Rv3208A,Rv1102c,Rv3383c,Rv1108c,Rv0409,Rv0050,Rv1897c,Rv1284,Rv0858c,Rv2602,Rv0734
Rv3209,Rv3409c,Rv2631,Rv3619c,Rv2878c,Rv2176,Rv0624,Rv1601,Rv3821,Rv0221,Rv3065
Rv3210c,Rv2202c,Rv0127,Rv3455c,Rv3778c,Rv3646c,Rv0291,Rv0384c,Rv2093c,Rv3627c,Rv3014c
Rv3211,Rv0013,Rv1114,Rv2745c,Rv2829c,Rv3168,Rv0126,Rv0900,Rv2586c,Rv0902c,Rv3835
Rv3212,Rv0189c,Rv3280,Rv3219,Rv3244c,Rv3356c,Rv3260c,Rv3247c,Rv3396c,Rv3246c,Rv3248c
Rv3213c,Rv0475,Rv0668,Rv3842c,Rv1302,Rv2118c,Rv0823c,Rv0045c,Rv0203,Rv1955,Rv1212c
Rv3214,Rv0732,Rv1712,Rv3087,Rv1849,Rv2179c,Rv0321,Rv1284,Rv3505,Rv1207,Rv3809c
Rv3215,Rv3245c,Rv3789,Rv1093,Rv1338,Rv1600,Rv0884c,Rv2477c,Rv3137,Rv3206c,Rv3221A
Rv3216,Rv1306,Rv0444c,Rv2539c,Rv3425,Rv1293,Rv3012c,Rv2742c,Rv0417,Rv1484,Rv2121c
Rv3217c,Rv2848c,Rv1737c,Rv3855,Rv1448c,Rv0065,Rv1173,Rv3853,Rv0295c,Rv1596,Rv1495
Rv3218,Rv1468c,Rv1205,Rv1222,Rv1386,Rv2187,Rv3419c,Rv0404,Rv1328,Rv1365c,Rv0931c
Rv3219,Rv3356c,Rv3280,Rv3248c,Rv3247c,Rv0189c,Rv3244c,Rv3260c,Rv3372,Rv3396c,Rv3246c
Rv3220c,Rv1626,Rv1308,Rv3458c,Rv1310,Rv2965c,Rv3581c,Rv1201c,Rv0957,Rv0706,Rv1655
Rv3221A,Rv2210c,Rv1093,Rv0337c,Rv1600,Rv3789,Rv3003c,Rv2477c,Rv0884c,Rv3245c,Rv1338
Rv3221c,Rv1483,Rv1594,Rv2194,Rv2753c,Rv2438c,Rv0736,Rv3014c,Rv3042c,Rv2093c,Rv2201
Rv3222c,Rv3336c,Rv3137,Rv3276c,Rv3246c,Rv0884c,Rv1338,Rv3260c,Rv3003c,Rv3244c,Rv3227
Rv3223c,Rv2626c,Rv0130,Rv2276,Rv0949,Rv0020c,Rv3024c,Rv3282,Rv0617,Rv1884c,Rv0948c
Rv3224,Rv1222,Rv1468c,Rv1205,Rv1328,Rv3419c,Rv1239c,Rv1386,Rv1365c,Rv0413,Rv2218
Rv3224A,Rv3214,Rv3087,Rv1712,Rv0732,Rv1207,Rv1849,Rv3505,Rv1284,Rv2179c,Rv0321
Rv3224B,Rv1909c,Rv3318,Rv0438c,Rv2922c,Rv2112c,Rv0206c,Rv2579,Rv3586,NONE,NONE
Rv3225c,Rv2701c,Rv0054,Rv2725c,Rv1189,Rv3808c,Rv1075c,Rv2539c,Rv1771,Rv2823c,Rv0444c
Rv3226c,Rv1931c,Rv1400c,Rv3045,Rv3561,Rv2780,Rv3378c,Rv2950c,Rv1653,Rv2332,Rv3913
Rv3227,Rv3206c,Rv3276c,Rv3244c,Rv3260c,Rv3137,Rv0189c,Rv3246c,Rv1338,Rv3418c,Rv0884c
Rv3228,Rv2392,Rv2110c,Rv0462,Rv1956,Rv3588c,Rv0489,Rv1248c,Rv3764c,Rv2445c,Rv2592c
Rv3229c,Rv1553,Rv2866,Rv0986,Rv2549c,Rv0586,Rv0969,Rv0277c,Rv3600c,Rv0987,Rv0908
Rv3230c,Rv1305,Rv1654,Rv0682,Rv0422c,Rv2157c,Rv0683,Rv0357c,Rv1315,Rv1309,Rv2122c
Rv3231c,Rv3398c,Rv1745c,Rv3119,Rv0978c,Rv3109,Rv1886c,Rv1746,Rv1344,Rv0847,Rv2911
Rv3232c,Rv1032c,Rv3406,Rv0535,Rv0103c,Rv0058,Rv1213,Rv1151c,Rv2924c,Rv0183,Rv1010
Rv3233c,Rv0551c,Rv2924c,Rv1010,Rv1695,Rv0845,Rv0058,Rv3515c,Rv2402,Rv0535,Rv3232c
Rv3234c,Rv0091,Rv0385,Rv1009,Rv0937c,Rv1033c,Rv0866,Rv2346c,Rv1026,Rv2673,Rv1198
Rv3235,Rv1187,Rv0005,Rv2816c,Rv1608c,Rv1169c,Rv0220,Rv3155,Rv1264,Rv2428,Rv3565
Rv3236c,Rv2883c,Rv3490,Rv0524,Rv2697c,Rv2611c,Rv1991A,Rv2124c,Rv0510,Rv2523c,Rv0287
Rv3237c,Rv3086,Rv1731,Rv3506,Rv1777,Rv3734c,Rv3089,Rv3480c,Rv1267c,Rv3133c,Rv0802c
Rv3238c,Rv3469c,Rv1760,Rv1843c,Rv0015c,Rv2029c,Rv0351,Rv1915,Rv3824c,Rv0598c,Rv0159c
Rv3239c,Rv1384,Rv2009,Rv3487c,Rv3080c,Rv2462c,Rv2484c,Rv3607c,Rv2404c,Rv2431c,Rv3059
Rv3240c,Rv1259,Rv3358,Rv0982,Rv2865,Rv2919c,Rv0596c,Rv0211,Rv0626,Rv0496,Rv1537
Rv3241c,Rv1886c,Rv0978c,Rv3109,Rv3119,Rv3826,Rv1745c,Rv1746,Rv0847,Rv3398c,Rv3452
Rv3242c,Rv2548,Rv3919c,Rv1675c,Rv2149c,Rv0230c,Rv1160,Rv2579,Rv0438c,Rv2112c,Rv2727c
Rv3243c,Rv0113,Rv0557,Rv1629,Rv1604,Rv3592,Rv0478,Rv1316c,Rv0982,Rv2865,Rv0596c
Rv3244c,Rv3260c,Rv0189c,Rv3246c,Rv3276c,Rv3227,Rv3280,Rv3219,Rv3356c,Rv3248c,Rv1402
Rv3245c,Rv3215,Rv3789,Rv1093,Rv2477c,Rv1600,Rv3221A,Rv1338,Rv0884c,Rv3137,Rv1828
Rv3246c,Rv3260c,Rv3244c,Rv0189c,Rv3276c,Rv3336c,Rv1402,Rv3227,Rv3280,Rv3396c,Rv3137
Rv3247c,Rv3356c,Rv3248c,Rv3219,Rv3280,Rv3372,Rv0189c,Rv3396c,Rv3244c,Rv3260c,Rv3255c
Rv3248c,Rv3219,Rv3247c,Rv3356c,Rv3280,Rv3372,Rv0189c,Rv3244c,Rv3260c,Rv3423c,Rv3396c
Rv3249c,Rv0864,Rv2427c,Rv1860,Rv3703c,Rv0321,Rv3505,Rv1849,Rv1478,Rv1846c,Rv1712
Rv3250c,Rv2007c,Rv0819,Rv0282,Rv3414c,Rv2757c,Rv2043c,Rv1541c,Rv0601c,Rv3444c,Rv1755c
Rv3251c,Rv2816c,Rv1608c,Rv1187,Rv0220,Rv2428,Rv1264,Rv3155,Rv1848,Rv3130c,Rv1218c
Rv3252c,Rv0159c,Rv3824c,Rv0598c,Rv2029c,Rv1760,Rv0351,Rv3469c,Rv0516c,Rv0447c,Rv1843c
Rv3253c,Rv1640c,Rv1820,Rv0491,Rv2537c,Rv0092,Rv2241,Rv2258c,Rv2589,Rv2614c,Rv2746c
Rv3254,Rv2299c,Rv3366,Rv2294,Rv1196,Rv0286,Rv1771,Rv3106,Rv0977,Rv3808c,Rv0006
Rv3255c,Rv3372,Rv3423c,Rv3247c,Rv3266c,Rv3265c,Rv3356c,Rv3248c,Rv3411c,Rv3219,Rv3280
Rv3256c,Rv3441c,Rv2786c,Rv0642c,Rv2743c,Rv2946c,Rv2795c,Rv1335,Rv2175c,Rv1962c,Rv0014c
Rv3257c,Rv0189c,Rv3260c,Rv3244c,Rv3280,Rv3246c,Rv3219,Rv3396c,Rv1402,Rv3356c,Rv3247c
Rv3258c,Rv1837c,Rv0482,Rv1301,Rv0896,Rv3676,Rv3923c,Rv2594c,Rv2981c,Rv3804c,Rv2986c
Rv3259,Rv3574,Rv3131,Rv3810,Rv0561c,Rv0465c,Rv3283,Rv1538c,Rv1822,Rv2613c,Rv2359
Rv3260c,Rv3244c,Rv0189c,Rv3246c,Rv3276c,Rv3280,Rv3227,Rv3219,Rv3356c,Rv1402,Rv3336c
Rv3261,Rv1286,Rv2461c,Rv2335,Rv3262,Rv2334,Rv1170,Rv3696c,Rv0554,Rv0899,Rv0930
Rv3262,Rv2334,Rv1170,Rv2335,Rv1286,Rv3261,Rv2461c,Rv3696c,Rv0899,Rv0930,Rv0820
Rv3263,Rv3419c,Rv1239c,Rv1205,Rv0413,Rv1222,Rv1386,Rv0932c,Rv0931c,Rv0645c,Rv0644c
Rv3264c,Rv3372,Rv3255c,Rv3423c,Rv3247c,Rv3248c,Rv3356c,Rv3219,Rv3280,Rv3411c,Rv3266c
Rv3265c,Rv3266c,Rv3255c,Rv3423c,Rv3411c,Rv3372,Rv3247c,Rv3248c,Rv3356c,Rv3219,Rv3280
Rv3266c,Rv3265c,Rv3423c,Rv3411c,Rv3255c,Rv3372,Rv3248c,Rv3247c,Rv3356c,Rv3219,Rv3280
Rv3267,Rv1493,Rv1314c,Rv0256c,Rv1492,Rv0712,Rv2419c,Rv1477,Rv2034,Rv1412,Rv1701
Rv3268,Rv1131,Rv2150c,Rv1202,Rv2173,Rv1611,Rv0079,Rv2916c,Rv2453c,Rv2795c,Rv0153c
Rv3269,Rv3223c,Rv0130,Rv2626c,Rv0020c,Rv0949,Rv0948c,Rv2276,Rv3282,Rv0617,Rv3024c
Rv3270,Rv0678,Rv1884c,Rv0020c,Rv0948c,Rv2466c,Rv0130,Rv3417c,Rv3024c,Rv2623,Rv3223c
Rv3271c,Rv3627c,Rv2201,Rv0066c,Rv3646c,Rv2839c,Rv2202c,Rv1300,Rv3042c,Rv1617,Rv2794c
Rv3272,Rv3589,Rv0418,Rv2596,Rv2530c,Rv0749,Rv3911,Rv3610c,Rv0208c,Rv0478,Rv0070c
Rv3273,Rv2418c,Rv3822,Rv1496,Rv1420,Rv3722c,Rv3908,Rv0490,Rv2525c,Rv0903c,Rv1638
Rv3274c,Rv1837c,Rv0482,Rv0896,Rv3676,Rv3923c,Rv0288,Rv2986c,Rv2981c,Rv3802c,Rv3465
Rv3275c,Rv1617,Rv1828,Rv1300,Rv2477c,Rv1093,Rv3221A,Rv2210c,Rv3789,Rv3245c,Rv0337c
Rv3276c,Rv3227,Rv3246c,Rv3260c,Rv3244c,Rv3137,Rv1338,Rv0189c,Rv3336c,Rv0884c,Rv3206c
Rv3277,Rv1300,Rv1617,Rv2839c,Rv1828,Rv2477c,Rv3221A,Rv1093,Rv2210c,Rv3789,Rv0363c
Rv3278c,Rv3024c,Rv2276,Rv2466c,Rv1884c,Rv3223c,Rv3270,Rv2346c,Rv0866,Rv0020c,Rv0130
