Rv_ID,gene_name,2003A_Sassetti_q_val,2003A_Sassetti_log2FC,2003B_Sassetti_q_val,2003B_Sassetti_log2FC,2005_Rengarajan_q_val,2005_Rengarajan_log2FC,2006_Joshi_GI_1_q_val,2006_Joshi_GI_1_log2FC,2006_Joshi_GI_2_q_val,2006_Joshi_GI_2_log2FC,2011_Griffin_2_q_val,2011_Griffin_2_log2FC,2013_Zhang_1_q_val,2013_Zhang_1_log2FC,2013_Zhang_2_q_val,2013_Zhang_2_log2FC,2013_Zhang_3A_q_val,2013_Zhang_3A_log2FC,2013_Zhang_3B_q_val,2013_Zhang_3B_log2FC,2013_Zhang_3C_q_val,2013_Zhang_3C_log2FC,2013_Zhang_3D_q_val,2013_Zhang_3D_log2FC,2016_Korte_q_val,2016_Korte_log2FC,2017_Mishra_1A_q_val,2017_Mishra_1A_log2FC,2017_Mishra_1B_q_val,2017_Mishra_1B_log2FC,2017_Mishra_1C_q_val,2017_Mishra_1C_log2FC,2017_Mishra_1D_q_val,2017_Mishra_1D_log2FC,2018_Rittershaus_1A_q_val,2018_Rittershaus_1A_log2FC,2018_Rittershaus_1B_q_val,2018_Rittershaus_1B_log2FC,2012_Zhang_q_val,2012_Zhang_log2FC,2015_Kieser_GI_1_q_val,2015_Kieser_GI_1_log2FC,2015_Kieser_GI_2_q_val,2015_Kieser_GI_2_log2FC,2015_Kieser_GI_3_q_val,2015_Kieser_GI_3_log2FC,2015_Mendum_q_val,2015_Mendum_log2FC,2016_Nambi_q_val,2016_Nambi_log2FC,2017_Xu_1A_q_val,2017_Xu_1A_log2FC,2017_Xu_1B_q_val,2017_Xu_1B_log2FC,2017_Xu_1C_q_val,2017_Xu_1C_log2FC,2017_Xu_1D_q_val,2017_Xu_1D_log2FC,2017_Xu_1E_q_val,2017_Xu_1E_log2FC,2018_Carey_1A_q_val,2018_Carey_1A_log2FC,2018_Carey_1B_q_val,2018_Carey_1B_log2FC,2018_Carey_1C_q_val,2018_Carey_1C_log2FC,2018_Carey_1D_q_val,2018_Carey_1D_log2FC,2018_Carey_1E_q_val,2018_Carey_1E_log2FC,2018_Carey_1F_q_val,2018_Carey_1F_log2FC,2018_Carey_1G_q_val,2018_Carey_1G_log2FC,2018_Carey_1H_q_val,2018_Carey_1H_log2FC,2017B_DeJesus_1A_q_val,2017B_DeJesus_1A_log2FC,2017B_DeJesus_1B_q_val,2017B_DeJesus_1B_log2FC,2017B_DeJesus_1C_q_val,2017B_DeJesus_1C_log2FC,marP_q_val,marP_log2FC,Rv0950_q_val,Rv0950_log2FC,Rv3916c_q_val,Rv3916c_log2FC,Rv0307c_q_val,Rv0307c_log2FC,Rv3717_q_val,Rv3717_log2FC,ponA1_q_val,ponA1_log2FC,Rv1565c_q_val,Rv1565c_log2FC,Rv3684_q_val,Rv3684_log2FC,Rv0954_q_val,Rv0954_log2FC,Rv3811_q_val,Rv3811_log2FC,Rv1096_q_val,Rv1096_log2FC,Rv2680_q_val,Rv2680_log2FC,Rv1432_q_val,Rv1432_log2FC,Rv3594_q_val,Rv3594_log2FC,Rv3005c_q_val,Rv3005c_log2FC
Rv0111,-,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5395,-1.0,0.231359458049788,0.4742770252061594,0.129752113753376,0.9653135699969517,0.0428980114225572,-0.3506614052516248,0.0001818289787657283,-1.0,0.3505413629,-0.460938602751311,1.0,-0.5474164978412571,0.278365,-1.485933516480476,1.0,-0.07734155272382678,1.0,-0.8341431524127078,1.0,-0.1021982270657468,1.0,0.53,1.0,0.83,1.0,-0.22,1.0,0.27,1.0,0.1,1.0,0.67,1.0,0.71,1.0,-0.12,0.17742177,0.14,0.15131083,-0.69,0.16725142,0.77,1.0,0.02,1.0,0.01,1.0,-0.07,0.66055,1.04,1.0,-0.11,1.0,0.14,0.46563,-1.35,1.0,0.06,1.0,0.31,1.0,-0.32,1.0,0.02,0.8507899999999999,0.51,0.43452,-1.68,1.0,-0.24,0.9157200000000001,0.44
Rv0112,gca,0.0011067449,-3.457951992199542,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.063,-1.0,0.939051664062063,-0.9316259747750298,0.951627678202379,-0.04807460813932125,0.718628578060696,0.7321035498735997,0.0006615258887580579,-1.0,0.4946026954,-0.0872390418629852,1.0,0.07024729921239603,1.0,-0.1108610015890783,1.0,-0.2530641170788657,1.0,0.08108081771803614,1.0,0.08037761425597693,1.0,0.33,1.0,0.69,1.0,0.57,1.0,0.53,1.0,0.02,1.0,0.03,1.0,-0.22,1.0,0.59,0.12047329,-1.32,0.12943415,-0.98,0.06973322,-1.57,1.0,-0.17,1.0,0.12,0.70426,0.81,0.75849,0.67,1.0,0.14,0.08148999999999999,2.59,0.74215,-0.59,1.0,-0.22,1.0,-0.42,1.0,-0.17,1.0,-0.19,0.72888,-0.76,1e-05,-6.44,1.0,0.03,0.00499,-5.71
Rv0113,gmhA,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.430632366248753,-0.4943284812948853,0.675539214310249,1.250130234364554,0.881820174683037,-0.1771834633903156,0.1019710363749651,-1.0,0.3087005097,1.46600275393303,1.0,0.1845315523425404,1.0,0.04908953251421656,1.0,0.5286827227498898,1.0,0.1412920016795269,1.0,-0.3161622491960377,1.0,0.06,1.0,-0.99,1.0,0.86,1.0,0.44,1.0,0.21,1.0,1.39,1.0,0.6,1.0,0.28,0.06176975,2.31,0.12208194,0.16,0.11651879,0.64,0.79175,0.73,1.0,0.66,0.77965,-0.71,0.25843,-1.68,0.63777,2.12,1.0,-0.29,0.16694,-6.94,1.0,0.11,1.0,1.73,1.0,1.26,1.0,-0.07,0.15554,-5.2,1.0,0.1,0.0855,3.62,0.09944,-6.95
Rv0114,gmhB,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.238396575721884,1.042263285261871,0.720258813860195,-0.003988103712416838,0.734304824910865,-0.3855166585512564,1.0,0.0,0.4104352941,-0.428772915804051,1.0,0.0499202278862148,1.0,-0.06827442975512278,1.0,-0.007343013374115769,1.0,0.01281570483007475,1.0,-0.4186053035518211,0.2621,-1.48,1.0,0.17,0.8866,-0.63,1.0,-0.68,1.0,-0.48,1.0,-0.6,1.0,-0.5,1.0,-0.65,0.14428024,0.78,0.12504192,-0.91,0.10757183,1.57,1.0,0.05,1.0,0.43,0.8866299999999999,-0.49,1.0,0.09,1.0,0.7,1.0,0.45,1.0,0.1,1.0,0.27,1.0,-0.3,1.0,-0.04,1.0,0.04,1.0,-0.36,1.0,-0.17,1.0,0.12,0.1037,-5.35
Rv0115,hddA,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8471,-1.0,0.733639224570622,0.35517824551267,0.48360079481503,0.6907390418696624,0.0966718755699933,-0.8838745027441842,0.04224595848096575,-1.0,0.4992534544,-0.0347669271330503,1.0,0.07605650981170446,1.0,0.1583504460203268,1.0,-0.0931342302902283,1.0,-0.1120233611118929,1.0,-0.0131162740792045,1.0,0.57,1.0,0.68,0.6734,-0.78,1.0,0.2,1.0,0.13,1.0,0.31,1.0,-0.28,1.0,0.22,0.19414774,-0.21,0.1724338,-0.46,0.18396313,-0.07,0.96386,0.43,1.0,0.09,0.29014,1.52,0.7528199999999999,2.14,1.0,-0.82,0.90705,-0.7,1.0,0.0,1.0,-0.33,1.0,-0.49,1.0,-0.45,1.0,-0.23,0.69538,-0.59,1.0,0.11,1.0,-0.31,0.21686,1.59
Rv0116c,-,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8963,-1.0,0.934960646826974,0.3554972886714362,0.957902262281372,0.8329584758324026,0.0060809833543955,-4.179686117776601,0.03704153154753421,-1.0,0.3452766234,-1.41563455040564,1.0,-0.2584323132287316,1.0,-0.1174327145699736,1.0,-0.3832097862090712,1.0,-0.02059729774368382,1.0,-0.06435179739809095,1.0,-0.44,1.0,-0.03,1.0,-0.38,1.0,0.24,1.0,-0.09,1.0,0.12,1.0,-0.06,1.0,0.19,0.13317117,1.2,0.14248548,0.97,0.15539848,0.73,0.65137,0.47,1.0,0.03,0.6403800000000001,-0.66,0.00976,-2.54,1.0,0.1,0.9571299999999999,0.69,1.0,-0.29,1.0,0.03,1.0,0.06,1.0,0.09,1.0,0.09,0.96529,0.35,0.5233899999999999,1.01,1.0,-0.22,0.47099,1.35
Rv0117,oxyS,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2143,-1.0,0.446736456623514,-0.2693371014867409,0.855508548780329,-0.1866610637334517,0.349220392281268,-0.002825052087423059,0.05855771741897045,-1.0,0.1923648115,1.7434635055697,1.0,-0.06723032098640175,1.0,-0.1173775907482102,1.0,0.1643068241119729,1.0,-0.1369986539835689,1.0,0.3346981339386764,1.0,0.81,1.0,0.32,1.0,0.12,1.0,-0.41,1.0,0.06,1.0,-0.18,1.0,-0.06,1.0,-0.09,0.15309303,-0.35,0.15812146,0.7,0.04384165,-2.13,1.0,0.1,1.0,0.18,0.72764,0.74,0.22634,4.18,1.0,-0.51,1.0,0.57,0.23331,1.86,1.0,0.14,1.0,0.08,1.0,-0.71,1.0,0.0,0.26841,-1.31,0.7945300000000001,0.87,1.0,-0.81,0.50283,2.33
Rv0118c,oxcA,0.026991209,-2.705299576845115,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4175,-1.0,0.386344433251109,1.337903718295905,0.810037282581176,0.2281466705749435,0.325474755699804,-0.9161417906577463,0.3676174650917638,-1.0,0.2734227785,-1.23095746927899,1.0,0.03821283262239653,1.0,-0.05358926923102734,1.0,-0.01558050154287562,1.0,-0.07511738148805153,1.0,-0.05187443920573964,0.9806,2.14,1.0,0.82,1.0,0.01,1.0,0.26,1.0,0.6,1.0,0.51,1.0,0.19,1.0,0.93,0.15424045,0.46,0.15360887,0.83,0.03106224,2.13,0.9437399999999999,0.31,1.0,-0.14,0.78415,0.84,1e-05,-6.44,1.0,0.1,0.70602,-1.45,0.58094,0.92,1.0,0.35,1.0,0.03,1.0,0.5,1.0,0.22,0.02267,2.34,0.80633,-0.84,1.0,0.14,0.66792,1.2
Rv0119,fadD7,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2628,-1.0,0.454342792948513,0.8783461477176068,0.76677091458162,-1.012636596711425,0.710433152461222,2.569618990113987,1.0,0.0,0.2593884873,3.5599026332585,1.0,0.1250574792770225,1.0,0.7815242638574172,1.0,0.5109060452609557,1.0,0.6847588002398808,1.0,2.320546864489002,1.0,1.64,1.0,3.42,1.0,0.83,1.0,2.95,1.0,1.71,1.0,2.12,1.0,0.69,1.0,1.47,0.12004306,-0.73,0.11051238,-0.16,0.11166051,0.02,1.0,-0.25,1.0,-0.22,0.94791,-0.58,0.40638,-3.02,0.5181600000000001,4.77,1.0,4.18,1.0,0.0,1.0,0.1,0.8416600000000001,-1.77,0.8853700000000001,4.37,1.0,-0.27,1.0,1.65,1.0,-1.36,1.0,4.05,0.30938,3.21
Rv0120c,fusA2,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.007050248,-0.8713100192816415,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.4966,-1.0,0.765302284228346,0.5413822496867103,0.431550016441325,1.006354755127213,0.163641629063514,-1.538702747238853,0.3805805260678973,-1.0,0.4668552846,-0.301613309401235,1.0,0.2436432085345794,1.0,-0.03659683196937541,1.0,-0.2304517316986196,1.0,0.1087147811775059,1.0,0.1026080639417279,1.0,0.98,1.0,1.02,1.0,0.95,1.0,0.95,1.0,0.43,1.0,1.23,1.0,0.98,1.0,1.09,0.15796263,0.74,0.16615519,0.02,0.11972681,1.4,0.92763,0.34,1.0,0.19,1e-05,-3.26,1e-05,-5.39,1.0,-0.3,1.0,-0.1,0.99639,-0.41,1.0,0.12,1.0,0.35,1.0,0.54,1.0,0.56,1.0,0.32,0.48504,1.64,1.0,0.35,0.49797,2.06
Rv0121c,-,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.526783752966552,-1.926891554554624,0.973457275337432,-1.290568925968427,0.64072301336156,-0.04857752477317625,0.1513821727942139,-1.0,0.5018669231,-0.0542104722704193,1.0,0.05740923381567566,1.0,0.3008322594318544,1.0,-0.256396102591734,1.0,0.07072145164550282,1.0,0.1555264567008242,1.0,0.62,1.0,0.87,1.0,0.58,1.0,-0.08,1.0,0.58,1.0,1.38,1.0,0.91,1.0,0.61,0.121951,0.93,0.04824548,2.52,0.05837309,2.21,0.34682,1.18,1.0,0.2,0.88434,-0.49,0.0107,-3.97,1.0,0.7,1.0,0.31,0.49605,2.31,1.0,0.13,1.0,-0.6,1.0,-0.8,1.0,0.43,0.11663,3.89,0.14634,-2.77,1.0,0.26,0.5073300000000001,-3.1
Rv0122,-,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.920180995475115,2.31695283608577,0.510909913615796,0.1045083165433956,0.908208144796382,0.2397484211427336,0.9999982798116509,-1.0,0.4057633939,-1.17705959295009,1.0,0.1215400218878245,1.0,-0.1546964840889806,1.0,0.08050332347082978,1.0,0.08097407853256404,1.0,0.1263497152752467,0.474,-1.69,1.0,0.52,1.0,0.45,1.0,0.34,1.0,-0.09,1.0,0.91,1.0,0.64,1.0,-0.09,0.14982823,-0.4,0.12995303,-0.33,0.11807562,-0.51,0.29125,1.08,1.0,0.39,1.0,-0.24,0.01974,-4.92,1.0,-0.91,1.0,-1.17,0.6191399999999999,-2.07,1.0,0.98,1.0,-1.13,1.0,-0.64,1.0,0.59,0.09885,-8.87,1.0,0.36,1.0,-0.16,0.21126,-6.08
Rv0123,-,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.672016454134102,-0.8809733036071704,0.921373097490745,-0.8329723808559899,0.581276018099547,-1.582556984018119,1.0,0.0,1.0,0.246103179258917,1.0,0.1586977460190582,1.0,0.3293076252529601,1.0,-0.6629650127224294,1.0,-0.4257639058719022,1.0,0.2064508774674262,0.6006,-3.86,0.7987,-2.69,1.0,-1.05,0.9982,-2.68,1.0,-1.26,1.0,-2.24,0.8602,-3.19,1.0,-1.11,0.10781925,-0.61,0.04921534,-2.44,0.10044073,-0.7,0.06627999999999999,-2.44,1.0,0.45,1.0,0.0,1.0,0.0,1.0,3.52,0.60377,6.57,0.19225,3.84,1.0,0.2,1.0,0.26,1.0,5.25,1.0,0.19,1.0,1.96,1.0,3.83,1.0,3.99,1.0,1.14
Rv0124,PE_PGRS2,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6594,-1.0,0.327758980637697,-2.137216186814739,0.212716136197777,-1.582614109047769,0.656826842075905,1.510393772524927,0.9987637118245283,-1.0,0.0957140984,1.88684123459059,1.0,-0.2596260159119457,1.0,0.1449077509180345,1.0,-0.4160029115723478,1.0,0.4220989945058067,1.0,-0.03803802189780568,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.12898108,-1.21,0.11083452,-1.37,0.07796116,-1.64,1.0,-0.1,1.0,0.27,0.21435,-1.65,0.9084899999999999,-0.36,1.0,0.02,0.7884,1.43,0.34237,-1.9,1.0,0.57,1.0,0.3,1.0,0.11,1.0,0.31,0.19115,-3.42,0.41945,-1.79,1.0,0.32,0.00499,-7.39
Rv0125,pepA,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.001729265,3.460130314506645,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.6945,-1.0,0.71513268065132,0.1838453684631688,0.395816278077908,0.3694923038100497,0.858826295481576,0.1119982985133904,0.5429810865064553,-1.0,0.4653045045,-0.814128892426107,1.0,-0.3563979341652539,1.0,0.3143466925044716,1.0,0.03808320990017668,1.0,0.3050263109589095,0.73092,0.7616777696991461,1.0,-0.22,1.0,0.79,0.0777,-1.71,1.0,0.15,1.0,-0.13,1.0,0.26,1.0,0.83,1.0,1.14,0.13505028,-0.55,0.1396979,-0.56,0.16518136,0.2,0.9133399999999999,-0.29,1.0,0.14,1.0,0.16,1e-05,-2.79,1.0,1.06,1.0,0.21,0.53554,-1.78,1.0,0.18,1.0,-0.12,1.0,0.85,1.0,0.13,0.9932700000000001,0.4,0.1495,-4.46,1.0,0.38,0.77082,0.87
Rv0126,treS,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,2.77e-09,5.350497247084133,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.5186,-1.0,0.889035949764015,0.9241704753880421,0.00107893518787723,2.743220681421676,2.85528593109894e-05,-4.644281693126647,0.0001223244150998361,-1.0,0.0004455556,2.59448032209657,1.0,0.204164514008094,0.166111,-1.713695814843359,0.231999,-1.300953965793621,0.708447,-1.01824570892801,0.008389,-2.825970600224951,0.7133,2.04,0.6816,2.09,0.2729,2.8,0.4948,2.55,1.0,1.74,0.6356,2.05,0.0496,2.84,1.0,1.75,0.1200636,-0.91,0.05953451,-2.06,0.10861962,-1.02,1e-05,-5.55,1.0,0.0,0.23741,-6.41,0.38298,-5.12,0.13759,-2.02,0.03884,2.21,0.7399600000000001,-5.81,1.0,1.18,1.0,-0.73,1.0,0.45,1.0,-0.11,0.82945,-5.45,0.82842,-7.96,0.8086899999999999,1.2,0.73052,-4.75
Rv0127,-,0.024420165,-2.358038312671502,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,0.000695936,6.608443955568874,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.000181056,-3.400692833,1.0,0.0,0.0901,-1.0,0.000575628289186177,3.679695517288293,9.38977186350915e-05,3.963559324945628,0.000106521660655046,-6.594126111307858,0.04269894096092498,-1.0,0.0004455556,4.85977949061396,1.0,-1.429987840744815,1.0,-0.3584539709124763,0.074824,-2.305808429524085,0.00308,-3.77082904603249,0.744862,-2.099535673550915,0.2132,3.62,0.145,2.84,0.7722,2.08,0.4824,2.27,0.1701,2.47,0.2387,2.5,1e-05,3.22,0.705,2.25,0.11154994,-0.59,0.10441696,-0.92,0.10071265,-0.7,1e-05,-5.09,1.0,-0.28,0.70426,3.72,1.0,0.0,1.0,-1.32,1.0,-1.09,0.34153,-0.38,0.5078199999999999,1.31,1e-05,-3.17,1.0,-3.73,1.0,-0.22,1.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0
Rv0128,-,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9429,-1.0,0.710532955790651,0.1515751105647363,0.724605760421365,0.5097968228950736,0.85013222218856,0.03187079683185173,0.1096843027004198,-1.0,0.4485713771,-0.283572448370806,1.0,-0.02080846227990634,1.0,0.1316909116979301,1.0,-0.2473213208546839,1.0,0.1895963882656924,1.0,0.2087299757367388,1.0,0.33,1.0,0.24,1.0,0.18,1.0,0.03,1.0,0.04,1.0,0.15,1.0,0.08,1.0,0.3,0.074902,-1.28,0.1206833,-1.12,0.12125425,-1.18,0.79175,0.34,1.0,0.06,1.0,-0.08,0.96135,-0.16,1.0,0.28,1.0,0.18,0.16369,-1.78,1.0,0.01,1.0,-0.52,1.0,0.42,1.0,0.07,0.7672399999999999,-0.67,0.7559100000000001,-0.57,1.0,-0.04,0.23325,-1.62
Rv0129c,fbpC,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8265,-1.0,0.646103798582432,0.05740129008979306,0.179196550815002,1.649503222173648,0.40177143399916,-0.4179400995445486,0.04613758793240127,-1.0,0.5019745443,-0.00224936734256373,1e-05,-1.891675776496061,1e-05,-2.231500579522201,1.0,-0.426468309558293,1.0,-0.6101797303715935,1.0,0.7235830225271556,1.0,0.03,1.0,0.06,1.0,-0.16,1.0,-0.2,1.0,-0.16,1.0,-0.29,1.0,-0.21,0.6748,-0.77,0.00740371,3.41,0.01258041,3.88,0.01934313,2.71,0.15683,0.77,1.0,-0.32,0.88926,-0.25,0.00156,-2.38,1.0,0.62,1e-05,2.36,0.8297,0.65,1.0,0.19,1.0,0.18,1.0,0.3,1.0,0.07,0.02879,3.68,0.01663,4.22,1.0,0.09,0.37052,1.63
Rv0130,-,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.378857142857143,1.89163951352118,0.787428571428572,-0.3512206739298839,0.573142857142857,0.0206891550511416,0.7364736733434786,-1.0,0.4945531513,0.215818485539805,1.0,-0.4667701988307149,1.0,-0.7119561697788175,1.0,0.003066303047783553,1.0,0.06013507307470932,1.0,0.2828876792837213,1.0,2.07,0.9486,-1.7,0.9733,-1.26,1.0,-0.83,1.0,0.52,1.0,-0.46,1.0,-0.71,1.0,2.02,0.12766894,-0.48,0.11278507,-0.39,0.11247254,-0.12,0.97293,0.7,1.0,-0.32,0.01952,-3.45,0.22646,3.94,1.0,-0.97,0.8393799999999999,-2.17,0.32265,-2.71,1.0,0.48,1.0,1.91,1.0,-1.86,1.0,0.45,0.3854,-1.67,1.0,0.36,1.0,-1.35,0.28246,-1.67
Rv0131c,fadE1,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.2428,-1.0,0.871754226418024,-0.5187517073463692,0.418405030789374,1.024188553808328,0.568882837986828,0.78077266774151,0.006911174580063162,-1.0,0.4549827542,-0.667092141209624,1.0,-0.02661196636764033,1.0,-0.2559385206919433,1.0,-0.2702988929793688,1.0,0.06107195659177644,1.0,-0.1467874608443234,1.0,0.33,1.0,0.41,0.4055,-0.99,1.0,0.57,1.0,0.41,1.0,0.39,1.0,1.16,1.0,0.41,0.07703991,-1.61,0.02399796,-2.26,0.12208109,-1.09,1.0,0.02,1.0,0.0,1.0,0.15,1.0,-0.1,1.0,-0.04,1.0,0.37,0.0282,-3.03,1.0,0.12,1.0,-0.91,1.0,-0.34,1.0,0.14,1.0,0.35,0.71754,-1.01,1.0,-0.43,0.9325700000000001,0.57
Rv0132c,fgd2,1.0,0.0,1.0,0.0,1.0,0,1.0,0,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.8983,-1.0,0.46736707772822,0.3829839461453711,0.66879957661266,-0.1261875424719976,0.599984689148772,-0.06138810472823589,0.08811052818050266,-1.0,0.2711959442,-1.07352960774614,1.0,-0.1638239514445171,1.0,-0.0996135260850289,1.0,-0.0838368913119232,1.0,-0.2724147707457512,1.0,-0.07208044875188631,1.0,0.1,1.0,0.44,0.7891,-0.71,1.0,-0.27,1.0,-0.19,1.0,-0.08,1.0,0.36,1.0,0.02,0.15482062,0.95,0.17098335,0.8,0.15345567,0.8,0.984,0.21,1.0,0.06,0.8856700000000001,0.31,0.88235,-0.4,1.0,0.24,1.0,-0.29,0.94857,0.32,1.0,0.34,1.0,-0.15,1.0,0.47,1.0,0.12,1.0,0.24,0.40929,1.62,1.0,0.16,0.9262799999999999,0.46
